id;voucher_id;specimen_id;error_type_id;error_type_code;category_id;discussion_available;notes
475;B 30 0316487;;10;8a;2;0;Widerspruch falsche Region, korrekte Koordinaten
476;B 30 0316487;;11;8b;7;0;Vorrangfrage, die ersten beiden Eingaben sind unterschiedlich und unvollständig, die erste wurde validiert, die dritte Eingabe ist korrekt
477;B 10 1176589;;1;1;0;1;
478;B 10 1025562;;1;1;0;1;
479;B 10 0611296;;2;2;7;0;Ein Wortteil nicht übertragen, eingetragen wurde: „auf Kalkstein nächst …“ statt korrekt: „auf Kalksteinfelsen nächst …“.
480;B 30 0316463;;1;1;0;0;
481;B 10 1039252;;1;1;0;0;
482;B 10 1021286;;13;10;8;0;Wiki: Institutionelles Herbar ist angegeben, Sammler/in ist angegeben/ nicht angegeben -> Kein Eintrag im Feld „Herbar von“
483;B 10 0603464;;13;10;8;0;Wiki: Institutionelles Herbar ist angegeben, Sammler/in ist angegeben/ nicht angegeben -> Kein Eintrag im Feld „Herbar von“
484;B 10 1186708;;13;10;9;0;Wiki: Die Übertragung von Koordinaten von Institutionen (z.B. botanische Gärten) und auch privaten Gärten ist explizit nicht vorgesehen.
485;B101071247;;13;10;4;1;Wiki: - Ergänzungen, wie z.B. den kompletten Namen tragen Sie bitte NICHT in eckigen Klammern in das Feld, sondern nur in den Diskussionen ein
486;B101125006;;1;1;0;1;
487;B101071534;;1;1;0;1;
488;B 10 1028660;;1;1;0;0;
489;B 10 0675088;;13;10;8;0;Wiki-Sonderregel nicht beachtet: „A. Peter, Reisen in Afrika 1913/16.“ in die Kategorie „Herbar von“ eintragen, da die Angaben für aktuelle Forschungen hohe Wichtigkeit besitzen
490;B 10 1062962;;1;1;0;1;
491;B 10 1180320;;1;1;0;0;
492;B 30 0314496;;1;1;0;0;
493;B 10 1176137;;1;1;0;0;
494;B101072602;;1;1;0;1;
495;B 30 0317523;;6;4;7;0;Etikettentitel „Moosflora von Deutschland“ und Region „Rheinland-Pfalz“ im Fundort überflüssig
496;B 30 0317523;;11;8b;7;0;Vorrangfrage, erste Eingabe inkorrekt und validiert, zweite Eingabe ist korrekt
497;B 10 1066539;;1;1;0;0;
498;B101128012;;1;1;0;0;
499;B100663575;;2;2;5;0;Sammelnummer falsch, korrekt: „keine Information“, vgl. andere Belege von A. Ludwig in JACQ und siehe AntwortenFragenHerbar4.xlsx
500;B 10 1177866;;1;1;0;0;Trödelsteine liegen sehr nah an Grenze zu NRW, sind aber eigentlich in Rheinland-Pfalz, Koord. in NRW gesetzt, gut
501;B 10 1064291;;1;1;0;1;gutes Beispiel für schöne und hilfreiche Diskussion
502;B 10 1180732;;1;1;0;1;
503;B101091250;;1;1;0;0;
504;B 10 1183720;;1;1;0;0;
505;B 30 0318473;;8;6;7;0;Tippfehler Landschaft: „Warner Heide“ statt „Wahner Heide“
506;B101096907;;1;1;0;0;
507;B101223435;;1;1;0;0;
508;B 30 0311375;;13;10;7;0;Wiki: Habitatsbeschreibungen gehören mit in den Fundort. Habitatsbeschreibung „Erica azorica-Vaccinium cylindraceum-Heide Höhe 1200 m“ fehlt im Fundort
509;B 30 0311375;;11;8b;7;0;Vorrangfrage, erste Eingabe inkorrekt und validiert, zweite Eingabe ist korrekt
510;B100704492;;2;2;5;0;Sammelnummer falsch, korrekt: „keine Information“, vgl. andere Belege von A. Ludwig in JACQ und siehe AntwortenFragenHerbar4.xlsx 
511;B 30 0318894;;1;1;0;0;
512;B 30 0316151;;6;4;7;0;Landesname im Fundort überflüssig
513;B 30 0316151;;13;10;7;0;Wiki: Habitatsbeschreibungen gehören mit in den Fundort. Habitat „an Tilia“ fehlt im Fundort, wichtig, denn es geht um Moos
514;B 30 0316151;;11;8b;7;0;Vorrangfrage, erste Eingabe inkorrekt und validiert, zweite Eingabe ist korrekt
515;B 10 0046511;;1;1;0;0;
516;B 10 1177268;;1;1;0;1;
517;B 10 0519652;;1;1;0;0;
518;B101144220;;1;1;0;0;
519;B 10 0018401;;1;1;0;0;
520;B100421345;;1;1;0;1;
521;B101124410;;1;1;0;1;
522;B 10 0001502;;1;1;0;0;
523;B101127418;;1;1;0;0;
524;B101127038;;1;1;0;0;
525;B 30 0313786;;1;1;0;0;
526;B 10 1175061;;1;1;0;0;
527;B 30 0310386;;1;1;0;0;
528;B 10 0512783;;1;1;0;0;
529;B 10 0588466;;1;1;0;0;
530;B101213312;;1;1;0;0;
531;B 10 1040020;;1;1;0;1;super Beispiel für gelungene Diskussion
532;B 30 0318980;;1;1;0;0;
533;B100128550;;1;1;0;1;
534;B101127352;;9;7;2;0;Region ist aktuell „MG-7 Atsimo-Andrefana“
535;B100472033;;1;1;0;0;
536;B101196845;;1;1;0;0;
537;B 10 1040398;;1;1;0;0;
538;B 30 0313893;;1;1;0;0;
539;B 10 0588406;;9;7;2;0;Region ist aktuell „IT-82 Sicilia“
540;B 10 1025586;;1;1;0;0;
541;B 10 1179983;;1;1;0;0;
542;B 30 0314252;;9;7;2;0;Region ist aktuell„IT-34 Veneto“
543;B 30 0313240;;6;4;7;0;Etikettentitel „Flora Suecica“ im Fundort überflüssig
544;B 10 1181341;;2;2;2;0;Region falsch gewählt (zu weit weg von Skopje), keine Erklärung, korrekt: „keine Information“
545;B 10 1181341;;9;7;1;0;Land heißt jetzt korrekt „MK Nordmazedonien“ (Namensänderung in Kraft seit Februar 2019)
546;B 10 0677380;;1;1;0;0;
547;B 30 0314882;;3;3a;9;0;Nicht lokalisiert, obwohl mit Hilfe der Messtischblattnummer der Ort Marktheidenfeld sicher zu bestimmen ist, Angabe mit <10 km Radius wäre möglich gewesen
548;B 30 0319243;;6;4;7;0;Etikettentitel „Musci cechoslovenici“ und Sammler „Zd. Pilous“ im Fundort überflüssig
549;B101071850;;1;1;0;1;
550;B 10 0514107;;1;1;0;1;
551;B101126037;;1;1;0;0;
552;B 10 0300405;;5;3c;9;0;Ungünstig lokalisiert, dadurch Konflikt mit Region, Koordinaten liegen schon in Brandenburg, Widerspruch zur korrekten Region Berlin, siehe Validierungsproblem
553;B 10 0300405;;10;8a;9;0;Widerspruch falsche Koordinaten, korrekte Region
554;B100720688;;1;1;0;0;
555;B 10 1180575;;1;1;0;0;
556;B 10 1179736;;1;1;0;0;
557;B101212672;;1;1;0;0;
558;B101213565;;1;1;0;0;
559;B100603210;;2;2;2;1;Region sollte „AT-3 Niederösterreich“ sein, nicht „AT-9 Wien“
560;B100603210;;10;8a;2;1;Widerspruch falsche Region, korrekte Koordinaten
561;B101073111;;1;1;0;0;
562;B 30 0313864;;2;2;2;0;Region sollte „DK-84 Hovedstaden“ sein, nicht „DK-85 Sjælland“, die Angabe auf dem Etikett bezieht sich auf die Insel Sjælland, auf der sich u.a. auch Hovedstaden befindet
563;B 30 0313864;;10;8a;2;0;Widerspruch falsche Region, korrekte Koordinaten
564;B 30 0312719;;1;1;0;0;
565;B 10 1025607;;1;1;0;0;
566;B101126786;;1;1;0;0;
567;B 10 0485346;;5;3c;9;1;Ungenau lokalisiert, ca. 15 km min von korrekt entfernt, Fundortbeschreibung nicht gut beachtet (Himmelrichtung, Lokoho Becken westlich der Stadt ist gut zu finden), <20km gewählt 
568;B 10 0485346;;2;2;3;1;Tag falsch eingetragen, korrekt: Spanne bis 3. Januar 1951
569;B 10 0485346;;9;7;2;1;Region ist aktuell „MG-19 Sava“
570;B 30 0316226;;9;7;2;0;Region ist aktuell „FR-BFC Bourgogne-Franche-Comté“
571;B101124488;;1;1;0;0;
