specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info;scientific_name - same_as_label;scientific_name - scientific_name;scientific_name - not_in_list;scientific_name - family;scientific_name - genus;scientific_name - epiteth;owner - question_1;owner - no_info
B;Herbarium Berolinense;B 10 1064017;5;6784786;Pinaceae;Pinus;cembra;;Schweiz;False;;;;Graubünden(Grisons);;;;16/08/1913 - 16/08/1913;False;False;;;;;Herbert Beger;;False;;;;;;True;;;True;Arosa: ob dem Grünsee gegen das Furkahorn [Furggahorn], 1900 m. s. m N.W exp.;False;;46.7799614555459 , 9.707622528076174;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064014;5;6784786;Pinaceae;Pinus;cembra;;Österreich;False;;;;Steiermark;;;;;;True;;;;;Hoppe;;False;;;;;;True;;;True;in alpe Gösniz [Gößnitz];;False;47.0502214 , 15.0249321;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064070;5;6784786;Pinaceae;Pinus;contorta;;Deutschland;True;;;;Berlin;;;;23/03/1992 - 23/03/1992;False;False;;;;;Cubr;;False;;;;;29194;False;A. Farjon;;False;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum; 39-Pin-100";False;;52.45439665 , 13.304122526030515;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064066;5;6784786;Pinaceae;Pinus;contorta;;Deutschland;True;;;;Berlin;;;;25/03/1992 - 25/03/1992;False;False;;;;;Cubr;;False;;;;;29224;False;A. Farjon;;False;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum: 31-Pin-141;False;;52.45438055555556 , 13.305602777777779;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064061;5;6784786;Pinaceae;Pinus;contorta;;Vereinigte Staaten von Amerika;;;;False;Oregon;;;False;22/06/1932 - 22/06/1932;;;;;;;Ora M. Clark;;;;;;;5426;;;;True;Along Mt. streams, S. Hood River;;False;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1064113;5;6784786;Pinaceae;Pinus;excelsa;;Dänemark;True;;;False;Sjælland;;;False;19/09/1891 - 19/09/1891;False;False;;;;;H. Mortensen;;False;;;;;;True;;;True;Sjaell. hort. bot. havn.;;False;55.6864 , 12.5739;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064119;5;6784786;Pinaceae;Pinus;flexilis;;Deutschland;True;;;;Sachsen;;;;29/06/1910 - 29/06/1910;False;False;;;;;C. Baenitz;;False;;;;;;True;;;True;"Tharandt; Forstgarten der Königl. Forstakademie. 330 m. Heimisch im Felsengebirge der Union.";False;;50.981992381760044 , 13.569209575653078;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064158;5;6784786;Pinaceae;Pinus;halepensis;;Kroatien;False;;;;Primorsko-Goranska;;;;04/05/1932 - 04/05/1932;False;False;;;;;V. Engelhardt;;False;;;;;;True;;;True;Wälder um Volosca bei Abbazia [Opatija];False;;45.34995 , 14.316738888888889;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064189;5;6784786;Pinaceae;Pinus;halepensis;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;03/04/1928 - 03/04/1928;False;False;;;;;R. Oberneder, L. Oberneder;;False;;;;;377;False;;;True;Rognac (Bouches-du-Rhône);False;;43.48787222222222 , 5.2346305555555555;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064187;5;6784786;Pinaceae;Pinus;halepensis;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;08/03/1883 - 08/03/1883;False;False;;;;;Tholin;;False;;;;;;True;;;True;Gallia. In collibus La Seyne;False;;43.102975 , 5.878219444444445;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064188;5;6784786;Pinaceae;Pinus;halepensis;;Frankreich;;;;False;Provence-Alpes-Côte-d'Azur;;;False;07/03/1883 - 07/03/1883;;;;;;;Tholin;;;;;;;;True;;;True;In collibus. La Seyne (Var) Gallia.;;False;43.10217358178224 , 5.89219093322754;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064184;5;6784786;Pinaceae;Pinus;halepensis;;Griechenland;;;;False;Achaea(Νομός Αχαΐας);;;False;01/04/1996 - 01/04/1996;;;;;;;R. Eisenblätter & E. Willing;;;;;;;40.759;;;;True;Ep. Ejialias, 5 km WNW Ejira (aha 159) Straßenrand unter steilem Flyschhang mit Kiefern 20m;False;;38.166666666666664 , 22.3;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064183;5;6784786;Pinaceae;Pinus;halepensis;;Griechenland;False;;;;Ioannina(Νομός Ιωαννίνων);;;;18/07/1996 - 18/07/1996;False;False;;;;;R. Eisenblätter & E. Willing;;False;;;;;50.381;False;;;True;Ep. Dhodhonis. 3,5 km SO Flambourari Anm.: Laubbuschreicher Kiefernwald, 980 m;False;;39.825 , 21.008333333333333;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064278;5;6784786;Pinaceae;Pinus;koraiensis;;China;True;;;;Shandong(山东);;;;06/06/1930 - 06/06/1930;False;False;;;;;C. Y. Chiao;;False;;;;;2536;False;;;True;Along sandy slope, near sea level. First Park, Tsingtao.;False;;36.0638 , 120.3781;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064273;5;6784786;Pinaceae;Pinus;kesiya;;Vietnam;True;;;False;Lâm Đồng;;;False;18/06/1995 - 18/06/1995;;;;;;;S. Ickert-Bond, R. Bond, Tiep and Nguyen Duy Chinh;;;;;;;283;;;;True;Plantation close to Institute of Ecology and Biology in Dalat, elev. 900 m;;False;11.939578031659883 , 108.4181070327759;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064322;5;6784786;Pinaceae;Pinus;maritima;;Polen;True;;;False;Dolnośląskie;;;False;06/05/1912 - 23/06/1912;;;;;;;C. Baenitz;;False;;;;;2029;False;;;True;"Breslau; Städtischer Botanischer Garten";False;;51.1159759 , 17.0477229;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064316;5;6784786;Pinaceae;Pinus;maritima;"""Kein Belege""";;False;;;True;;;;True;;;True;;;;;;;True;;;;;;True;;;True;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064313;5;6784786;Pinaceae;Pinus;maritima;;Frankreich;;;;False;Aquitaine;;;False;13/06/1956 - 13/06/1956;;;;;;;;;True;;;;;;True;;;True;bei Bergerac (Dordogne);;False;44.8534568 , 0.487531;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064310;5;6784786;Pinaceae;Pinus;maritima;;Frankreich;;;;False;Provence-Alpes-Côte-d'Azur;;;False;01/05/1903 - 31/05/1903;;;;;;;C. Bertrand;;;;;;;;True;;;True;Dans tous les bois.  Roquebrune (Var)  Guirigui.;;False;43.4433565 , 6.6363623;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064356;5;6784786;Pinaceae;Pinus;merkusii;;Thailand;False;;;;Chiang Mai(เชียงใหม่);;;;01/01/1967 - 31/12/1967;False;False;;;;;E. N. Cooling;;False;;;;;327;False;A. Farjon;;;Baw Luang. Natural P. merkusii needlings collected in ancient pine/hardwood scrubby forest with 5 km of forest Dept. Rest House. alt. 2,500'.;;False;18.218916080017465 , 98.48119994814401;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1039279;5;6784786;Pinaceae;Abies;alba;;Österreich;False;;;;Oberösterreich;;;;28/07/1928 - 28/07/1928;False;False;;;;;Joh. Mattfeld;;False;;;;;;True;;;True;"Salzkammergut: Bad Ischl; Tannenwald am Rettenbach-Jagdhaus.";False;;47.697046824378106 , 13.670951128005983;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1039303;5;6784786;Pinaceae;Abies;x borisii-regis;;Griechenland;;;;False;Kozani(Νομός Κοζάνης);;;False;11/07/1989 - 11/07/1989;;;;;;;D. Höner, S. Potthoff;;;;;;;Höner:1314, Potthoff: 935;False;;;True;"Mazedonien, Kozani  Vourinos-Gebirge; bewaldeter Hügel östlich der Schutzhütte, lichter Laub-Nadel-Mischwald über anstehendem Kalkgestein, SE-Exposition, 1400-1480 m.";;False;40.17861111111111 , 21.66916666666667;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0149926;5;6784786;Pinaceae;Picea;obovata;;Russland;False;;;;Altai republic(Алтай республика);;;;15/07/2002 - 15/07/2002;False;False;;;;;Raab-Straube;;False;;;;;020103;False;E. v. Raab-Straube;;False;Ongudayskiy Rayon, N side of Chuya valley near Belyy Bom 31 km SSE of Inya. - Open forest on limestone. 1000 m;False;;50.36666666666667 , 87.05;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063371;5;6784786;Pinaceae;Picea;orientalis;;Georgien;False;;;False;Abkhazia;;;;14/06/1976 - 14/06/1976;False;False;;;;;V. Vašák;;False;;;;;;True;;;True;Caucasus occidentalis: distr. Gagra, apud lacum Rica [Rizasee]. Alt. 950-1050 m s. m.;False;;43.477808333333336 , 40.54382777777778;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063362;5;6784786;Pinaceae;Picea;orientalis;;Deutschland;True;;;;Hessen;;;;01/01/1911 - 31/12/1911;False;False;;;;;Schulz;;False;;;;;12;False;;;True;Carlsaue zu Cassel;False;;51.3028482 , 9.492566008944953;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063363;5;6784786;Pinaceae;Picea;orientalis;;Polen;True;;;;Lubuskie;;;;01/12/1902 - 31/12/1902;False;False;;;;;Bothe;;False;;;;;;True;;;True;Kranz [Kręcko] (Kr. Meseritz): Park, am Inspektorhause, Heimat: Kaukasus, Taurus;False;;52.2142860189666 , 15.782718658447267;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063393;5;6784786;Pinaceae;Picea;pungens;;Deutschland;True;;;False;Berlin;;;False;17/03/1992 - 17/03/1992;;;;;;;Cubr;;;;;;;29180;;A. Farjon;;;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: System; Wiese mit Jungfrau";;False;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1063392;5;6784786;Pinaceae;Picea;pungens;;Deutschland;True;;;;Berlin;;;;11/11/1993 - 11/11/1993;False;False;;;;;Cubr;;False;;;;;32025;False;H. Ern;;False;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum;False;;52.454387979757236 , 13.305559158325197;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063423;5;6784786;Pinaceae;Picea;purpurea var. purpurea;;Deutschland;True;;;;Berlin;;;;14/03/1983 - 14/03/1983;False;False;;;;;Schwertfeger;;False;;;;;13387;False;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem, Arboretum 27-Pin-133;False;;52.45653241631949 , 13.304529190063478;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063425;5;6784786;Pinaceae;Picea;rubens;;Vereinigte Staaten von Amerika;False;;;;North Carolina;;;;25/07/1968 - 25/07/1968;False;False;;;;;S. W. Leonard, A. E. Radford, Ken Moore;;False;;;;;1814;False;;;True;Mitchell County, Near top of Roan Mt.;False;;36.10438752167877 , -82.08606719970705;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063472;5;6784786;Pinaceae;Pinus;arizonica;;Mexiko;False;;;;Coahuila de Zaragoza;;;;15/03/1983 - 15/03/1983;False;False;;;;;Sue A. Thompson, John E. Rawlins & Allan Zimmerman;;False;;;;;526;False;;;True;"Sierra La Madera: upper Cañada Desiderio (10 km W Cerro de la Madera); Alt. 2000-2200 m. Oak-pine forest.";False;;27.133333333333333 , -102.51666666666667;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063470;5;6784786;Pinaceae;Pinus;aristata;;Vereinigte Staaten von Amerika;False;;;;Colorado;;;False;19/08/1931 - 19/08/1931;False;False;;;;;Ora M. Clark;;False;;;;;4583;False;;;True;Timberline, Trinchera Peak;False;;37.28944444444444 , -105.165;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1063509;5;6784786;Pinaceae;Pinus;banksiana;;Lettland;True;;;;Talsu;;;;16/01/1927 - 16/01/1927;False;False;;;;;K. Starcs;;False;;;;;921;False;L. Gailitz;;False;Prov. Kurzeme: Stende, cult.;False;;57.1445424 , 22.5280249;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0558216;5;6784786;Pinaceae;Pinus;pinea;;Deutschland;True;;;;Berlin;;;;01/04/1911 - 30/04/1911;False;False;;;;;Mücke;;False;;;;;;True;;;True;hort. Berol.;False;;52.45276 , 13.304228;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064743;5;6784786;Pinaceae;Pinus;ponderosa;;Vereinigte Staaten von Amerika;;;;False;Washington;;;False;12/05/1940 - 12/05/1940;;;;;;;H. T. Rogers;;;;;;;432;;A. Rehder;;;Stevens Co.: North bank of Spokane River ten miles above its mouth. Below 1290 ft. level.;;False;47.956593880024734 , -118.3052444458008;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064742;5;6784786;Pinaceae;Pinus;ponderosa;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;21/08/1931 - 21/08/1931;False;False;;;;;Ora M. Clark;;False;;;;;4637;False;;;True;Mesas, E. Folson;False;;36.845 , -103.9175;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064738;5;6784786;Pinaceae;Pinus;ponderosa;;Frankreich;True;;;;Alsace;;;;13/09/1912 - 13/09/1912;False;False;;;;;Ernst H. L. Krause;;False;;;;;31630;False;;;True;Molsheim. Saatschule über Urmatt, Dinsheimer Gemeindewald Einzeln. Eingezäunt.;False;;48.54468268844167 , 7.4556827545166025;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064751;5;6784786;Pinaceae;Pinus;ponderosa var. scopulorum;;Deutschland;True;;;False;Berlin;;;False;23/03/1992 - 23/03/1992;;;;;;;Cubr;;;;;;;29191;;A. Farjon;;;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum: 31-Pin-211;;False;52.456558567340345 , 13.304615020751955;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064805;5;6784786;Pinaceae;Pinus;radiata;;Vereinigte Staaten von Amerika;False;;;;California;;;;28/06/1964 - 28/06/1964;False;False;;;;;John Thomas Howell;;False;;;;;40723;False;;;True;Coastal slopes of the Santa Lucia Range near Cambria, el. 250-300 ft., San Luis Obispo County;False;;35.564138888888884 , -121.08074722222221;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064801;5;6784786;Pinaceae;Pinus;quadrifolia;;;False;;;True;;;;True;;;True;;;;;J. T. Howell;;False;;;;;35150;False;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1064842;5;6784786;Pinaceae;Pinus;x schwerinii;;Deutschland;False;;;;Brandenburg;;;;07/01/1995 - 07/01/1995;False;False;;;;;H. Ern;;False;;;;;;True;H. Ern;;False;Märkisch Wilmersdorf;False;;52.2426162 , 13.284376691550511;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064919;5;6784786;Pinaceae;Pinus;sylvestris;;Russland;;;;False;Leningrad oblast(Ленинградская область);;;False;;;True;;;;;;;True;;;;;;True;;;True;Sphagnetum bei Borissowa Griwa am Ladoga See;;False;60.0963491646841 , 30.96427917480469;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064906;5;6784786;Pinaceae;Pinus;sylvestris;;Polen;False;;;;Dolnośląskie;;;;01/05/1885 - 01/05/1885;False;False;;;;;;;True;;;;;;True;;;True;Lissa b. Breslau [Wrocław-Leśnica];False;;51.15259366595064 , 16.86585903167725;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064903;5;6784786;Pinaceae;Pinus;sylvestris;;Polen;True;;;;Dolnośląskie;;;;11/01/1906 - 11/01/1906;False;False;;;;;C. Baenitz;;False;;;;;;True;;;True;"Breslau; Göpperthain. 120 m. Heimisch in Europa, Kleinasien bis zum Amur.";False;;51.1151 , 17.0809;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0667554;5;6784786;Pinaceae;Pinus;sylvestris;"""Kein Belege""";Russland;False;;;False;Leningrad oblast(Ленинградская область);;;False;30/05/1904 - 30/05/1904;False;False;;;;;;;True;;;;;13357;;;;True;Lebjashe (alternativ: Lebyazh`ye), Von einem Sandhügel in Emucki. 50 km west of St. Petersburg. From the herbarium of an unknown collector (56 plants from Lebjashe, Russia and Rubeshnoe, Ukraine), a gift from Simon Götz, Tübingen, 2005;;False;59.95 , 29.416666666666668;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0623668;5;6784786;Pinaceae;Pinus;sylvestris;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;30/05/1958 - 30/05/1958;False;False;;;;;B[ornkamm];;False;;;;;79;False;;;True;Mimet (Provence);False;;43.4139973 , 5.504383;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 9005520;5;6784786;Pinaceae;Pinus;sylvestris;;Rumänien;False;;;;Suceava;;;;09/08/1889 - 09/08/1889;False;False;;;;;I. Dörfler;;False;;;;;;True;;;True;"Bukowina. In palude ""Tinow"" pr. Pojana Stampi.";False;;47.3050185046461 , 25.127620697021488;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 9005521;5;6784786;Pinaceae;Pinus;sylvestris;;Mazedonien;;;;False;Bitola(Битола);;;False;05/07/1893 - 05/07/1893;;;;;;;I. Dörfler;;;;;;;344;;;;True;Macedon. austr. in regione subalpina mtis Kaimakcalan.;;False;40.93054480852215 , 21.785480976104736;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064948;5;6784786;Pinaceae;Pinus;sylvestris;;Deutschland;;;;False;Bayern;;;False;22/06/1980 - 22/06/1980;;;;;;;Knud Ib. Christensen;;;;;;;D 1-1a;;K. I. Christensen;;False;Kendlmühl Filz bwn. Bernau and Übersee. 520 m. Substrate acidic.;;False;47.804 , 12.454;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064947;5;6784786;Pinaceae;Pinus;sylvestris;;Österreich;;;;False;Tirol;;;False;25/06/1980 - 25/06/1980;;;;;;;Knud Ib. Christensen;;;;;;;A 2-1a;;K. I. Christensen;;False;Bwn. [between] Silz and Roppen, c. 3 km E of Roppen. 720 m. Limestone/dolomite  Forest of Pinus sylvestris.;;False;47.22883627124304 , 10.848398208618166;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064974;5;6784786;Pinaceae;Pinus;sylvestris;;Deutschland;True;;;False;Berlin;;;False;24/03/1992 - 24/03/1992;;;;;;;Cubr;;;;;;;29222;;A. Farjon;;;"Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: Arboretum; 39-Pin-150.";;False;52.452766507172335 , 13.303928375244142;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064976;5;6784786;Pinaceae;Pinus;sylvestris;;Deutschland;True;;;False;Berlin;;;False;24/03/1992 - 24/03/1992;;;;;;;Cubr;;;;;;;29217;;A. Farjon;;;"Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: Arboretum; 31-Pin-240.";;False;52.483 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064995;5;6784786;Pinaceae;Pinus;sylvestris var. erythranthera;;Lettland;;;;False;Ogres;;;False;05/06/1935 - 05/06/1935;;;;;;;K. Starcs;;;;;;;951;;;;True;Latvia, prov. Vidzeme: Tome;;False;56.75225229936804 , 24.63495254516602;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1032883;5;6784786;Pinaceae;Pinus;strobus;;Deutschland;True;;;False;Berlin;;;False;04/05/1947 - 04/05/1947;;;;;;;H. Ristow;;;;;;;;True;;;True;ex hortu botan. Berolinens.;;False;52.453 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065058;5;6784786;Pinaceae;Pinus;strobus;;Deutschland;True;;;False;Brandenburg;;;False;01/12/1881 - 31/12/1881;;;;;;;J. Bornmüller;;;;;;;;True;;;True;Flora v. N. America. Potsdam. cult.;;False;52.40101805298199 , 13.033175468444826;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027356;5;6784786;Cupressaceae;Juniperus;seravschanica;;Usbekistan;False;;;;Tashkent province(Ташкентская область);;;False;18/07/1973 - 18/07/1973;;;;;;;V. Vašák;;False;;;;;;True;;;True;Asia centralis, Tian-shan, montes Chatkalski khrebet, mons Chimgan, in clivis occidentalibus. Alt. 2300-3000 m. s. m.;False;;41.4944 , 70.0578;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027427;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;False;Thüringen;;;False;01/11/1916 - 31/01/1917;False;False;;;;;J. Bornmüller;;;;;;;;True;;;True;Weimar, Friedhof;;False;50.97110961428329 , 11.324093341827394;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027420;5;6784786;Cupressaceae;Juniperus;virginiana;;Polen;True;;;;Dolnośląskie;;;False;03/09/1902 - 03/09/1902;;;;;;;C. Baenitz;;;;;;;995;;;;True;"Breslau; Scheitniger Park; 120m. Heimisch in Nordamerika.";False;;51.119 , 17.083;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0608170;5;6784786;Cupressaceae;Juniperus;virginiana var. crebra;;Kanada;;;;False;Ontario;;;False;12/09/1962 - 12/09/1962;;;;;;;W. J. Cody, L. C. Sherk;;;;;;;12540;;;;True;Hastings Co., 2 miles N of Belville on Hwy. 37. Trees in all stages of growth to 30 ft. in height, colonizing old fields forming dense to thin stands.;;False;44.221706786099766 , -77.38044261932373;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0052427;5;6784786;Cupressaceae;Neocallitropsis;pancheri;;Neukaledonien;;;;False;(Nouvelle-Calédonie);;;False;20/10/1946 - 20/10/1946;;;;;;;Robert Virot;;;;;;;1596;;;;True;Partie méridionale du Plateau de la Montagne des Sources   Alt +/- 700 metres - Exposition Est;;False;-22.118 , 166.6;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027546;5;6784786;Cupressaceae;Papuacedrus;sp.;;Papua-Neuguinea;;;;False;Eastern Highlands;;;False;01/05/1960 - 31/07/1960;;;;;;;E. Borgmann;;;;;;;657;;;;True;Neuguinea: Osthänge des Mt. Wilhelm oberhalb Denglagu, im Bereiche von 2300-3500 m;;False;-5.843 , 145.104;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027554;5;6784786;Cupressaceae;Pilgerodendron;uviferum;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;;;True;;;;;F. H.;;False;;;;;35;False;A. Farjon;;False;Pta. Arenas [Punta Arenas];False;;-53.162664 , -70.9080552;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027570;5;6784786;Cupressaceae;Platycladus;orientalis ;;China;;;;False;Sichuan(四川);;;False;23/09/1996 - 23/09/1996;;;;;;;Liu Zheng-yu;;;;;;;14372;;;;True;Nanchuan Co., alt. 700 m.;;False;29.1 , 107.0;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027627;5;6784786;Cupressaceae;Tetraclinis;articulata;;Ruanda;True;;;;Sud;;;;06/08/1974 - 06/08/1974;False;False;;;;;P. Van der Veken;;False;;;;;10627;False;A. Farjon;;False;Butare, Arboretum Ruhande, 1650 m, parcelle 35;False;;-2.592 , 29.7431;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0298619;5;6784786;Cupressaceae;Tetraclinis;articulata;;Marokko;False;;;;Al-Hoceima;;;;21/06/1992 - 21/06/1992;False;False;;;;;B. Valdés, R. Vogt, S. L. Jury, M. Rejdali, A. Achhal Al Kadmiri, S. Peccenini, F. Conti, E. Rico, M. Lisci, H. 't Hart, Ch. Oberprieler, F. M. Raimondo, P. Mazzola, R. Wilson, G. Stark;;False;;;;;It. 49-1653;False;;;True;"Targuist area, Torres de Alcala; c. 36 km N from Targuist, 1 km above Torres de Alcala. Limestone rocks. Alt. 125 m.";False;;35.016666666666666 , -4.316666666666666;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0470719;5;6784786;Cupressaceae;Tetraclinis;articulata;;Marokko;False;;;;Tétouan;;;;28/09/2006 - 28/09/2006;False;False;;;;;Friedrich Lauria;;False;;;;;2006-412;False;Friedrich Lauria;;False;In Macchie an der Straße N2 nach Chefchaouen, ab etwa 9 km nach Tetouan, ca. 150 m a. s. l.;False;;35.48247960205871 , -5.411596299964003;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027687;5;6784786;Cupressaceae;Thuja;occidentalis;;Polen;True;;;;Dolnośląskie;;;;06/11/1909 - 06/11/1909;False;False;;;;;C. Baenitz;;False;;;;;982;False;;;True;"Silesiaca: Breslau, Scheitniger Park; 120 m.";False;;51.11621233017963 , 17.04812049865723;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027682;5;6784786;Cupressaceae;Thuja;occidentalis;;Polen;True;;;False;Dolnośląskie;;;False;21/09/1904 - 21/09/1904;;;;;;;C. Baenitz;;;;;;;;True;;;True;Breslau: Scheitniger Park, 120 m. Heimisch in Nordamerika.;;False;51.115565770472806 , 17.08309650421143;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0547964;5;6784786;Cupressaceae;Pilgerodendron;uviferum;;Chile;;;;False;Los Lagos;;;False;09/03/1985 - 09/03/1985;;;;;;;T. Stuessy, J. Furlow, E. Ruiz, and N. Bustos;;;;;;;7148;;;;True;Prov. Palena, 5.9 km. N. jct. rds. to Palena and Chaiten [Chaitén] (Villa Sta. Lucia). Bog in Nothofagus forest. Sphagnum, Cupressaceae, Ericaceae common. 560 m.;False;;-43.36464171978415 , -72.38805770874025;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027555;5;6784786;Cupressaceae;Pilgerodendron;uviferum;;Chile;;;;False;Magallanes y de La Antártica Chilena;;;False;;;True;;;;;Otto Magens;;;;;;;339;;A. Farjon;;;III.- Skyring;;False;-52.59823625731426 , -71.51000976562501;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062786;5;6784786;Pinaceae;Abies;nordmanniana;;Deutschland;True;;;;Niedersachsen;;;;01/07/1870 - 31/07/1870;False;False;;;;;Heiland;;False;;;;;;True;;;True;Braunschweig: Im bot. Gart. cult.;False;;52.27061287387328 , 10.533496141433718;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062782;5;6784786;Pinaceae;Abies;nordmanniana;;Deutschland;True;;;;Brandenburg;;;;25/07/1908 - 25/07/1908;False;False;;;;;Roman Schulz;;False;;;;;;True;;;True;Im Park zu Cammer zwischen Brandenburg und Brück angepflanzt.;False;;52.25681040946101 , 12.659211158752443;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0626657;5;6784786;Pinaceae;Abies;pectinata;;Deutschland;False;;;;Niedersachsen;;;;01/01/1909 - 31/12/1909;False;False;;;;;;;True;;;;;;True;;;True;Osnabrück: Hegerholz;False;;52.28719625 , 7.999388789247587;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062850;5;6784786;Pinaceae;Abies;pinsapo;;Deutschland;True;;;;Berlin;;;False;08/12/1963 - 08/12/1963;False;False;;;;;W. Schultze-Motel;;False;;;;;;True;;;True;Kult. im Bot. Garten Berlin-Dahlem, Revier: Iberien;False;;52.456558567340345 , 13.304615020751955;;;False;;;;;;;;
