specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;owner - question_1;owner - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B100163202;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Zypern;;;;False;Pafos(Πάφος);;;False;30/03/1998 - 30/03/1998;;;R. Hand;;;2032;;R. Hand;;;Ralf Hand;;Division I (sensu Meikle 1977/1885). Tala gorge and slopes above chapel Agia Varvara, rocky slope, open woodland, alt. c. 250 m;;False;34.79657263821568 , 32.42855072021485;;;;
B;Herbarium Berolinense;B100173521;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Graubünden(Grisons);;;False;09/09/2004 - 09/09/2004;;;Rost;;;Ro 43;;Th. Raus;;;;True;Oberengadin, Rätische Alpen, von Casaccia nach Soglio, 1400m;;False;46.36837267776887 , 9.659214019775392;;;;
B;Herbarium Berolinense;B100194329;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;;;;False;Berlin;;;False;;;True;;;True;;True;;;True;Andrae;;Berlin;;False;52.5170365 , 13.3888599;;;;
B;Herbarium Berolinense;B100208536;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Türkei;;;;False;Antalya;;;False;12/07/2000 - 12/07/2000;;;Özkan Eren & Gerald Parolly;;;Parolly 7929;;Gerald Parolly;;;;True;"C4 Antalya: Akdağ (2461m), Gökbeli Yaylasi; alt. 1500-1670 m. Limestone and dolomite. Dolomite cliffs [c. 1500 m] with shady rock crock crevices, shady step crevices nitrophytic grottos and ""Balmen"", and sunny rocks; - o damp turf by a streamlet [1670 m]; - o thorn-cushion community with Aethionema alanyae [c. 1550 m].";;False;36.65523462645329 , 32.28092193603516;;;;
B;Herbarium Berolinense;B100259166;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Armenien;;;;False;Lori(Լոռի);;;False;30/06/2003 - 30/06/2003;;;George Fayvush, Kamilla Tamanyan, Hasmik Ter-Voskanian, Ernst Vitek;;;03-0427;;A. Nersesyan;;;Ernst Vitek;False;"area NNE of Stepanavan, Mt. Lalvar E of village Sverdlov, side valley leading to saddle between two peaks [14 05'14-30""N/44 25'32""-26'13""]; 1690-1900 m s.m.";;False;41.089444444444446 , 44.43111111111111;;;;
B;Herbarium Berolinense;B100276629;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Rumänien;;;;False;Braşov;;;False;11/08/1928 - 11/08/1928;;;O. Schwarz;;;125;;Anonymous (Mus. Bot. Berol);;;;True;"Burzenländer Karpathen: Königsteingebirge: im Krummholz in der oberen ""Crepatura"" ca. 1700 m. s. m.";;False;45.553015937661364 , 25.250101089477543;;;;
B;Herbarium Berolinense;B100276630;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Rumänien;;;;False;Prahova;;;;14/08/1928 - 14/08/1928;;;O. Schwarz;;;358;;L. Martins;;;;True;Burzenländer Karpathen: Bucsecs-Gebiet: Matten im oberen Jepi-Tal. 15-1900 m. s. m.;False;;45.387765 , 25.503525;;;;
B;Herbarium Berolinense;B101066350;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;California;;;False;13/04/1965 - 13/04/1965;;;Bolander;;;4554;;;;True;G. Engelmann;;"""Devils Gulch near Forest Hill, Sierras"".";;False;37.604533 , -119.822464;;;;
B;Herbarium Berolinense;B101066351;8;8746725;TAXACEAE;Taxus;brevifolia;;Kanada;False;;;;British Columbia / Colombie Britanique;;;;14/06/1905 - 14/06/1905;False;False;Charles H. Shaw;;False;686;False;John Macrun;;False;;True;Selkirk. Base of Mt. at Lardo.;False;;50.368477 , -117.107468;;;;False
B;Herbarium Berolinense;B101066352;8;8746725;TAXACEAE;Taxus;brevifolia;;Deutschland;True;;;False;Brandenburg;;;False;01/01/1883 - 31/12/1883;;False;J. Bornmüller;;;;True;;;True;J. Bornmüller;;[Wildherkunft N. Am. [Nord Amerika]] Potsdam- cult.;;False;52.4009309 , 13.0591397;;;;
B;Herbarium Berolinense;B101066353;8;8746725;TAXACEAE;Taxus;brevifolia;;Deutschland;True;;;False;Berlin;;;False;13/08/1947 - 13/08/1947;;;;;True;;True;;;True;;True;Botanischer Garten Berlin-Dahlem angepflanzt;;False;;;;;True
B;Herbarium Berolinense;B101066354;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;New York;;;False;02/10/1998 - 02/10/1998;;;J. Silba;;;E-335;;;;True;John Silba;;Saratoga Springs, Skidmore College, woods east of Haupt Pond, in Acer saccharinum and Pinus (Pinus strobus) woods;;False;43.102564246484924 , -73.781596183253;;;;
B;Herbarium Berolinense;B101066355;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;New York;;;False;02/10/1998 - 02/10/1998;;;J. Silba;;;E-335;;;;True;John Silba;;Saratoga Springs, Skidmore College, woods east of Haupt Pond, a few small plants, in Acer saccharinum and Pinus strobus woods.;;False;43.102564 , -73.781596;;;;
B;Herbarium Berolinense;B101066356;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Virginia;;;False;09/09/1942 - 09/09/1942;;;A. B. Massey;;;5067;;;;True;;True;On wooded bluff among limestone outcrop, above Tom's Creek at Sunnyside School house, 10 miles n. w. of Blacksburg, Montgomery County;;False;37.2238959353662 , -80.57870864868165;;;;
B;Herbarium Berolinense;B101066357;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;New York;;;False;28/08/1926 - 28/08/1926;;;Appel;;;62;False;;;True;Appel;;Taughannock falls - b.  Ithaca NY.;;False;42.53880971021127 , -76.60784204961045;;;;
B;Herbarium Berolinense;B101066358;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;Massachusetts;;;;31/05/1919 - 31/05/1919;False;False;Camillo Schneider;;False;;True;;;True;;True;shady woods on hills east of Lenox, Mass.;False;;42.35791282168615 , -73.25649261474611;;;;False
B;Herbarium Berolinense;B101066359;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;27/07/1922 - 27/07/1922;False;False;Huron H. Smith;;False;7729;False;;;True;;True;Southwestern Wisconsin. Grant County. Along the Platte River;;False;;;;;True
B;Herbarium Berolinense;B101066360;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Wisconsin;;;False;05/09/1917 - 05/09/1917;;;M. J. Escoll;;;467;;;;True;;True;Lugerville, Price Co.;;False;45.7755146 , -90.5062657;;;;
B;Herbarium Berolinense;B101066361;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Michigan;;;False;31/08/1935 - 31/08/1935;;;J. E. Potzger;;;6639;;;;True;;True;Cedar swamp along US 10, 1/2 mile west of Farwell, Clare County;;False;43.83688098435506 , -84.88861083984375;;;;
B;Herbarium Berolinense;B101066362;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;Maine;;;;15/08/1931 - 15/08/1931;False;False;R. C. Friesner;;False;3324;False;;;True;;True;1 mile N. Franklin. Wet northeast slope, densely wooded;False;;44.596652 , -68.228688;;;;False
B;Herbarium Berolinense;B101066363;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Virginia;;;False;20/07/1892 - 20/07/1892;;;John K. Small;;;;True;;;True;;True;Middle Holston Valley. S. W. Virginia. Middle Fork of Holston River, six miles W. of Marion, Smyth County. Altitude, 2050 feet.;;False;36.823840415986545 , -81.56370162963869;;;;
B;Herbarium Berolinense;B101066364;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;North Carolina;;;False;10/08/1968 - 10/08/1968;;;S. W. Leonard, J. H. Hardin, Gladstone McDowell & party;;;2099;;;;True;;True;Ashe County. Under spruce and rhododendron along Long Hope Creek at the Ashe-Watauga County line on Richardson Farm, elev. 4200 ft.;;False;36.374554119406135 , -81.64086341857912;;;;
B;Herbarium Berolinense;B101066365;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;New York;;;False;01/08/1879 - 31/08/1879;;;G. E.;;;;True;;;True;;True;Goats Island, Niagary.;;False;43.081189 , -79.068851;;;;
B;Herbarium Berolinense;B101066366;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;New York;;;;17/08/1879 - 17/08/1879;False;False;G. E.;;False;;True;;;True;;True;Goat Island, Niagara;False;;43.0811887 , -79.06885146412493;;;;False
B;Herbarium Berolinense;B101066367;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Maine;;;False;14/07/1886 - 14/07/1886;;;E. C. Smith;;;;True;H. Ern;;;;True;Augusta;;False;44.310545 , -69.7792759;;;;
B;Herbarium Berolinense;B101066368;8;8746725;TAXACEAE;Taxus;canadensis;;Kanada;;;;False;;;;True;;;True;Macoun;;;;True;;;True;Geo. Vasey;;Canada;;False;;;;;True
B;Herbarium Berolinense;B101066369;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;New Hampshire;;;;24/04/1904 - 24/04/1904;False;False;F. F. Forbes;;False;;True;H. Ern;;False;Gray;False;East Rindge Woods;False;;42.7279 , -72.1973;;;;False
B;Herbarium Berolinense;B101066370;8;8746725;TAXACEAE;Taxus;canadensis;;Polen;True;;;;Dolnośląskie;;;;23/04/1857 - 23/04/1857;False;False;F. Schwarzer;;False;1799;False;;;True;;True;Gräbersdorf [Udanin], im Garten.;False;;51.0375751 , 16.449276;;;;False
B;Herbarium Berolinense;B101066371;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Sichuan(四川);;;False;03/07/1990 - 03/07/1990;;;Liu Zheng-yu;;;14704;False;;;True;;True;Nanchuan Co. alt. 650m;;False;29.1 , 107.0;;;;
B;Herbarium Berolinense;B101066372;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Sichuan(四川);;;False;15/11/1946 - 15/11/1946;False;False;Wen-Kuang Hu;;False;8497;False;;;True;;True;Omei Hsien: Mount Omei [Emei];;False;29.51972222222222 , 103.3325;;;;
B;Herbarium Berolinense;B101066373;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Guangdong(广东);;;False;02/11/1932 - 30/11/1932;False;False;Tsang, W. T.;;False;20694;False;E. D. Merrill;;False;;True;Kwangtung. Chong Uen Shan near Kau Fung (Loh Ch'ang District). Fairly common. Dry sandy soil.;;False;;;;;True
B;Herbarium Berolinense;B101066374;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Sichuan(四川);;;False;01/01/1885 - 31/12/1888;;;Aug. Henry;;;7097;;Pilger;;;;True;Prov. Szechwan.;;False;;;;;True
B;Herbarium Berolinense;B101066375;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Sichuan(四川);;;False;01/01/1885 - 31/12/1888;;;Aug. Henry;;;7155;;Pilger;;;;True;Prov. Szechwan.;;False;;;;;True
B;Herbarium Berolinense;B101066376;8;8746725;TAXACEAE;Taxus;chinensis;;China;;;;False;Sichuan(四川);;;False;01/01/1910 - 31/12/1911;False;False;E. H. Wilson;;False;4053;False;;;True;;True;Western Szechuan;;False;;;;;True
B;Herbarium Berolinense;B101066377;8;8746725;TAXACEAE;Taxus;chinensis;;Vietnam;;;;False;Hòa Bình;;;False;03/06/1995 - 03/06/1995;False;False;S. Ickert-Bond, R. Bond, Hiep, Phan Le Koc;;False;172;False;;;True;;True;district of Mai Châu, near Hmong village of Pa Co, 1200 m. broadleaf evergreen tropical forest, limestone-;;False;20.7388 , 104.8894;;;;
B;Herbarium Berolinense;B101066378;8;8746725;TAXACEAE;Taxus;chinensis var. mairei;;China;False;;;;Chongqing(重庆);;;False;05/08/1990 - 05/08/1990;False;False;Liu Zheng-yu;;False;12784;False;;;True;;True;Sichuan Prov. Nanchuan Co. Alt. 700 m.In mixed forests;;False;29.1 , 107.0;;;;False
B;Herbarium Berolinense;B101066379;8;8746725;TAXACEAE;Taxus;chinensis var. mairei;;China;;;;False;Jiangxi(江西);;;False;20/08/1996 - 20/08/1996;False;False;C. M. Tan;;False;9608117;False;C. M. Tan;;False;;True;"Luoxi, Wuning Xian, in forest, valley; Alt. 1000 m";;False;29.095405238196545 , 114.92507743940223;;;;False
B;Herbarium Berolinense;B101066380;8;8746725;TAXACEAE;Taxus;cuspidata;;Russland;;;;False;Sakhalin oblast(Сахалинская область);;;False;01/01/1859 - 31/12/1863;False;;Fr[iedrich] Schmidt;;;;True;Pilger;;;;True;Ins[ula] Sachalin;;False;;;;;True
B;Herbarium Berolinense;B101066381;8;8746725;TAXACEAE;Taxus;cuspidata;;Russland;;;;False;Primorski krai(Приморский край);;;False;08/06/1906 - 08/06/1906;;;N. A. Palczewski;;;;True;;;True;C. Baenitz,Bothe;;Mandschurica: Insel Askold bei Wladiwostok.;;False;42.7578906 , 132.3409005;;;;
B;Herbarium Berolinense;B101066382;8;8746725;TAXACEAE;Taxus;cuspidata;;Russland;;;;False;Sakhalin oblast(Сахалинская область);;;False;18/08/1989 - 18/08/1989;;;Ge. Krebs;;;2854;;;;True;Ge. Krebs;;Insel Sachalin. Ostküste, ca. 25km südl. von Makarov, lichter Nadelwald;;False;48.41605852038756 , 142.69738143958747;;;;
B;Herbarium Berolinense;B101066383;8;8746725;TAXACEAE;Taxus;cuspidata;;;;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;;;;True;;;;;True
B;Herbarium Berolinense;B101066384;8;8746725;TAXACEAE;Taxus;cuspidata;;Russland;False;;;;Sakhalin oblast(Сахалинская область);;;;20/07/1985 - 20/07/1985;False;False;N. Shvedchikova;;;;True;;;True;;True;UdSSR. Курильские острова. О Кунашир. Хвойно-жироколиственный лес вдоль тропы из п. Алëхино к Горячему озери. [Kuril'skiye ostrova. O Kunashir. Khvoyno-zhirokolistvennyy les vdol' tropy iz p. Alekhino k Goryachemu ozeri. Kurilen. Über Kunaschir. Nadelwald mit fetten Blättern entlang des Weges vom Dorf Alekhino zum heißen See.];;False;43.909599 , 145.534394;;;;False
B;Herbarium Berolinense;B101066385;8;8746725;TAXACEAE;Taxus;cuspidata;;Japan;;;;False;;;;True;;;True;;;True;;True;;;True;Sehlmeyer;;Japonia.;;False;;;;;True
B;Herbarium Berolinense;B101066386;8;8746725;TAXACEAE;Taxus;cuspidata;;Japan;;;;False;Hokkaidō(北海道);;;False;01/10/1918 - 31/10/1918;;;M. Takenouchi;;;141;;;;True;M. Takenouchi;;Chambetsu, prov. Kushiro, Yezo.;False;False;43.20805555555556 , 144.6761111111111;;;;
B;Herbarium Berolinense;B101066387;8;8746725;TAXACEAE;Taxus;cuspidata;;China;;;;False;Gansu(甘肃);;;False;08/10/1914 - 08/10/1914;False;False;F. N. Meyer;;False;1790;False;;;True;;True;Fu orr yei, Province of Kansu;True;;;;;;True
B;Herbarium Berolinense;B101066388;8;8746725;TAXACEAE;Taxus;cuspidata;;Deutschland;True;;;False;Berlin;;;False;22/03/1994 - 22/03/1994;;;Cubr;;;32218;;H. Ern;;;;True;Botanischer Garten Berlin-Dahlem, Revier: AR-01--029;;False;52.456704527553406 , 13.305816650390627;;;;
B;Herbarium Berolinense;B101066389;8;8746725;TAXACEAE;Taxus;cuspidata;;Deutschland;True;;;;Berlin;;;;22/03/1994 - 22/03/1994;False;False;Cubr;;False;32218;False;;;True;;True;Kultiviert im Botanischen Garten Berlin-Dahlem Revier: AR-01-029;False;;52.45674094700545 , 13.305859565734865;;;;False
B;Herbarium Berolinense;B101066390;8;8746725;TAXACEAE;Taxus;cuspidata;;Deutschland;True;;;False;Berlin;;;False;28/03/1994 - 28/03/1994;;;Cubr;;;32245;;;;True;;True;Kultivert im Botanischen Garten Berlin-Dahlem. Revier: AR-01-029;;False;;;;;True
B;Herbarium Berolinense;B101066391;8;8746725;TAXACEAE;Taxus;cuspidata;;Deutschland;True;;;False;Berlin;;;False;28/03/1994 - 28/03/1994;;;Cubr;;;32239;;;;True;;True;Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: AR-01-029;;False;;;;;True
B;Herbarium Berolinense;B101066392;8;8746725;TAXACEAE;Taxus;floridana;;Vereinigte Staaten von Amerika;False;;;;Florida;;;;;;True;Curtiss;;False;;True;;;True;Harry N. Patterson,G. W. Letterman;False;Aspalaga.;;False;30.617889 , -84.907397;;;;
B;Herbarium Berolinense;B101066393;8;8746725;TAXACEAE;Taxus;globosa;;Mexiko;;;;False;Hidalgo;;;False;;;True;C. Ehrenberg;;;448;;R. Pilger;;;;True;am östl. Fuß des Cerro de los navajas;;False;19.536328 , -99.506575;;;;
B;Herbarium Berolinense;B101066394;8;8746725;TAXACEAE;Taxus;globosa;;Mexiko;False;;;;Hidalgo;;;False;01/09/1837 - 30/09/1837;False;False;C. Ehrenberg;;;448;;R. Pilger;;False;;True;prope Min del Monte, am östl. Fuße des Cerro de los navajas;;False;20.08038 , -98.57917;;;;
B;Herbarium Berolinense;B101066395;8;8746725;TAXACEAE;Taxus;globosa;;;False;;;True;;;;True;;;True;;;True;;True;;;True;;True;;;True;;;;;True
B;Herbarium Berolinense;B101066396;8;8746725;TAXACEAE;Taxus;sumatrana;;Taiwan;;;;False;Hualien County(花蓮縣);;;False;27/05/1995 - 27/05/1995;;;S. Ickert-Bond, R. Bond, K. C. Yang;;;98;;;;True;;True;Taroko National Park, along highway 8, elev. 2200 m. Upper montane and subalpine district, mixed coniferous forests, riparian.;;False;24.180929399584922 , 121.40124320983888;;;;
B;Herbarium Berolinense;B101066397;8;8746725;TAXACEAE;Taxus;wallichiana;;Indien;;;;False;Jammu and Kashmir;;;False;31/08/1956 - 31/08/1956;;;O. Polunin;;;56/622;;;;True;;True;Sind Valley. 2.3mls. W. of Sonamarg. 8,000 ft. In forest.;;False;34.299344598045835 , 75.28591632843019;;;;
B;Herbarium Berolinense;B101066398;8;8746725;TAXACEAE;Taxus;wallichiana;;Indien;;;;False;Uttarakhand;;;False;01/09/1958 - 30/09/1958;;;L. C. Lamba;;;;True;H. Ern;;;;True;"Deoban, Chakrata, U.P. Altitude - 7,200 feet; Rainfall-60-90";;False;30.701179812707906 , 77.87272453308107;;;;
B;Herbarium Berolinense;B101066399;8;8746725;TAXACEAE;Taxus;wallichiana;;Bhutan;;;;False;Thimphu;;;False;24/03/1983 - 24/03/1983;;;H. Ern;;;7349;;H. Ern;;;;True;Dochu-La-Pass, bei 3300 m im Tsuga-dumosa-Hochwald.;;False;27.489923211447113 , 89.7495460510254;;;;
B;Herbarium Berolinense;B101066400;8;8746725;TAXACEAE;Taxus;wallichiana;;Bhutan;;;;False;Thimphu;;;False;24/03/1983 - 24/03/1983;;;H. Ern;;;7349;;H. Ern;;;;True;Dochu-La-Pass, bei 3300 m im Tsuga-dumosa-Hochwald.;;False;27.49 , 89.75;;;;
B;Herbarium Berolinense;B101066401;8;8746725;TAXACEAE;Taxus;wallichiana;;Pakistan;;;;False;Khyber Pakhtunkhwa;;;False;15/09/1983 - 15/09/1983;;;H. Ern & P. Prelaz;;;7553;;K. Browicz;;;;True;"North-West Frontier Province; Swat Division. Kalam; 2000 m ü. M.; ""Electricity Valley"" enges, ostexponiertes Tälchen unterhalb des Ortes.";;False;35.47527777777778 , 72.61138888888888;;;;
B;Herbarium Berolinense;B101066402;8;8746725;TAXACEAE;Taxus;wallichiana;;Indien;;;;False;Jammu and Kashmir;;;False;06/07/1956 - 06/07/1956;;;G. Saran & Party;;;29761;;H. Ern;;;;True;Batote, Distt. Doda;;False;33.11572376578089 , 75.31814575195314;;;;
B;Herbarium Berolinense;B101066403;8;8746725;TAXACEAE;Taxus;wallichiana;;;;;;True;;;;True;;;True;;;True;;True;Pilger;;False;Kurt Sprengel;False;;;True;;;;;True
B;Herbarium Berolinense;B101066404;8;8746725;TAXACEAE;Taxus;wallichiana;;Indien;;;;False;Himachal Pradesh;;;False;01/01/1832 - 31/12/1832;;;;;True;282;;R. Pilger;;;Kunth;;Kamoon;;False;31.445833333333333 , 76.37916666666666;;;;
B;Herbarium Berolinense;B101066405;8;8746725;TAXACEAE;Taxus;wallichiana;;Vietnam;;;;False;Khánh Hòa;;;False;27/06/1922 - 27/06/1922;;;Poilane;;;4150;;;;True;;True;Annam - Nhatrang;;False;12.2345891 , 109.1944401;;;;
B;Herbarium Berolinense;B101066406;8;8746725;TAXACEAE;Taxus;wallichiana;;Pakistan;;;;False;Gilgit-Baltistan;;;False;10/07/1994 - 10/07/1994;;;Nüsser;;;1349;;;;True;;True;[Nanga Parbat. Northern Areas, mittleres Pattaro-Tal. Schwemmfächer, 3060 m, Exposition 300, Neigung 20];;False;35.293165 , 74.535988;;;;
B;Herbarium Berolinense;B101066407;8;8746725;TAXACEAE;Taxus;wallichiana;;Pakistan;;;;False;Gilgit-Baltistan;;;False;10/07/1994 - 10/07/1994;;;Nüsser;;;1349;;H. Ern;;;;True;Nanga Parbat. Northern Areas, mittleres Pattaro-Tal. Schwemmfächer, 3060 m, Exposition 300, Neigung 20;;False;35.300442 , 74.529497;;;;
B;Herbarium Berolinense;B101066408;8;8746725;TAXACEAE;Taxus;yunnanensis;;China;False;;;;Yunnan(云南);;;;23/06/1984 - 23/06/1984;False;False;B. Bartholomew, D. E. Boufford, H. W. Li, C. G. Ma, D. H. Nicolson, T. S. Ying, S. W. Yu;;False;388;False;;;True;;True;Yangbi Xian, W side of Diancang Shan mountain range. Malutang, vicinity of Chang Shan. Mixed broad-leaved evergreen forest. Elevation ca. 2700 m.;False;;25.766666666666666 , 100.01666666666667;;;;False
B;Herbarium Berolinense;B101066409;8;8746725;TAXACEAE;Taxus;sp.;;Deutschland;True;;;False;Berlin;;;;28/03/1994 - 28/03/1994;False;False;Cubr;;False;32236;False;H. Ern;;False;;True;Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: AR-01-029;;False;;;;;True
B;Herbarium Berolinense;B101066410;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;14/08/1995 - 14/08/1995;;;F. T. Callahan II;;;;True;;;True;John Silba;;South Shasta Co., s. of Shingletown, in canyon along North Fork of Battle Creek, 549 m.;;False;40.44466 , -121.869021;;;;
B;Herbarium Berolinense;B101066411;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;14/08/1995 - 14/08/1995;;;F. T. Callahan;;;;True;;;True;John Silba;;North-part, Lake County, sine loc. Native;;False;;;;;True
B;Herbarium Berolinense;B101066412;8;8746725;TAXACEAE;Torreya;californica;;;False;;;True;;;;True;;;True;;;True;;True;;;True;K. Killpper;False;;;True;;;;;True
B;Herbarium Berolinense;B101066413;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;False;;;False;California;;;;18/07/1932 - 18/07/1932;False;False;H. F. Copeland;;False;;True;;;True;;True;Near West Branch, Butte County. Small tree in glen in dry woods.;;False;;;;;True
B;Herbarium Berolinense;B101066414;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;False;;;;California;;;;01/06/1935 - 30/06/1935;False;False;H. M. P.;;False;266;False;;;True;;True;Mt. Tamalpais;False;;37.92759538578313 , -122.5887966156006;;;;False
B;Herbarium Berolinense;B101066415;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;08/07/1915 - 08/07/1915;;;J. A. D. [J. A. Drushel];;;2202;;;;True;J. A. Drushel;;Mt. Tamalpais;;False;37.9290101 , -122.5776897;;;;
B;Herbarium Berolinense;B101066416;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;29/08/1957 - 29/08/1957;;;W. L. Stern;;;258;;;;True;Samuel J. Record;;Santa Cruz County, 8/10 mi. from Saratoga summit on Highway 9. Slender tree in moist forest slope.;;False;37.25776892770648 , -122.09582805633546;;;;
B;Herbarium Berolinense;B101066417;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;30/07/1956 - 30/07/1956;;;Lewis S. Rose;;;56137;;;;True;;True;Marin County. Tocaloma, alt. ca. 150 ft. shady canyon;;False;38.050278 , -122.759444;;;;
B;Herbarium Berolinense;B101066418;8;8746725;TAXACEAE;Torreya;fargesii;;;False;;;True;;;;True;;;True;;;True;;True;R. Pilger;;False;;True;;;True;;;;;True
B;Herbarium Berolinense;B101066419;8;8746725;TAXACEAE;TAXACEAE;sp.;;;;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;;;;True;;;;;True
B;Herbarium Berolinense;B101066420;8;8746725;TAXACEAE;Torreya;nucifera;;Türkei;True;;;False;İstanbul;;;False;;;True;Muhlis;;;;True;;;True;;True;Umgebung von Istambul;;False;41.0091982 , 28.9662187;;;;
B;Herbarium Berolinense;B101066421;8;8746725;TAXACEAE;Torreya;nucifera;;Vereinigte Staaten von Amerika;True;;;False;Massachusetts;;;False;01/01/1927 - 31/12/1927;;;;;True;;True;;;True;;True;Arnold Arboretum, Boston;;False;;;;;True
B;Herbarium Berolinense;B101066422;8;8746725;TAXACEAE;Torreya;nucifera;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;01/01/1857 - 31/12/1857;;;;;True;;True;;;True;L. C. Treviranus;;H. B.;;False;;;;;True
B;Herbarium Berolinense;B101066423;8;8746725;TAXACEAE;Torreya;nucifera;;Japan;False;;;;;;;True;;;True;;;True;;True;;;True;Sehlmeyer;False;;;True;;;;;True
B;Herbarium Berolinense;B101066424;8;8746725;TAXACEAE;Torreya;nucifera;;Japan;;;;False;Miyagi(宮城県);;;False;19/09/1973 - 19/09/1973;;;H. Mori;;;;True;;;True;;True;N. Honshu: Sendai-shi, Kawauchi;;False;38.2608821 , 140.8503638;;;;
B;Herbarium Berolinense;B101066425;8;8746725;TAXACEAE;Torreya;nucifera;;Japan;;;;False;Miyagi(宮城県);;;False;29/04/1973 - 29/04/1973;;;T. Naito;;;;True;;;True;;True;N. Honshu: Kakuta-shi, Tokura-yama;;False;38.0 , 140.8;;;;False
B;Herbarium Berolinense;B101066426;8;8746725;TAXACEAE;Torreya;nucifera;;Japan;False;;;;Fukui(福井県);;;;26/08/1917 - 26/08/1917;False;False;M. Takenouchi;;False;;True;;;True;M. Takenouchi;False;Middle-Honshû. Tani-mura, prov. Eechizen.;False;;;;;;
B;Herbarium Berolinense;B101066427;8;8746725;TAXACEAE;Torreya;nucifera;;Japan;;;;False;Fukuoka(福岡県);;;False;29/09/1929 - 29/09/1929;;;M. Takenouchi;;;;True;;;True;M. Takenouchi;;Mt. Kawara, prov. Chikuzen.;;False;33.6926021 , 130.8338309;;;;
B;Herbarium Berolinense;B101066428;8;8746725;TAXACEAE;Torreya;nucifera;;Deutschland;True;;;False;Brandenburg;;;False;01/01/1896 - 31/12/1896;;;;;True;;True;;;True;Goetze;;Ar. Wildp. [Arboretum Wildpark], Heimat: Japan, Nippon u. Sikok.;;False;;;;;True
