specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;Berberidaceae_scientific_name - scientific_name;Berberidaceae_scientific_name - species_name_not_in_list;Berberidaceae_scientific_name - genus_name_not_in_list;Berberidaceae_scientific_name - not_sure;Berberidaceae_scientific_name - no_info
B;Herbarium Berolinense;B101199516;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;;;;False;Carchi;;;False;Ynes Mexia;;False;15/08/1935 - 15/08/1935;;;7628;;Killip;;;"Near Pun; plateau above Rio Pun; in thicket. Alt. 2895 m.";;False;;True;0.6706179110313082 , -77.59725093841554;;;;;Berberis stuebelii Hieron.;;;;
B;Herbarium Berolinense;B101199406;11;10043764;BERBERIDACEAE;indet.;sp.;;Kolumbien;False;;;;Cundinamarca;;;;;;True;01/06/1961 - 30/06/1961;False;False;;True;;;True;bei Bogota/Funza, Finca Prof. L. Richter, circa 2600 m Höhe;False;;W. Schwabe;False;4.7122764987857595 , -74.21848297119142;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199061;11;10043764;BERBERIDACEAE;indet.;sp.;;Kolumbien;;;;False;Cundinamarca;;;False;;;True;01/06/1961 - 30/06/1961;;;;True;;;True;bei Bogota/Funza, Finca Prof. L. Richter, circa 2600 m Höhe;;False;W. Schwabe;;4.712789741981548 , -74.21676635742189;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B101195703;11;10043764;BERBERIDACEAE;indet.;sp.;;Kolumbien;False;;;;Cundinamarca;;;;;;True;21/05/1961 - 21/05/1961;False;False;;True;;;True;Pacho (etw. nördl. von Bogota);False;;W. Schwabe;False;5.1301473 , -74.1583128;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199402;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;;;;False;Los Lagos;;;False;;;True;09/01/1938 - 09/01/1938;False;False;393;False;;;True;;;True;;True;-41.47524576419084 , -72.92477425857406;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B101199401;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;False;Los Lagos;;;False;Andreas;;;29/12/1937 - 29/12/1937;;;328;;;;True;Peulla, Rigi, Casa Pangue, 1250 m,;;False;;True;-41.03727512720106 , -71.8625056743622;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B101199033;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;;;;False;Los Lagos;;;False;Andreas;;;29/12/1937 - 29/12/1937;;;327;;;;True;Peulla. Casa Pangue. Rigi. 1250 M.;;False;;True;-41.09673801403218 , -71.99589729309083;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B101199034;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Los Lagos;;;;[Andreas];;False;29/12/1937 - 29/12/1937;False;False;327;False;;;True;"Peulla; Casa Pangue. ""Rigi"". 1250 M.";False;;;True;-41.096738 , -71.995897;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199400;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;;;;False;Los Lagos;;;;Andreas;;False;29/12/1937 - 29/12/1937;False;False;317;False;;;True;Peulla. Casa Pangue. Rigi. 1350 m.;False;;;True;-41.0863752 , -72.0205893;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199032;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Los Lagos;;;;[Andreas];;False;29/12/1937 - 29/12/1937;False;False;317;False;;;True;"Peulla ""Rigi"". 1350 M.";False;;;True;-41.086375 , -72.020589;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199403;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Coquimbo;;;;Andreas;;False;07/07/1938 - 07/07/1938;False;False;862;False;;;True;Bosque Fray Jorge 500 M.;False;;;True;-30.841106111732007 , -71.62656784057619;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199026;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;;;True;20/11/1955 - 20/11/1955;False;False;2336;False;;;True;Consuelo;False;;Otto Magens;False;-51.604313 , -72.6569047;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199030;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;Otto Magens;;False;13/04/1956 - 13/04/1956;False;False;1110;False;;;True;"Cumbre de la ""Sierra del Cazador""";False;;Otto Magens;False;-51.1839348 , -72.3529986;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199029;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Bío-Bío;;;;;;True;04/02/1975 - 05/02/1975;False;False;;True;;;True;Salto del Laja (Wasserfall);False;;W. Schwabe;False;-37.21667622427841 , -72.38378763198854;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199028;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;;;True;13/04/1956 - 13/04/1956;False;False;1010;False;;;True;Cumbre de la Sierra del Cazador;False;;Otto Magens;False;-51.14748254108375 , -72.39784240722658;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199059;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Región Metropolitana de Santiago;;;False;;;True;29/10/1969 - 29/10/1969;False;False;;True;;;True;Provinz Aconcagua/Maipo-Tal;False;;W. Schwabe;False;;;;;True;Berberis L.;;;;
B;Herbarium Berolinense;B101199027;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;La Araucanía;;;;E. Werdermann;;False;01/02/1927 - 28/02/1927;False;False;1277;False;;;True;Prov. Cautín, Volcan Llaima, alt. ca. 1100 m;False;;;True;-38.711768331801494 , -71.82621002197267;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199031;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;[Otto Magens];;False;27/11/1956 - 27/11/1956;False;False;;True;;;True;;;True;Otto Magens;False;;;;;True;Berberis L.;;;;
B;Herbarium Berolinense;B100266506;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;False;;;;Salta;;;;Lazaro Novara;;False;13/10/1984 - 13/10/1984;False;False;4298;False;;;True;Dpto. La Caldera. Potrero de Castilla. Próximo a las ruinas indígenas. Alt. 2400-2600 msm. En barrancas del arroyo.;False;;Lazaro Juan Novara;False;-24.497184283892686 , -65.5474422197229;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B100219360;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;;;;False;Salta;;;False;L. J. Novara, S. Bruno y T. Adzet;;;02/11/1989 - 02/11/1989;;;9097;;;;True;Dpto. Santa Victoria, Loc.: Los Toldos. Cerros al E del pueblo, margen S del Rio Toldos. Alt. 1700-1900 m s. m. Piso superior de Yungas y pastizal serrano humedo.;;False;Lazaro Juan Novara;;-22.282536689392902 , -64.73668098449708;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B100219359;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;False;;;;Salta;;;;L. J. Novara, S. Bruno y T. Adzet;;False;02/11/1989 - 02/11/1989;False;False;9097;False;;;True;Dpto. Santa Victoria. Los Toldos, Cerros al E del pueblo, margen S del río Toldos. Alt. 1700-1900 m s.m. Piso superior de Yungas y pastizal serrano humedo.;False;;Lazaro Juan Novara;False;-22.28746939863255 , -64.69719886779787;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199025;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Maule;;;;Gerhard Schlotfeldt;;False;01/01/1950 - 31/01/1950;False;False;;True;;;True;Los Vilches bei Talca. Höhe: 1200 - 1500 m;False;;;True;-35.603363774367125 , -71.05090141296388;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B100213620;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;False;;;;Salta;;;;Novara, Walter Rauch et Roberto Neumann;;False;30/10/1987 - 30/10/1987;False;False;7098;False;;;True;Dpto. Santa Victoria, Los Toldos, Rio Toldos, frente a Quebrada del Astillero, 3-5 km al E del pueblo. Alt. 1600-1700 m s.m.;;False;;True;-22.28012194371258 , -64.7139358520508;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B100219292;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;;;;False;Salta;;;False;L. Novara, S. Vogel y A. Cocucci;;;15/12/1989 - 15/12/1989;;;9203;;;;True;Dpto. Chicoana. Quebrada de Escoipe. Entre Pie de la Cuesta y San Martin. Alt. 2200 m. s. m.;;False;Lazaro Juan Novara;False;-25.1861881 , -65.8121363;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101114451;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;False;Los Lagos;;;;V. Melzheimer;;False;14/12/1999 - 14/12/1999;False;False;;True;;;True;Refugia Antillanca im Nationalpark Puyehue, Waldgrenze, ca. 1000 m;False;;Melzheimer;;-40.77449685901512 , -72.20317840576173;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101131690;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Ñuble;;;;K. H. & W. Rechinger;;False;10/12/1987 - 10/12/1987;False;False;64247;False;;;True;Región del BíoBío, Prov. Ñuble: Oberhalb Recinto SE Chillán, 1000-1200 m;False;;;True;-36.84473482306491 , -71.64210319519044;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199024;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Azuay;;;;L. Holm-Nielsen, S. Jeppesen, B. Løjtnant & B. Øllgaard;;False;04/05/1973 - 04/05/1973;False;False;4979;False;;;True;Km 67 S of Cuenca on Pan American Highway. Xerophytic scrub, 2-3 m high, intermingled with meadows and dryer grass land, alt. 3250 m;False;;;True;-3.304423118410734 , -79.15092050421029;;;;False;Berberidaceae;;;;
B;Herbarium Berolinense;B101199023;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Imbabura;;;;P. C. D. Cazalet & T. D. Pennington;;False;03/12/1961 - 03/12/1961;False;False;5488;False;;;True;Lago San Marcos. Cayambe. Alt. 11,200 ft. Dwarf forest by lake edge.;False;;;True;0.11035814927410166 , -77.96546782835895;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199022;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Pichincha;;;;Jenny F. Naranjo O.;;False;15/10/1988 - 15/10/1988;False;False;15;False;;;True;Bosque Protector Pasochoa, 30 km SO de Quito, 2850 - 3500 m msnm.;;False;;True;-0.45 , -78.46666666666667;;;;;Berberis L.;;;;
B;Herbarium Berolinense;B101199123;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;B. Bartholomew, D. E. Boufford, H. W. Li, C. G. Ma, D. H. Nicolson, T. S. Ying, S. W. Yu;;False;19/06/1984 - 19/06/1984;False;False;320;False;;;True;Yangbi Yian, W side of Diancang Shan moutain range. Malutang in the vicinitiy of Chang Shan. Mixed broad-leaved evergreen forest. Elevation 2700 m.;False;;;True;25.759952575191623 , 100.01802921295167;;;;False;Dysosma aurantiocaulis (Hand.-Mazz.) Hu;;;;
B;Herbarium Berolinense;B101199122;11;10043764;BERBERIDACEAE;indet.;sp.;;Japan;False;;;;Hokkaidō(北海道);;;;Maximowicz;;False;01/01/1861 - 31/12/1861;False;False;;True;;;True;Hakodate;False;;A. Engler;False;41.768793 , 140.729008;;;;False;Diphylleia grayi F.Schmidt;;;;
B;Herbarium Berolinense;B101001069;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Nordrhein-Westfalen;;;;A. Ludwig;;False;08/06/1952 - 08/06/1952;False;False;;True;;;True;"Kr. Olpe: Gebüsch ""an der Heide"" bei Attendorn";False;;A. Ludwig;False;51.1498545 , 7.9807861;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199939;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Thüringen;;;;[Bornmüller];;False;01/01/1945 - 31/12/1945;False;False;;True;;;True;Weimar cult. Belvedere;False;;Jos. Bornmüller;False;50.94777501543904 , 11.349499225616455;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199938;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Thüringen;;;;J. Bornmüller;;False;01/05/1945 - 31/05/1945;False;False;;True;;;True;Weimar, cult. (Belvedere);False;;Jos. Bornmüller;False;50.94749111672915 , 11.349756717681885;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199937;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;H. W.;;False;01/01/1845 - 31/12/1845;False;False;;True;;;True;Halle. a/S.;False;;Andrae;False;51.4825041 , 11.9705452;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199936;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;A. Harig;;False;08/05/1968 - 08/05/1968;False;False;313;False;;;True;Hang an der Schönburg bei Naumburg/Saale;False;;;True;51.1615 , 11.835;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199935;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;H. [Hempel];;False;08/05/1959 - 08/05/1959;False;False;2277;False;H. [Hempel];;False;Bad Frankenhausen, Wanderweg Frankenhausen – Barbarossahöhle: in wärmeliebenden Laubmischwäldern und Büschen;False;;W. Hempel;False;51.37028008203085 , 11.05576515197754;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199934;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen-Anhalt;;;False;Sigurd Fröhner;;;31/05/1962 - 31/05/1962;;;1333;;;;True;Bad Kösen/Saale. Südhang der Rudelsburg;;False;S. Fröhner;;51.10857426585505 , 11.706683635711672;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199933;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;Erwin Koch;;False;;;True;;True;;;True;b/ Saalfeld. Bohlen;;False;;True;50.63287925 , 11.382942537328358;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199932;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;;;True;01/09/1954 - 30/09/1954;;;;True;;;True;Alteburg;;False;K. Voderberg;False;50.8228711 , 10.94104;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199999;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;D. Meyer;;False;11/04/1949 - 11/04/1949;False;False;501;False;;;True;Jena: Landgrafen;False;;;True;50.9365189 , 11.5795059;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199942;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Sachsen;;;False;H. Beger;;;15/09/1922 - 15/09/1922;;;;True;;;True;Moritzburg: auf Granitgrus auf dem Eichen-bestandenen Hang beim Volkersdorfer Dorfteich;;False;;True;51.14449046146711 , 13.742222785949707;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199943;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;H. Beger;;;07/08/1922 - 07/08/1922;;;;True;;;True;"Lobenstein; Diabashänge an der Gallenleite";;False;;True;50.455454820848956 , 11.648726463317873;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199941;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;Baschant;;False;01/05/1922 - 31/05/1922;False;False;H 1157;False;;;True;Jena.;False;;Baschant;False;50.9281717 , 11.5879359;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199940;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;O. et R. Schulz;;False;26/05/1896 - 26/05/1896;False;False;;True;;;True;Im Unstrutthale an der Vitzenburg bei Nebra.;False;;;True;51.301644 , 11.5689132;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100424534;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Thüringen;;;False;T. Schoknecht;;;28/05/1983 - 28/05/1983;;;;True;T. Schoknecht;;;Gera: Saalfeld, Bohlenberg;;False;T. Schoknecht;;50.63287925 , 11.382942537328358;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199132;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;Harry Herold;;;17/11/1946 - 10/03/1948;;;977;;;;True;Bez. Reinickendorf. Am Berlin - Spandauer Schiffahrtskanal bei der Mäckeritzbrücke, Jungfernheide.;;False;H. Herold;;52.5485529 , 13.2699337;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199131;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Brandenburg;;;False;Pauckert;;;;;True;;True;;;True;Treuenbrietzen.;;False;;True;52.0966552 , 12.8734896;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199130;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Brandenburg;;;;F. Walter;;False;01/01/1825 - 31/12/1825;False;False;621;False;;;True;Cunersdorf;False;;Sehlmeyer;False;52.6747 , 14.1584;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199140;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;O. et R. Schulz;;False;01/01/1888 - 31/12/1888;False;False;;True;;;True;In einer Hecke am Königsdamm [Heckerdamm]  (wohl verwildert);False;;;True;52.541702264209725 , 13.274617195129396;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199151;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;Karl Müllenhoff;;False;18/06/1865 - 18/06/1865;False;False;4814;False;;;True;Berlin;False;;;True;52.5170365 , 13.3888599;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199138;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;F. Schwarzer;;False;09/05/1848 - 09/05/1848;False;False;;True;;;True;Garten der Thierarzneischule à Berlin.;False;False;;True;52.525230028849904 , 13.380939960479738;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199136;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;Krüpke;;;01/05/1856 - 31/05/1856;;;;True;;;True;Bei Berlin.;;False;H. Bothe;;52.5170365 , 13.3888599;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199135;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;Harry Herold;;False;11/10/1949 - 11/10/1949;False;False;977;False;;;True;Bez. Zehlendorf: Abhang am Havelufer zw. Wannsee und Pfaueninsel.;False;;H. Herold;False;52.430164288700944 , 13.13844680786133;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199133;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101199134;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;Harry Herold;;;15/07/1948 - 15/07/1948;;;977;;;;True;Bez. Pankow: An der Industriebahn bei Blankenfelde.;;False;H. Herold;;52.61764805857658 , 13.381690979003906;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199147;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;R. Gross;;False;01/05/1914 - 26/06/1914;False;False;;True;;;True;Rüdersdorf. Im Kalkbruch;False;;;True;52.4758 , 13.7755;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199146;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;;;True;01/01/1865 - 31/12/1865;;;;True;;;True;cult. in Friedrichshain b Berlin;;False;;True;52.52735113655047 , 13.430914878845217;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199139;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101199141;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101199150;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;Bothe;;;27/08/1925 - 27/08/1925;;;1157;;;;True;Blankenfelde;;False;;True;52.6186272 , 13.3884468;;;;;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101199149;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;K. E. Gallasch;;False;01/05/1882 - 31/05/1882;False;False;;True;;;True;Potsdam: Wald zwischen Plantagenhaus u. Klein. Ravensberg;False;;;True;52.368472455289265 , 13.073730468750002;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199148;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;R. Groß;;False;01/05/1914 - 26/06/1914;False;False;;True;;;True;Rüdersdorf;False;;;True;52.471293 , 13.784527;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199142;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Mecklenburg-Vorpommern;;;False;C. Köppel;;;01/01/1860 - 31/12/1860;;;;True;;;True;Neustrelitz;;False;;True;53.361052426018354 , 13.056221008300783;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199143;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Heiland;;False;01/05/1866 - 31/05/1866;False;False;;True;;;True;Lychen, Seeufer (Wurl-Zens- u. Platkowsee);False;;;True;53.19050471302912 , 13.342294692993166;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199145;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Brandenburg;;;False;Schäde;;;01/01/1850 - 31/12/1850;;;;True;;;True;Wrietzen;;False;[Schäde];;52.7167845 , 14.1365723;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199144;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Schäde;;False;26/05/1856 - 26/05/1856;False;False;;True;;;True;Wrietzen;False;;;True;52.7167845 , 14.1365723;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199129;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Brandenburg;;;False;Bialucha;;;09/09/1958 - 09/09/1958;;;2566;;;;True;"Lübben, Schuttplatz am ""Kietz.""";;False;K. Bialucha;;51.9418987 , 13.8963805;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199128;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Fritz Hans;;False;01/06/1976 - 01/06/1976;False;False;;True;;;True;Markgrafensee, Krs. Strausberg.;False;;;True;52.691393197164025 , 13.936071395874023;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199127;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Fritz Hans;;False;23/05/1976 - 23/05/1976;False;False;;True;;;True;Birkensee, Krs. Strausberg.;False;;;True;52.56471679771361 , 14.16412353515625;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199126;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Dürbye;;False;07/10/1996 - 07/10/1996;False;False;361;False;Th. Raus;;False;Märkisch-Oderland (Kreis), Leuenberg.;False;;;True;52.7029566 , 13.8868731;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101199125;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;M. B. [M. Bäßler];;False;14/08/1984 - 14/08/1984;False;False;;True;;;True;Kreis Königs Wusterhausen: Ostufer des Krummen Sees bei Krummensee.;False;;M. Bäßler;False;52.2636477916938 , 13.611459732055666;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100848399;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Peter Hein;;False;01/07/2001 - 31/07/2001;;;8610;False;;;True;Deetz, Mühlenberg, 60 m alt;False;;;True;52.4333 , 12.7833;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100598060;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Brandenburg;;;False;Berger-Landefeldt;;;;;True;;True;;;True;Umgebung von Potsdam, Schwielowsee, Gebüsche;;False;Ulrich Berger-Landefeldt;;52.33408035260884 , 12.939319610595705;;;;;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101001307;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;H. Ristow;;False;01/07/1945 - 31/07/1945;False;False;;True;;;True;Hecke, Fürstenbrunn.;False;;Hans Ristow;False;52.5273905252783 , 13.267664909362793;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B101001306;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;H. Ristow;;False;27/04/1951 - 27/04/1951;False;False;;True;;;True;Hecke, Fürstenbrunn - Siemensstadt.;False;;Hans Ristow;False;52.528 , 13.2694;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100570965;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;Karl Müllenhoff;;False;01/09/1865 - 30/09/1865;False;False;4814;False;;;True;Flora Berol: Birkenwäldchen;False;;;True;52.6254373 , 13.4310898;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100664248;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;;;True;16/05/1972 - 16/05/1972;False;False;;True;;;True;Straßenrandgebüsch am U-Bahnhof Thielplatz, Dahlem.;False;;U. Matthäs;False;52.4514029 , 13.2820456;;;;False;Berberis vulgaris L.;;;;
B;Herbarium Berolinense;B100664910;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;[U. Matthäs];;;19/05/1969 - 19/05/1969;;;;True;;;True;Wegrandgebüsch am Dahlemer Eingang des Botanischen Gartens, Berlin–Dahlem.;;False;U. Matthäs;;52.45773534720492 , 13.304185878134433;;;;;Berberis vulgaris L.;;;;
