specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1183017;6;7214637;ACANTHACEAE;Justicia;campestris;;Argentinien;False;;;;Entre Ríos;;;;06/11/1965 - 06/11/1965;False;False;;;;;H. und E. Walter;;False;;;;;299;False;H. u. E. Walter;False;A. Burkart;;False;Umgebung der Stadt Paraná am Wegrand;False;;;;;;;-31.74130684823487 , -60.51887512207032;;;;False
B;Herbarium Berolinense;B 10 0520841;6;7214637;ACANTHACEAE;Megalochlamys;violacea;;Jemen;;;;False;Al Mahrah;;;False;04/09/2002 - 04/09/2002;;;;;;;N. Kilian, P. Hein, K. Rabe & G. Hohlstein;;;;;;;YP3324;;;True;;;True;Southern Fartak Mts, W exposed semideciduous Anogeissus dhofarica woodland patch (no 1), 750 m.;;False;;;;;;15.65188888888889 , 52.20147222222222;;;;
B;Herbarium Berolinense;B 10 0685296;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Kilimanjaro;;;;22/03/1914 - 22/03/1914;False;False;;;;;A. Peter;;False;;;;;59974;False;;True;;;True;D. Ostafrika, Süd Paregebirge: bei Makania;False;;;;;;;-4.362503141121702 , 37.83210754394531;;;;False
B;Herbarium Berolinense;B 10 0544184;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;;;;False;Kilimanjaro;;;;06/02/1915 - 06/02/1915;;;;;;;A. Peter;;;;;;;60095;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Pare: Pori bei Pflanzung Makanja, c. 750 m ü. M.;False;;;;;;;-4.362503 , 37.832108;;;;
B;Herbarium Berolinense;B 10 0685307;6;7214637;ACANTHACEAE;Dicliptera;umbellata;;Tansania;False;;;;Kilimanjaro;;;False;28/06/1915 - 28/06/1915;False;False;;;;;A. Peter;;False;;;;;60211;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, Nord Pare: Kilomeni → Kissangara. c. 1500 m ü. M.;False;;;;;;;-3.7546450838477967 , 37.63164997100831;;;;
B;Herbarium Berolinense;B 10 1183133;6;7214637;ACANTHACEAE;Justicia;flava;;Togo;;;;False;Kara;;;False;16/11/1983 - 16/11/1983;;;;;;;PASCH [Schäfer];;False;;;;;7779;;;True;;;True;Kanté, 10 km NW Kouatié, alt 180 m. Savane arborée dans plaine alluviale, Roche: Buem;False;;;;;;;10.183333333333334 , 1.0333333333333334;;;;
B;Herbarium Berolinense;B 10 1183177;6;7214637;ACANTHACEAE;Justicia;flava;;Südafrika;;;;False;;;;True;19/10/1955 - 19/10/1955;;;;;;;H. J. Schlieben;;;;;;;7398;;;True;;;True;Transvaal;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183185;6;7214637;ACANTHACEAE;Justicia;floribunda;;Brasilien;False;;;;Rio Grande do Sul;;;;16/08/1947 - 16/08/1947;False;False;;;;;A. Sehnem;;False;;;;;2865;False;;True;Emrich-Rambo;;False;Campestre p. Montenegro. In silva primaeva;;False;;;;;;-29.67791146710533 , -51.4431381225586;;;;False
B;Herbarium Berolinense;B 10 1183182;6;7214637;ACANTHACEAE;Justicia;floribunda;;Brasilien;False;;;;Santa Catarina;;;;12/07/1963 - 12/07/1963;False;False;;;;;Reitz & Klein;;False;;;;;15440;False;;True;D. Wasshausen;;False;Anita Garibaldi, Mata, Altit. 700 m.;False;;;;;;;-27.673646933348806 , -51.104450225830085;;;;False
B;Herbarium Berolinense;B 10 1183181;6;7214637;ACANTHACEAE;Justicia;floribunda;;Brasilien;False;;;;Santa Catarina;;;;17/07/1968 - 17/07/1968;False;False;;;;;R. M. Klein;;False;;;;;7793;False;;True;Wasshausen & Smith;;False;"Linha Possato, Guarujá do Sul; Mata, planicie úmida; Altit. 660 m";;False;;;;;;-26.407 , -53.571;;;;False
B;Herbarium Berolinense;B 10 1183216;6;7214637;ACANTHACEAE;Justicia;guerkeana;;Namibia;False;;;;Karas;;;;30/03/1953 - 30/03/1953;False;False;;;;;H. u. E. Walter;;False;;;;;2242;False;H. u. E. Walter;False;Meyer;;False;Bei Lager am Fischflußcanyon Bez. Warmbad, in Milchbuschgesellschaft;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183215;6;7214637;ACANTHACEAE;Justicia;guerkeana;;Namibia;False;;;;Karas;;;;21/03/1953 - 21/03/1953;False;False;;;;;H. u. E. Walter;;False;;;;;2171;False;H. u. E. Walter;False;Meyer;;False;Südwestafrika, Bez. Bethanien, F. Chamis-Süd, Fläche von Granitbergen an Erosionsrinne mit Dreidorn;False;;;;;;;-25.8882 , 16.8144;;;;False
B;Herbarium Berolinense;B 10 1183212;6;7214637;ACANTHACEAE;Justicia;guerkeana;;Namibia;False;;;;Otjozondjupa;;;;18/02/1963 - 18/02/1963;False;False;;;;;R. Seydel;;False;;;;;3363;False;R. Seydel;False;;;True;Namibrand Karibib Otjosondu, ca 1300m;False;;;;;;;-21.243176 , 17.9013423;;;;False
B;Herbarium Berolinense;B 10 1183242;6;7214637;ACANTHACEAE;Justicia;heterocarpa subsp. praetermissa;;Demokratische Republik Kongo;;;;False;Katanga;;;False;15/03/1952 - 15/03/1952;;;;;;;R. E. S. Tanner;;;;;;;563;;;True;Mikael Hedrén;;False;Tanganjika Territory: Mwanza Lake prov., Butumba, 3,750 ft.;;False;;;;;;-6.579690553937419 , 28.74229431152344;;;;False
B;Herbarium Berolinense;B 10 1183238;6;7214637;ACANTHACEAE;Justicia;heterocarpa;;Namibia;;;;False;Otjozondjupa;;;False;03/05/1961 - 03/05/1961;;;;;;;R. Seydel;;;;;;;2835;;R. Seydel;;;;True;Windhuk Bergland. Midgard. Am Weg zum Hansendamm in d. Bergen. Altitudo: 1575m;False;False;;;;;;-22.0501635 , 17.366272;;;;
B;Herbarium Berolinense;B 10 1183237;6;7214637;ACANTHACEAE;Justicia;heterocarpa;;Sambia;False;;;;Central;;;;19/02/1963 - 19/02/1963;False;False;;;;;B. L. Mitchell;;False;;;;;16/64;False;;True;;;True;Zambia, Namwala,  Ngoma, Kafue National Park;False;;;;;;;-15.91 , 25.95;;;;False
B;Herbarium Berolinense;B 10 0013019;6;7214637;ACANTHACEAE;Justicia;irumuensis;;Demokratische Republik Kongo;;;;False;Orientale;;;False;20/02/1989 - 20/02/1989;;;;;;;T. Hart;;;;;;;898;;Terese Butler Hart;;;;True;Zaïre, Zone de Mambasa (Ituri) Epulu, Alt: 750m, forêt de colline;;False;;;;;;1.4166666666666667 , 28.583333333333332;;;;
B;Herbarium Berolinense;B 10 0685284;6;7214637;ACANTHACEAE;Justicia;interrupta;;Tansania;False;;;;Tanga;;;;23/01/1915 - 23/01/1915;False;False;;;;;A. Peter;;False;;;;;60076;False;;True;;;True;D Ost Afrika, Handei: Sigi ➔ Longuza. c 400 m ü. M.;;False;;;;;;-5.096608041014345 , 38.687163591384895;;;;False
B;Herbarium Berolinense;B 10 0677270;6;7214637;ACANTHACEAE;Justicia;interrupta;;Tansania;False;;;;Tanga;;;;19/02/1917 - 19/02/1917;False;False;;;;;A. Peter;;False;;;;;60510;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara: bei den Kwamkuyo Fällen unter Amani. c. 400 m ü. M.;False;;;;;;;-5.105242559803975 , 38.643443584442146;;;;
B;Herbarium Berolinense;B 10 0677284;6;7214637;ACANTHACEAE;Justicia;interrupta;;Tansania;False;;;;Tanga;;;;31/01/1917 - 31/01/1917;False;False;;;;;A. Peter;;False;;;;;60496;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, Mlinga Gebirge: Longusa ➔ Magrotto, c. 630 m ü. M.;;False;;;;;;-5.1129990543493955 , 38.7265706062317;;;;
B;Herbarium Berolinense;B 10 0677301;6;7214637;ACANTHACEAE;Pseuderanthemum;hildebrandtii;;Tansania;;;;False;Tanga;;;False;14/12/1916 - 14/12/1916;;;;;;;A. Peter;;;;;;;60479;;A. Peter, Reisen in Afrika 1913/16;;;;True;D Ost Afrika, O Usambara: Wald am Bombohügel im Luengeratal, c. 500 m ü. M.;;False;;;;;;-5.133389595733517 , 38.56767654418946;;;;
B;Herbarium Berolinense;B 10 0544251;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;08/01/1915 - 08/01/1915;False;False;;;;;A. Peter;;False;;;;;60072;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D. Ost Afrika, O Usambara: Urwald am Dodwebach bei Amani, c. 900 m ü. M., V1 Z3;False;;;;;;;-5.096073680285909 , 38.63368034362794;;;;False
B;Herbarium Berolinense;B 10 0677214;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;;;;False;Tanga;;;False;03/10/1918 - 03/10/1918;;;;;;;A. Peter;;;;;;;60708;;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara: Urwald bei Kwamtilli, c. 300 m ü. M.;;False;;;;;;-4.925833333333333 , 38.73388888888889;;;;False
B;Herbarium Berolinense;B 10 0675620;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;11/06/1926 - 11/06/1926;False;False;;;;;A. Peter;;False;;;;;41218;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], W Usambara: Buiko nordwestlich -> Hedaru, km 187.5. c. 530-560 m ü. M.;False;;;;;;;-4.548361676946973 , 37.94128417968751;;;;False
B;Herbarium Berolinense;B 10 0677396;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;07/11/1917 - 07/11/1917;False;False;;;;;A. Peter;;False;;;;;60597;False;;True;;;True;D Ost Afrika, O Usambara: beim Ilsenstein unterhalb Amani. c. 800 m ü. M.;False;;;;;;;-5.1054349406397845 , 38.632500099199866;;;;False
B;Herbarium Berolinense;B 10 0677391;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;17/11/1917 - 17/11/1917;False;False;;;;;A. Peter;;False;;;;;60602;False;;True;;;True;"D Ost Afrika, O Usambara: Amani > Sigi, am ""steinigen Wege"", c. 650 m ü. M.";False;;;;;;;-5.103212169826307 , 38.64181280136109;;;;False
B;Herbarium Berolinense;B 10 0677368;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;13/12/1917 - 13/12/1917;False;False;;;;;A. Peter;;False;;;;;60627;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, Tanga: Uferwald am Sigi bei Amboni.;False;;;;;;;-5.0572594093381555 , 39.042448997497566;;;;False
B;Herbarium Berolinense;B 10 0544075;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;False;Kilimanjaro;;;;28/03/1914 - 28/03/1914;False;False;;;;;A. Peter;;False;;;;;59980;False;A. Peter, Reisen in Afrika 1913-1919;False;;;True;D Ost Afrika, Kilimandscharo: Urwald über Moshi.;False;;;;;;;-3.2305468889869906 , 37.361326217651374;;;;False
B;Herbarium Berolinense;B 10 0643071;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;;;;False;Tanga;;;False;30/05/1926 - 30/05/1926;;;;;;;A. Peter;;;;;;;40712;;A. Peter, Reisen in Afrika 1925/26;;;;True;Deutsch-Ost Afrika [sic!], W Usambara: Mombo->Makuyuni, Succulentenpori, dichter Bestand, 440-400 m ü. M., V 2, Z 2;;False;;;;;;-4.947344322159571 , 38.299112319946296;;;;
B;Herbarium Berolinense;B 10 0544015;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;24/11/1914 - 24/11/1914;False;False;;;;;A. Peter;;False;;;;;60045;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D. Ost-Afrika, Useguha, Pongwe – Handeni, c. 520 m ü. M.;False;;;;;;;-5.363177840160786 , 38.21306705474854;;;;False
B;Herbarium Berolinense;B 10 0046517;6;7214637;ACANTHACEAE;Justicia;gendarussa;;;False;;;True;;;;True;16/02/1919 - 16/02/1919;False;False;;;;;;;True;;;;;39992;False;;True;;;True;Cochinchine;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183248;6;7214637;ACANTHACEAE;Justicia;hylobates;;Brasilien;;;;False;Rio Grande do Sul;;;False;01/11/1949 - 30/11/1949;;;;;;;K. Emrich;;;;;;;;True;;True;;;True;Irai ad fl. Uruguay. In silva aperta;False;;;;;;;-27.1955392 , -53.256791;;;;
B;Herbarium Berolinense;B 10 0113192;6;7214637;ACANTHACEAE;Justicia;heterocarpa;;Jemen;False;;;;Al Mahrah;;;;29/09/2001 - 29/09/2001;False;False;;;;;P. Hein, H. Kürschner & M. Reisch;;False;;;;;YP479;False;;True;P. Hein;;False;Hawf Mts, Uteq, S facing slope with big boulders, 800 m.;False;;;;;;;16.649166666666666 , 52.96083333333333;;;;False
B;Herbarium Berolinense;B 10 1183828;6;7214637;ACANTHACEAE;Justicia;luzonensis;;Philippinen;False;;;;Cagayan;;;False;01/04/1926 - 30/04/1926;False;False;;;;;M. Ramos, G. Edaño;;False;;;;;;True;;True;;;True;Peñablanca, Luzon;;False;;;;;;17.626356257788768 , 121.78464889526369;;;;
B;Herbarium Berolinense;B 10 1183016;6;7214637;ACANTHACEAE;Justicia;campestris;;Argentinien;False;;;;Entre Ríos;;;;10/02/1878 - 10/02/1878;False;False;;;;;P. G. Lorentz;;False;;;;;1328;False;;True;;;True;bei Brete auf Sandboden;False;;;;;;;-31.72933519501584 , -60.470809936523445;;;;False
B;Herbarium Berolinense;B 10 1183005;6;7214637;ACANTHACEAE;Justicia;calycotricha;;Deutschland;True;;;False;Berlin;;;False;31/03/1880 - 31/03/1880;;;;;;;;;True;;;;;;True;O. Hoffmann;False;;;True;cult. H. B.;;False;;;;;;52.492162449999995 , 13.359110752262026;;;;
B;Herbarium Berolinense;B 10 0532711;6;7214637;ACANTHACEAE;Justicia;leptophylla;;Venezuela;False;;;;Dependencias Federales;;;;01/05/2001 - 01/05/2001;False;False;;;;;Meier, W., Forbes, G. & Fernández Breton, J. L.;;False;;;;;8147;False;;True;W. Meier;;False;Cordillera de la Costa: Macizo del Avila: lado norte: río Naiguatá: área severamente afectada por los deslaves del año 1999 (catástrofe de Vargas): en los alrededores de la planta eléctrica, 100-150 m s. n. m.;False;;;;;;;10.616666666666667 , -66.74166666666667;;;;False
B;Herbarium Berolinense;B 10 0528208;6;7214637;ACANTHACEAE;Justicia;leptophylla;;Venezuela;False;;;;Aragua;;;;25/09/1998 - 25/09/1998;False;False;;;;;Winfried Meier, Ana Narváez, Fred Stauffer, Lisbeth Stauffer, Lucia Cortez & Lesky Oleaga;;False;;;;;4148;False;;True;S. Llamozas;;False;Serranía del Interior: Distrito San Casimiro: Golfo Triste: al este de la carretera Cua - San Casimiro alt.: 400-750 m snm;False;;;;;;;10.007561022457121 , -66.97608947753908;;;;False
B;Herbarium Berolinense;B 10 0455517;6;7214637;ACANTHACEAE;Justicia;leptophylla;;Venezuela;False;;;;Miranda;;;;22/07/2001 - 22/07/2001;False;False;;;;;Meier, W. & Nehlin, S.;;False;;;;;8535;False;;True;Wasshausen;;False;Distrito Urdaneta, Cordillera del Interior: Macizo del Golfo Triste: al suroeste de Ocumare del Tuy: Topo Onza: bosque nublado primario en la cumbre: árbol grande dominante Qualea calophylla (en flor), 1100-1130 m s.n.m.;False;;;;;;;10.058333333333334 , -66.89166666666668;;;;False
B;Herbarium Berolinense;B 10 1183307;6;7214637;ACANTHACEAE;Justicia;nyassana;;Kenia;False;;;;Nairobi;;;;19/02/1953 - 19/02/1953;False;False;;;;;R. B. Drummond & J. H. Hemsley;;False;;;;;1225;False;;True;;;True;Gorge, near Blue Posts Hotel, Thika. Fort Hall District, 1475 m.  Field layer under trees at bottom of gorge.;False;;;;;;;-1.0229832561484153 , 37.069931030273445;;;;False
B;Herbarium Berolinense;B 10 1183306;6;7214637;ACANTHACEAE;Justicia;nyassana;;Kenia;False;;;;Coast;;;;18/08/1953 - 18/08/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;3872;False;;True;;;True;Marenge Forest, Lungalunga-Msambweni Road. c 100 m. Field layer of coastal forest.;False;;;;;;;-4.514638300766271 , 39.211750030517585;;;;False
B;Herbarium Berolinense;B 10 1183305;6;7214637;ACANTHACEAE;Justicia;nyassana;;Kenia;False;;;;Eastern;;;;04/07/1952 - 04/07/1952;False;False;;;;;J. B. Gillett;;False;;;;;13506;False;;True;;;True;"Moyale, Northern Prov. Lag Manzili valley c. 6 km. east of Moyale. alt. 2900 ft. Ficus etc. forest along watercourse, sandy deep shade. Alt. 1080 m. with heights of up to 1200 m. and down to c. 780 m. adjacent. Rainfall (av. of 31 years) 635 mm., with maxima in April and October. Escarpment edge with granites, gneisses and schists exposed; white or yellowish sandy or loamy soils. Montane scrub with Cussonia, Ficus, Acacia, Dichrostachys, Combretum, Commiphora, etc. largely degraded by cultivation, fuel cutting, etc.";False;;;;;;;3.5238522892304442 , 39.09629702568055;;;;False
B;Herbarium Berolinense;B 10 1037711;6;7214637;ACANTHACEAE;Dicliptera;heterostegia;;Südafrika;;;;False;KwaZulu-Natal;;;False;19/04/2007 - 19/04/2007;;;;;;;A. Abbott & D. Poriazis;;;;;;;8701;;;True;K. Balkwill;;;Port Shepstone District, Umtamvuna River Valley, Umtamvuna Nature Reserve. Eden Wilds, Old Pont Road entrance. Both sides of path, from entrance into forest. Alt.: 300 m;;False;;;;;;-31.064348893559554 , 30.175387859344486;;;;
B;Herbarium Berolinense;B 10 1181883;6;7214637;ACANTHACEAE;Crossandra;tridentata;;Tansania;False;;;;Tanga;;;;17/05/1953 - 17/05/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;2600;False;;True;;;True;Shagai forest, near Sunga, West Usambara. 2000 m. Field layer of recently exploited forest.;False;;;;;;;-4.5295200321558875 , 38.250188827514656;;;;False
B;Herbarium Berolinense;B 10 1181919;6;7214637;ACANTHACEAE;Dicliptera;brachiata;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;22/10/1914 - 22/10/1914;False;False;;;;;Geo. L. Fisher;;False;;;;;;True;;True;;;True;Houston;False;;;;;;;29.7589382 , -95.3676974;;;;False
B;Herbarium Berolinense;B 10 1181956;6;7214637;ACANTHACEAE;Dicliptera;minor subsp. minor;;Südafrika;False;;;;Limpopo;;;;24/02/1983 - 24/02/1983;False;False;;;;;S. J. Milton;;False;;;;;263;False;;True;K. Balkwill;;False;Transvaal, Potgietersrus District, On road from Naboomspruit to Crecy and Roedtan. On flood plain of Nyl River. Alt. 1000 m. Bushveld. Floodplain. Soil black clay. In shade under Acacia karroo.;False;;;;;;;-24.56367362769284 , 28.76152038574219;;;;False
B;Herbarium Berolinense;B 10 1182032;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Uganda;False;;;;Kasese;;;;02/01/1939 - 02/01/1939;False;False;;;;;Mrs. M. V. Loveridge;;;;;;;308;False;;True;;;True;Mobuku Valley: Ruwenzori. Alt. 6200 ft. Beside river.;False;;;;;;;0.36132 , 30.00477;;;;False
B;Herbarium Berolinense;B 10 1182028;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Angola;False;;;;Lunda Norte;;;;26/05/1948 - 26/05/1948;False;False;;;;;J. Gossweiler;;False;;;;;13973;False;;True;L. McDade & E. Tripp;;False;Sector fitocorológico de Nordeste de Lunda. Circunscricao de Chitato, Dundo, Luachimo, Altitude 700 m.;False;;;;;;;-7.355571845546868 , 20.841751098632816;;;;False
B;Herbarium Berolinense;B 10 1182027;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Kenia;;;;False;Eastern;;;False;08/09/1972 - 08/09/1972;;;;;;;;;True;;;;;156;;W. Schwabe;;L. McDade & E. Tripp;;;bei Marsabit;;False;;;;;;2.3394366883414106 , 37.986604266238785;;;;
B;Herbarium Berolinense;B 10 0343288;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Tansania;;;;False;Arusha;;;False;07/07/1926 - 07/07/1926;;;;;;;A. Peter;;;;;;;42433;;A. Peter, Reisen in Afrika 1925/26;;Erin Tripp;;;Deutsch-Ost Afrika [sic!], Meru: Aruscha, am Wege → Ngongongare. 1350-1500 m ü. M., V.1 Z.1;False;;;;;;;-3.3257867049871077 , 36.861705038511495;;;;
B;Herbarium Berolinense;B 10 0343287;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Tansania;False;;;;Arusha;;;;06/07/1926 - 06/07/1926;False;False;;;;;A. Peter;;False;;;;;42362;False;A. Peter, Reisen in Afrika 1925/26;False;Erin Tripp;;False;Deutsch-Ost Afrika [sic!], Meru: Aruscha Weg → Umbugwe, c. 1350 m ü. M.  V.1  Z.1;;False;;;;;;-3.3818237353282767 , 36.56112670898438;;;;False
B;Herbarium Berolinense;B 10 1182018;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Südafrika;False;;;;Free State;;;;18/01/1983 - 18/01/1983;False;False;;;;;K. Balkwill;;False;;;;;766;False;;True;K. Balkwill;;False;Orange Free State, 26°  28° CC Sasolburg District, Valley of the Vaal River Just north-east of Deneysville. Just below the bridge over the Vaal, on the Deneysville - Heidelburg road. Alt.: 1475 m. Growing amongst rocks on rocky banks of river.;False;;;;;;;-26.874975657061885 , 28.115719556808475;;;;False
B;Herbarium Berolinense;B 10 1182017;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Tansania;False;;;;Tanga;;;;02/10/1918 - 02/10/1918;False;False;;;;;A. Peter;;False;;;;;60704;False;A. Peter, Reisen in Afrika 1913/16;False;M. Manktelow;;;D Ost Afrika, O Usambara: Urwald bei Kwamtilli. c. 300 m ü. M.;False;;;;;;;-4.95 , 38.71666666666667;;;;
B;Herbarium Berolinense;B 10 1182057;6;7214637;ACANTHACEAE;Diflugossa;filiformis;;Indonesien;;;;False;;;;True;;;True;;;;;[W. Hillebrand];;False;;;;;;True;Hillebrand;False;;;True;Java;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0551018;6;7214637;ACANTHACEAE;Justicia;brandegeeana;;Vereinigte Staaten von Amerika;True;;;;Florida;;;;10/02/1959 - 10/02/1959;False;False;;;;;Paul O. Schallert;;False;;;;;8282;False;Paul O. Schallert;False;T. Daniel;;;My home. Seminole Co., Altamonte Springs;False;;;;;;;28.6619154 , -81.3885899;;;;False
B;Herbarium Berolinense;B 10 1182924;6;7214637;ACANTHACEAE;Justicia;betonica;;Sambia;False;;;;Lusaka;;;;07/11/1965 - 07/11/1965;False;False;;;;;E. A. Robinson;;False;;;;;6370;False;;True;;;True;Northern Rhodesia, Chakwenga Headwaters, 100-129 km. East of Lusaka, Central Province. 25 km. SE of Lusaka. Open sunny Brachystegia woodland.;False;;;;;;;-15.53481 , 28.46208;;;;False
B;Herbarium Berolinense;B 10 1182923;6;7214637;ACANTHACEAE;Justicia;betonica;;Südafrika;False;;;;Limpopo;;;;21/12/1974 - 21/12/1974;False;False;;;;;B. Maguire;;False;;;;;8626;False;;True;;;True;Transvaal, Potgietersrus District, 11-12 km south east of Potgietersrus [Mokopane], Nederland, west boundary. W. facing, lower mountain, slope.;False;;;;;;;-24.286557900291626 , 29.087505340576175;;;;False
B;Herbarium Berolinense;B 10 1182918;6;7214637;ACANTHACEAE;Justicia;betonica;;Äthiopien;False;;;;Oromia;;;;14/04/1966 - 14/04/1966;False;False;;;;;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;;;;;10784;False;;True;G. J. H. Amshoff;;False;About 25 km. N. of Lekemti, along road to Angar River. Savanna. Alt.: ± 1600 m.;False;;;;;;;9.427303736525051 , 36.56121253967286;;;;False
B;Herbarium Berolinense;B 10 0740403;6;7214637;ACANTHACEAE;Dicliptera;elliotii;;Tansania;;;;False;Tanga;;;False;13/08/1915 - 13/08/1915;;;;;;;A. Peter;;;;;;;60263;;A. Peter, Reisen in Afrika;;;;True;D. O. Afrika, Usambara, Waldschlucht bei Kitiwa, c. 350 m ü. M.;;False;;;;;;-4.5503764 , 38.4028025;;;;
B;Herbarium Berolinense;B 10 0199959;6;7214637;ACANTHACEAE;Dicliptera;tweedieana;;Argentinien;False;;;;Salta;;;;30/03/1991 - 30/03/1991;False;False;;;;;L. J. Novara;;False;;;;;10233;False;Lazaro Juan Novara;False;C. Ezcurre;;False;Dpto. La Caldera, Quebrada la Represa: Camino a Yacones, 7 Km al N de Castellanos. Alt. 1600-2000 m s.m. Yungas y pastizal serrano en matas altas.;False;;;;;;;-24.626164572310376 , -65.46207904815675;;;;False
B;Herbarium Berolinense;B 10 1181988;6;7214637;ACANTHACEAE;Dicliptera;tweedieana;;Argentinien;False;;;;Córdoba;;;;01/01/1877 - 31/12/1877;False;False;;;;;Hieronymus;;False;;;;;;True;;True;;;True;Cordoba;False;;;;;;;-31.4173391 , -64.183319;;;;False
B;Herbarium Berolinense;B 10 1181982;6;7214637;ACANTHACEAE;Dicliptera;silvicola;;Demokratische Republik Kongo;;;;False;Orientale;;;False;10/08/1938 - 10/08/1938;;;;;;;Jean Louis;;;;;;;10767;;;True;;;True;Congo Belge, Yangambi, île Tofende en face de Busukulu;;False;;;;;;0.7658281 , 24.4733629;;;;
B;Herbarium Berolinense;B 10 1181967;6;7214637;ACANTHACEAE;Dicliptera;roxburghiana;;Indien;;;;False;Uttarakhand;;;False;01/04/1881 - 30/04/1881;;;;;;;D. Brandis;;;;;;;;True;;True;;;True;Dehra Dun, NW. India, alt. 2000';False;;;;;;;30.316626775052057 , 78.08988690376283;;;;
B;Herbarium Berolinense;B 10 1181966;6;7214637;ACANTHACEAE;Dicliptera;resupinata;;Deutschland;True;;;;Mecklenburg-Vorpommern;;;;01/01/1813 - 31/12/1813;False;False;;;;;[L. C. Treviranus];;False;;;;;;True;L. C. Treviranus;False;;;True;Ex h. bot. Rostochiensi;False;;;;;;;54.09125975 , 12.093504394776954;;;;False
B;Herbarium Berolinense;B 10 1182041;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Papua-Neuguinea;;;;False;Madang;;;False;01/12/1960 - 01/12/1960;False;False;;;;;Ernst Borgmann;;;;;;;440;False;Ernst Borgmann;False;;;True;Buglapu, ca 1800 m;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182040;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Nepal;False;;;;Bagmati;;;;31/12/1981 - 31/12/1981;;;;;;;;;True;;;;;;True;W. Schwabe;False;L. McDade & E. Tripp;;False;(Terai / Chitwan?);;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182006;6;7214637;ACANTHACEAE;Dicliptera;verticillata;;Togo;False;;;;Savannes;;;;01/12/1975 - 31/12/1975;False;False;;;;;Brunel et Coll.;;False;;;;;2242;False;;True;E. Raadts;;False;Papri;False;;;;;;;10.988484 , 0.4240266;;;;False
