specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 0760253;2;5006053;Ephedraceae;Ephedra;fragilis;;Tunesien;False;;;;Bizerte;;;;29/03/2014 - 29/03/2014;False;False;N. Ardenghi, Imtinène ben Hadj Jilani, G. Bazan, G. Domina, R. El Mokni, P. Escobar, W. Greuter, Anna Guttova, J. Jiménez, F. M. Raimondo, Awatef Rhimi, M. Slovak, A. Smaoui, E. Vitek;;;False;0728;False;W. Greuter;;False;Gouv. Bizerte, Jebel Ichkeul, S of Lake Ichkeul, c[a]. 8 km W of Menzel Bourgiba, peninsula N and hill W of the mineral well, 0-100 m s. m.;False;;37.138888888888886 , 9.691666666666666;;;
B;Herbarium Berolinense;B 10 1028478;2;5006053;Ephedraceae;Ephedra;fragilis;;Algerien;False;;;;Béjaïa;;;;01/07/1897 - 31/07/1897;False;False;Elisée Reverchon;;;False;94;;H. Freitag u. M. Maier-Stolte;;;Kerrata, lieux arides et rocheux, sur le calcaire, 800 mètres.;;False;36.4940588 , 5.2771449;;;False
B;Herbarium Berolinense;B 10 1028479;2;5006053;Ephedraceae;Ephedra;fragilis;;Marokko;False;;;;Guelmim;;;False;18/05/1927 - 24/07/1927;False;False;Dr. Font Quer;;;False;11;False;H. Freitag u. M. Maier-Stolte;;False;Marsa Saguira, 50 m alt.;;False;29.43 , -10.11;;;False
B;Herbarium Berolinense;B 10 1028481;2;5006053;Ephedraceae;Ephedra;fragilis;;Spanien;;;;False;Santa Cruz de Tenerife;;;False;02/04/1908 - 02/04/1908;;;Dr. Friedrich Fedde;;;;141;;H. Freitag u. M. Maier-Stolte;;;Tenerifa: Zwischen San Juan de la Rambla und Jcod.;;False;28.3937629 , -16.6493385;;;False
B;Herbarium Berolinense;B 10 0006369;2;5006053;Ephedraceae;Ephedra;fragilis;;Spanien;False;;;;Santa Cruz de Tenerife;;;;10/04/1980 - 10/04/1980;False;False;J. Fernandez Casas;;;False;3076;False;;;True;Canarias, La Palma: pr. Aeropuerto de La Palma, ad 100 m, in dumosis;False;;28.628452651238533 , -17.757682800292972;;;
B;Herbarium Berolinense;B 10 1028477;2;5006053;Ephedraceae;Ephedra;fragilis;;Algerien;False;;;;Oran;;;;06/05/1842 - 06/05/1842;False;False;;;;True;;True;H. Freitag u. M. Maier-Stolte;;False;Oran;False;;35.708329358111044 , -0.6603846814292781;;;False
B;Herbarium Berolinense;B 10 0246408;2;5006053;Ephedraceae;Ephedra;fragilis;;Spanien;False;;;;Santa Cruz de Tenerife;;;;01/06/1999 - 01/06/1999;False;False;Markus v. Gaisberg;;;False;544;False;;;True;Plants of El Hierro (Canary Islands) Altitude: 100 m;False;;27.74350835 , -18.0381796182099;;;False
B;Herbarium Berolinense;B 10 1028476;2;5006053;Ephedraceae;Ephedra;fragilis;;Algerien;;;;False;;;;True;01/03/1836 - 31/03/1836;;;Roussel;;;;427;;H. Freitag u. M. Maier-Stolte;;;ad maris Algeria littora;;False;36.76141890509005 , 3.0679880278887737;;;False
B;Herbarium Berolinense;B 10 0246407;2;5006053;Ephedraceae;Ephedra;fragilis;;Spanien;False;;;;Las Palmas;;;;19/04/1999 - 19/04/1999;False;False;Markus v. Gaisberg;;;False;506;False;;;True;El Hierro, Felsen unterhalb Fuga de Gorreta. Altitude: 150 m.;False;;27.77051969041923 , -17.997021869203543;;;False
B;Herbarium Berolinense;B 10 0680791;2;5006053;Ephedraceae;Ephedra;fragilis;;Türkei;False;;;;İzmir;;;False;01/10/1827 - 31/10/1827;;;Franz Fleischer;;;;;True;;;True;near Izmir (Smyrna). In montosis rupestribus;;False;38.42580580933328 , 27.218944725385256;;;False
B;Herbarium Berolinense;B 10 1028475;2;5006053;Ephedraceae;Ephedra;fragilis;;Türkei;False;;;;Antalya;;;;07/07/1979 - 07/07/1979;;;Kehl;;;;S/19/I;;;;True;270 m N-W of Antalya, Nebiler.;;False;36.9763957 , 30.0102425;;;False
B;Herbarium Berolinense;B 10 0149656;2;5006053;Ephedraceae;Ephedra;fragilis;;Zypern;False;;;;Pafos(Πάφος);;;False;07/03/1998 - 07/03/1998;False;False;R. Hand;;;;1877;False;R. Hand;;;Empa, NE edge of the village, open rocks near to quarry, serpentine rocks, alt. c 150 m;;False;34.81465671947774 , 32.43014880716773;;;False
B;Herbarium Berolinense;B 10 1028520;2;5006053;Ephedraceae;Ephedra;gerardiana var. wallichii;;Indien;;;;False;Jammu and Kashmir;;;False;;;True;T. T. [T. Thomson];;;;453;;Stapf;;;Kishtwar, Regio temp, Alt. 8000 ped.;;False;33.3107445 , 75.7693289;;;False
B;Herbarium Berolinense;B 10 1028512;2;5006053;Ephedraceae;Ephedra;gerardiana;;Indien;False;;;;Uttarakhand;;;;06/06/1855 - 25/06/1855;False;False;Schlagintweit;;;False;;True;R. Florin;;False;Western Himalaya. Province: Kamáon. Environs of Milum (chief place of the district Johár) Height (engl. ft) 11200 to 12100;False;;30.431238888888892 , 80.1523638888889;;;
B;Herbarium Berolinense;B 10 1028511;2;5006053;Ephedraceae;Ephedra;gerardiana;;Pakistan;False;;;;Gilgit-Baltistan;;;;17/08/1993 - 17/08/1993;False;False;Nüsser;;;False;291;False;H. Freitag u. M. Maier-Stolte;;False;Westliche Seitenmoräne des Raikot-Gletschers, nördlich der Konfluenz Ganalo-Raikot, 3900 m. Exposition 90, Neigung 25.;False;;35.32421111111111 , 74.58803055555555;;;
B;Herbarium Berolinense;B 10 1028517;2;5006053;Ephedraceae;Ephedra;gerardiana;;Pakistan;False;;;;Gilgit-Baltistan;;;;30/06/1892 - 30/06/1892;False;False;J. F. Duthie;;;False;11.707;False;;;True;Flora of Kashmir, District Baltistan, Suk nullah, Dras Valley 11-12.000 ft;False;;34.4308932710878 , 75.75347902486102;;;False
B;Herbarium Berolinense;B 10 1028513;2;5006053;Ephedraceae;Ephedra;gerardiana;;Pakistan;False;;;;Gilgit-Baltistan;;;;07/08/1960 - 07/08/1960;False;False;O. Polunin;;;False;6231;False;;;True;Gharesa Glacier Base Camp, 13 miles East of Nagar. 15,580 ft. On rocks and ledges, ablation valley lateral moraine.;False;;36.29010075 , 75.0333379091108;;;
B;Herbarium Berolinense;B 10 1028514;2;5006053;Ephedraceae;Ephedra;gerardiana;;China;False;;;;Tibet(西藏);;;;01/07/1904 - 31/07/1904;False;False;H. J. Walton, F. E. Younghusband;;;False;;True;;;True;Khamba La, Altitude 16.000 ft.;False;;29.191083333333335 , 90.61805555555554;;;
B;Herbarium Berolinense;B 10 1028510;2;5006053;Ephedraceae;Ephedra;gerardiana;;Pakistan;;;;False;Gilgit-Baltistan;;;False;20/07/1994 - 20/07/1994;;;Nüsser;;;;1572;;H. Freitag u. M. Maier-Stolte;;;Nanga Parbat. Oberes Rupal-Tal, Weg zwischen Shaigiri und Latobo, Salix-Juniperus-Wald, 3600 m, Ebene;;False;35.126788241774776 , 74.56764366114696;;;False
B;Herbarium Berolinense;B 10 1028509;2;5006053;Ephedraceae;Ephedra;gerardiana;;Nepal;False;;;;;;;True;02/05/1976 - 05/05/1976;False;False;W. Schwabe;;;False;;True;P. R. Shakya;;False;Nepal: Im Nordosten, circa 4400 - 4700 m Höhe;False;;;;;True
B;Herbarium Berolinense;B 10 1028508;2;5006053;Ephedraceae;Ephedra;gerardiana;;Indien;False;;;;Himachal Pradesh;;;;07/08/1916 - 07/08/1916;False;False;R. E. Cooper;;;False;5291;False;H. Freitag;;False;Sissu, Lahaul, 10,000';False;;32.47998055555556 , 77.12443888888889;;;
B;Herbarium Berolinense;B 10 1028506;2;5006053;Ephedraceae;Ephedra;gerardiana;;Indien;;;;False;Uttarakhand;;;False;11/06/1935 - 11/06/1935;;;C. E. Parkinson;;;;5981;;;;True;Medial and lateral moraine of the Pindari glacier. Almora district. Kumaon;;False;29.6606634 , 79.6718756;;;False
B;Herbarium Berolinense;B 10 1028507;2;5006053;Ephedraceae;Ephedra;gerardiana;;Pakistan;False;;;;Gilgit-Baltistan;;;;16/05/1994 - 16/05/1994;False;False;Nüsser;;;False;740;False;H. Freitag u. M. Maier-Stolte;;False;Tap-Ebene, oberes Rupal-Tal, Juniperus macropoda-Wald, 3460 m, Ebene;False;;35.19066495439785 , 74.66371960812279;;False;
B;Herbarium Berolinense;B 10 1028504;2;5006053;Ephedraceae;Ephedra;gerardiana;;Afghanistan;False;;;;Daykundi;;;;01/07/1967 - 01/07/1967;False;False;K. H. Rechinger;;;;36668;False;H. Riedl;;False;Deh Kundi, In summo jugo Khonak, 3300 m;False;;33.96666666666667 , 66.63333333333334;;;False
B;Herbarium Berolinense;B 10 1028503;2;5006053;Ephedraceae;Ephedra;gerardiana;;Afghanistan;;;;False;Ghazni;;;False;18/07/1967 - 18/07/1967;;;K. H. Rechinger;;;;37230;;H. Freitag u. M. Maier-Stolte;;;In jugo inter Sariab et Dasht-i Nawar, in saxonis calc., 3100 m.;;False;33.733333333333334 , 68.13333333333334;;;False
B;Herbarium Berolinense;B 10 1028505;2;5006053;Ephedraceae;Ephedra;gerardiana;;Afghanistan;False;;;;Badakhshan;;;;02/08/1974 - 02/08/1974;False;False;W. Frey, H. Hurka, W. Probst, A. Shaw;;;False;296;False;;;True;Jokham-Tal (Hazarat-y-Sayet). 3300 m.;False;;36.56666666666667 , 70.94833333333334;;;
B;Herbarium Berolinense;B 10 1028501;2;5006053;Ephedraceae;Ephedra;funerea;;Vereinigte Staaten von Amerika;;;;False;California;;;False;05/04/1967 - 05/04/1967;;;Lewis S. Rose;;;;67021;;S. Ickert-Bond;;;Inyo County, Funeral Range, 4 mi. w. of Daylight Pass, Death Valley, Sandy desert slopes, alt. ca. 2600 feet.;;False;36.78900833333333 , -116.931725;;;False
B;Herbarium Berolinense;B 10 1028500;2;5006053;Ephedraceae;Ephedra;funerea;;Vereinigte Staaten von Amerika;;;;False;California;;;False;17/04/1939 - 17/04/1939;;;I. W. Clokey;;;;8223;;S. Ickert-Bond;;;Ryan-Dantes View, Death Valley Monument. Hillside Alt. 1200 m.;;False;36.22097777777778 , -116.72556388888889;;;False
B;Herbarium Berolinense;B 10 1028502;2;5006053;Ephedraceae;Ephedra;funerea;;Vereinigte Staaten von Amerika;False;;;;Nevada;;;;22/04/1939 - 22/04/1939;False;False;I. W. Clokey;;;False;8225;False;S. Ickert-Bond;;False;Arden-Mountain springs, Mile 11[…] Gravelly hills. Alt. 1100 m.;False;;36.019866666666665 , -115.41790833333334;;;
B;Herbarium Berolinense;B 10 1028499;2;5006053;Ephedraceae;Ephedra;frustillata;;Argentinien;False;;;;Santa Cruz;;;;;;True;Koslowsky;;;False;124;False;S. Ickert-Bond;;False;Patagonien: Lago Argentino;False;;-50.30688490548562 , -72.65264585994025;;;False
B;Herbarium Berolinense;B 10 1028498;2;5006053;Ephedraceae;Ephedra;frustillata;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;False;02/12/1956 - 02/12/1956;False;False;Roehrs;;;;;True;S. Ickert-Bond;;;San Gregorio;;False;-52.3966582 , -70.1717664544643;;;False
B;Herbarium Berolinense;B 10 0349094;2;5006053;Ephedraceae;Ephedra;frustillata;;Argentinien;;;;False;Neuquén;;;False;06/12/1999 - 06/12/1999;;;Markus Ackermann;;;;178;;S. Ickert-Bond;;;Paso Cordoba, Bariloche, Patagonien;;False;-40.5918485 , -71.1446023;;;False
B;Herbarium Berolinense;B 10 1028497;2;5006053;Ephedraceae;Ephedra;frustillata;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;02/12/1956 - 02/12/1956;False;False;Otto Magens;;;False;1439;False;S. Ickert-Bond;;False;San Gregorio;False;;-52.61203302851008 , -70.20362104085449;;;
B;Herbarium Berolinense;B 10 1028495;2;5006053;Ephedraceae;Ephedra;frustillata;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;False;01/01/1954 - 31/01/1954;False;False;Otto Magens;;;;585;False;S. Ickert-Bond;;False;Punta Arenas;True;False;-53.1625446 , -70.907785;;;False
B;Herbarium Berolinense;B 10 1028494;2;5006053;Ephedraceae;Ephedra;frustillata;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;02/12/1956 - 02/12/1956;False;False;R. [Rosengurtt];;;False;;True;S. Ickert-Bond;;False;San Gregorio;False;;;;;
B;Herbarium Berolinense;B 10 1028496;2;5006053;Ephedraceae;Ephedra;frustillata;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;;;True;Reiche;;;False;;True;S. Ickert-Bond;;False;Süd-Patagonien Gebiet der Magalhães-Strasse 51° 30';False;;;;;True
B;Herbarium Berolinense;B 10 1028493;2;5006053;Ephedraceae;Ephedra;frustillata;;Bolivien;False;;;;La Paz;;;;01/02/1910 - 28/02/1910;False;False;Dr. Otto Buchtien;;;False;;True;;;True;La Paz: Auf der Hochebene. Altura sobre el mar: 4100 m;False;;-16.4956371 , -68.1336346;;;
B;Herbarium Berolinense;B 10 0558336;2;5006053;Ephedraceae;Ephedra;intermedia;;China;False;;;;Xinjiang(新疆);;;;22/06/1928 - 22/06/1928;False;False;D. Hummel;;;False;395;False;;;True;"Turkestania sinensis (Prov. Sinkiang): in montibus Bogdo Ola, in pratum supra lacum ""Haitze""";False;;43.803297782508494 , 88.33220182777022;;;False
B;Herbarium Berolinense;B 10 1028526;2;5006053;Ephedraceae;Ephedra;intermedia;;Afghanistan;False;;;;Helmand;;;;16/10/1950 - 16/10/1950;False;False;Volk;;;False;1305;False;Buchheim;;False;Marja [Mardscha];False;;31.52042910984406 , 64.12701709156126;;;False
B;Herbarium Berolinense;B 10 1028524;2;5006053;Ephedraceae;Ephedra;intermedia;;Iran;False;;;;Kerman;;;;11/04/1892 - 11/04/1892;False;False;J. Bornmüller;;;False;4622;;H. Freitag u. M. Maier-Stolte;;False;Persiae austro-orient. prov. Kerman: in deserto ad pagum Kermandschahan. 17-1800 m.s.m.;;False;;;;
B;Herbarium Berolinense;B 10 0096941;2;5006053;Ephedraceae;Ephedra;intermedia;;Kirgisistan;False;;;;Issyk Kul Province(Иссык-Кульская область);;;;30/06/2002 - 30/06/2002;False;False;Dürbye;;;False;1739;False;Th. Raus;;False;Kirgistan: Tien-Shan, Issyk-Kul-Gebiet. Issyk-Kul-See, Kara-Talaa, Artemisia-Ephedra-Steppe, Silikat, salzhaltig, sonnig, trocken, 1620 m;False;;42.325478861253515 , 76.40894289754627;;;
B;Herbarium Berolinense;B 10 1028523;2;5006053;Ephedraceae;Ephedra;intermedia;;Iran;False;;;;Yazd;;;;06/04/1892 - 06/04/1892;False;False;J. Bornmüller;;;False;4627;False;H. Freitag u. M. Maier-Stolte;;False;Persiae orientalis, prov. Yesd: ad Taft. c. 2000 m. s. m.;False;;31.754044631627725 , 54.19990538153798;;;
B;Herbarium Berolinense;B 10 1028522;2;5006053;Ephedraceae;Ephedra;intermedia;;Afghanistan;False;;;;Herat;;;;23/04/1967 - 23/04/1967;False;False;K. H. Rechinger;;;False;33309;False;H. Freitag u. M. Maier-Stolte;;False;21 km S Herat, ad aerodromum, 950 m.;False;;34.21254722222223 , 62.225458333333336;;;
B;Herbarium Berolinense;B 10 1028527;2;5006053;Ephedraceae;Ephedra;intermedia;;Iran;False;;;;Tehran;;;;13/04/1948 - 13/04/1948;False;False;K. H. et F. Rechinger;;;False;2727;False;H. Riedl;;False;Prov. Kazvin: Keredj, in montibus ad pag. Kalak;False;;35.618158333333334 , 52.42675;;;
B;Herbarium Berolinense;B 10 1028266;2;5006053;Ephedraceae;Ephedra;distachya subsp. helvetica;;Schweiz;;;;False;Wallis(Valais);;;False;12/05/1875 - 12/05/1875;;;H. Romieux;;;;;True;;;True;Montorge prope Sedunum [Sion];;False;46.2306069 , 7.3346387;;;False
B;Herbarium Berolinense;B 10 1028268;2;5006053;Ephedraceae;Ephedra;distachya subsp. helvetica;;Schweiz;False;;;;Wallis(Valais);;;;01/05/1886 - 31/05/1886;False;False;Christ ;;;False;;True;;;True;Sion, Valais, on rocks;False;;46.23394350824024 , 7.366590499877931;;;
B;Herbarium Berolinense;B 10 1028267;2;5006053;Ephedraceae;Ephedra;distachya subsp. helvetica;;Schweiz;False;;;;Wallis(Valais);;;;01/05/1875 - 31/05/1875;False;False;;;;True;;True;;;True;Montorge [Mont d'Orge] ob Sitten;False;;46.2304405 , 7.3340714;;;
B;Herbarium Berolinense;B 10 1028329;2;5006053;Ephedraceae;Ephedra;fedtschenkoae;;Kasachstan;False;;;;Almaty region(Алматинская область);;;;01/06/1969 - 30/06/1969;;;W. Hempel;;;;;True;;;True;Alma-Ata: Felsen am Issyk-See ∼ 2000 m im Transili-Alatau;;False;43.254767923447694 , 77.48562849036;;;False
B;Herbarium Berolinense;B 10 1028328;2;5006053;Ephedraceae;Ephedra;fasciculata;;Vereinigte Staaten von Amerika;False;;;;Nevada;;;;07/05/1941 - 07/05/1941;False;False;I. W. Clokey;;;False;8696;False;;;True;Between Logandale and Valley of Fire, altitude 580 meters.;False;;36.490383333333334 , -114.50829166666666;;;
B;Herbarium Berolinense;B 10 1028327;2;5006053;Ephedraceae;Ephedra;equisetina;;China;False;;;;Inner Mongolia(内蒙古);;;;04/09/1987 - 04/09/1987;False;False;J. Hofmann;;;False;85/1;False;;;True;Zentrales Helan Shan, 2.220 m;False;;38.89085 , 106.03588611111111;;;
B;Herbarium Berolinense;B 10 0648276;2;5006053;Ephedraceae;Ephedra;equisetina;;China;;;;False;Inner Mongolia(内蒙古);;;False;12/08/1927 - 12/08/1927;False;False;D. Hummel;;;False;1397;False;G. Sam;;False;Mongolia australis: Morgotjych Gol, Camp. XVI, in rupibus;;False;;;;
B;Herbarium Berolinense;B 10 0558335;2;5006053;Ephedraceae;Ephedra;equisetina;;China;False;;;;Xinjiang(新疆);;;;06/06/1928 - 06/06/1928;False;False;D. Hummel;;;False;149;False;;;True;Turkestania sinensis (Prov. Sinkiang): in montibus Bogdo Ola, Shirinze-Go. ca. 1050 m.;False;;43.583333333333336 , 89.66666666666667;;;
B;Herbarium Berolinense;B 10 0434077;2;5006053;Ephedraceae;Ephedra;equisetina;;Turkmenistan;False;;;;Balkan;;;;17/09/1976 - 17/09/1976;False;False;V. Vašák;;;False;;True;;;True;Asia centralis: montes Kopet-Dag, distr. Kara-Kala, vicinitas pagi Chukur clivi Sinn chosar-dag. Alt. 800-1100 m s.m.;False;;38.679154 , 56.459899;;False;
B;Herbarium Berolinense;B 10 0096973;2;5006053;Ephedraceae;Ephedra;equisetina;;Kirgisistan;False;;;;Naryn Province(Нарынская область);;;False;23/07/2002 - 23/07/2002;False;False;Dürbye;;;False;1739;False;Th. Raus;;False;Tien-Shan, Naryn-Gebiet, Son-Köl, ausschließlich in Felsspalten, kalkarm, ca. 3800 m.;False;;41.841375 , 75.1551052083333;;;
B;Herbarium Berolinense;B 10 1028324;2;5006053;Ephedraceae;Ephedra;equisetina;;Usbekistan;False;;;;Fergana province(Ферганская область);;;;26/04/1972 - 26/04/1972;False;False;V. Vašák;;;False;22786;False;;;True;Asia centralis, distr. Fergana: in vicinitate pagi Khamzabad (Shakimardan). Alt. 1200 - 2000 m.s.m.;False;;39.9900813 , 71.8083203;;;
B;Herbarium Berolinense;B 10 1028326;2;5006053;Ephedraceae;Ephedra;equisetina;;Kirgisistan;False;;;;Batken Province(Баткенская область);;;False;01/11/1881 - 30/11/1881;False;False;J. Bornmüller;;;False;;True;J. Bornmüller;;False;l. sem. in monte Alai-Gebirge ab C. Koopmann lectis culta in horto Potsdam, W. Lauche.;False;;39.637302777777776 , 71.99953611111111;;;
B;Herbarium Berolinense;B 10 1028323;2;5006053;Ephedraceae;Ephedra;equisetina;;Kasachstan;False;;;;East Kazakhstan(Восточно-Казахстанская область);;;;22/06/1997 - 22/06/1997;False;False;Isa O. Baitulin, Nugman K. Aralbaev, Svetlana G. Nesterada;;;False;;True;;;True;Zaisan depression, Valley Kusto clay-road metal ravine;False;;47.46666666666667 , 84.87138888888889;;;
B;Herbarium Berolinense;B 10 0434379;2;5006053;Ephedraceae;Ephedra;equisetina;;Usbekistan;;;;False;Fergana province(Ферганская область);;;False;26/04/1972 - 26/04/1972;;;V. Vašák;;;;;True;;;True;Asia centralis, distr. Fergana: in vicinitate pagi Khamzabad (Shakhimardan). Alt. 1200-2000 m s.m.;;False;39.9900813 , 71.8083203;;;False
B;Herbarium Berolinense;B 10 1028325;2;5006053;Ephedraceae;Ephedra;equisetina;;Turkmenistan;;;;False;Ahal;;;False;11/05/1912 - 11/05/1912;;;Lipsky, V. I.;;;;3087;False;Bunge;;;Turcomania bor. Soldere. Montes Kopet-dagh;;False;;;;
B;Herbarium Berolinense;B 10 1028319;2;5006053;Ephedraceae;Ephedra;equisetina;;;;;;True;;;;True;01/01/1839 - 31/12/1839;;;Bunge;;;;;True;Stapf;;;Flor. orient. altaica;;False;;;;True
B;Herbarium Berolinense;B 10 1028322;2;5006053;Ephedraceae;Ephedra;equisetina;;Deutschland;False;;;;Sachsen-Anhalt;;;;09/09/1919 - 09/09/1919;False;False;Prof. J. Bornmüller;;;False;;True;;;True;Zöschen-Arboretum (Dr. Dieck);False;;51.35353239435508 , 12.113800048828127;;;
B;Herbarium Berolinense;B 10 1028320;2;5006053;Ephedraceae;Ephedra;equisetina;;;;;;True;;;;True;01/01/1839 - 31/12/1839;False;False;Bunge;;;;;True;R. Florin;;False;Flor. orient. altaica;;False;;;;True
B;Herbarium Berolinense;B 10 1028321;2;5006053;Ephedraceae;Ephedra;equisetina;;;False;;;True;;;;True;;;True;Al. de Bunge;;;False;;True;Stapf;;False;Flora Altaica;;False;;;;True
B;Herbarium Berolinense;B 10 0475597;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Lesbos(Νομός Λέσβου);;;False;01/10/2009 - 31/10/2009;;;Peter Hein;;;;13510;;;;True;Mitlíni/Lesvos, Southern part of the island, near the salines near (N of) Skala Polihnitou, sea level.;False;;39.11178204494562 , 26.180419921875;;;False
B;Herbarium Berolinense;B 10 1028363;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Pieria(Νομός Πιερίας);;;False;17/08/1891 - 17/08/1891;;;P. Sintenis & J. Bornmüller;;;;1491;;E. v. Halácsy;;;Macedonia (Olympos), ad Lithochori: ad Braiabalti;;False;40.10335833333333 , 22.49581388888889;;;False
B;Herbarium Berolinense;B 10 1028362;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Pieria(Νομός Πιερίας);;;False;12/08/1891 - 12/08/1891;;;P. Sintenis et J. Bornmüller;;;False;1492;;E. v. Halácsy;;;Macedonia. ad Lithochori (Olympi);;False;40.10056512548112 , 22.495365142822266;;;False
B;Herbarium Berolinense;B 10 1028361;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Chalkidiki(Νομός Χαλκιδικής);;;False;06/07/1891 - 06/07/1891;;;P. Sintenis et J. Bornmüller;;;;1063;;E. v. Halácsy;;;Peninsula Hagion Oros. ad monast. Santa Anna;;False;40.13055555555555 , 24.295833333333334;;;False
B;Herbarium Berolinense;B 10 1028360;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Chalkidiki(Νομός Χαλκιδικής);;;False;13/06/1891 - 13/06/1891;;;P. Sintenis et J. Bornmüller;;;;771;;E. v. Halácsy;;;Peninsula Hagion Oros. in dumetis marit. ad Vathopaedi;;False;40.315555555555555 , 24.2125;500 m;;False
B;Herbarium Berolinense;B 10 1028359;2;5006053;Ephedraceae;Ephedra;foeminea;;Mazedonien;;;;False;Ohrid(Охрид);;;False;29/03/1917 - 29/03/1917;;;J. Bornmüller;;;;51;;J. Bornmüller;;;In rupestribus prope Orchrida, ad lacum (am kl. Kloster westl. der Stadt, 690 m);;False;41.11107956300907 , 20.78917980194092;500 m;;False
B;Herbarium Berolinense;B 10 1028358;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;False;;;;Athens(Νομαρχία Αθηνών);;;;;;True;Heldreich;;;;;True;;;True;in m. Hymetto;;False;37.94615091254943 , 23.81509780883789;500 m;;False
B;Herbarium Berolinense;B 10 1028356;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Chalkidiki(Νομός Χαλκιδικής);;;False;01/09/1926 - 01/09/1926;;;John Mattfeld;;;False;2895;;;;True;Hagion Oros Athos;;False;40.15565761324934 , 24.3292236328125;3 km;;False
B;Herbarium Berolinense;B 10 1028357;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Heraklion(Νομός Ηρακλείου);;;False;25/09/1966 - 25/09/1966;;;W. Greuter;;;;7583;;H. Freitag u. M. Maier-Stolte;;False;Ep. Malevizi: ad fontem salsam prope Gazi, 20-40 m. Ad rupes conglomeraticas calcareas ad septentriones spectantes frequens mascula et foeminea, dependens vel frutices Phlomidis fruticosae vel terebinthi amplectens et obtegens. Baccae kermesinae.;;False;35.3328917121853 , 25.046982765197757;;;False
B;Herbarium Berolinense;B 10 1028353;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Corfu(Νομός Κέρκυρας);;;False;11/04/1896 - 11/04/1896;;;C. Baenitz;;;;;True;;;True;Fl. Corcyrensis: An Felsen der Fortezza vecchia. 60 m.;False;;39.62333768498906 , 19.929220676422123;100 m;;False
B;Herbarium Berolinense;B 10 1028354;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Corfu(Νομός Κέρκυρας);;;False;11/04/1896 - 11/04/1896;;;C. Baenitz;;;;;True;;;True;An Felsen der Fortezza vecchia. 60 m;;False;39.623 , 19.929;;;False
B;Herbarium Berolinense;B 10 1028355;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;False;;;;Chania(Νομός Χανίων);;;;14/07/1883 - 14/07/1883;False;False;Elisée Reverchon;;;;161;;;;True;L'Akroteri, rochers;;False;35.54780745 , 24.1330960919282;;;
B;Herbarium Berolinense;B 10 0642480;2;5006053;Ephedraceae;Ephedra;foeminea;;Griechenland;;;;False;Lesbos(Νομός Λέσβου);;;False;01/10/2009 - 31/10/2009;;;Peter Hein;;;;13510;;;;True;Greece, Mitilini/Lesvos, Southern part of the island, near the salines near (N of) Skala Polihnitou, sealevel;;False;39.112 , 26.18;;;False
B;Herbarium Berolinense;B 10 1028350;2;5006053;Ephedraceae;Ephedra;foeminea;;Montenegro;;;;False;Herceg Novi;;;False;;;True;Ehrenberg;;;;296;;Stapf;;;"Castelnuovo in rimis murorum Castelli; unde propindens";;False;42.45229641665676 , 18.538109064102176;;;False
B;Herbarium Berolinense;B 10 1028352;2;5006053;Ephedraceae;Ephedra;foeminea;;Kroatien;;;;False;Dubrovačko-Neretvanska;;;False;18/07/1967 - 18/07/1967;;;H.  und E. Walter;;;;;True;H. Freitag u. M. Maier-Stolte;;;Insel Lokrum vor Dubrovnik, im Adriatischen Meer. Macchie;;False;42.62779348917613 , 18.120188713073734;;;False
B;Herbarium Berolinense;B 10 1028349;2;5006053;Ephedraceae;Ephedra;foeminea;;Kroatien;;;;False;Primorsko-Goranska;;;False;01/06/1832 - 30/06/1832;;;Noé;;;;297;;Stapf;;;Am Felsen bei Lussin grande auf der Insel Osero;;False;44.52012484819952 , 14.500150680541994;3 km;;False
