specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info;scientific_name - same_as_label;scientific_name - scientific_name;scientific_name - not_in_list;scientific_name - family;scientific_name - genus;scientific_name - epiteth;owner - question_1;owner - no_info
B;Herbarium Berolinense;B 10 1178777;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;;;;;22/06/1895 - 22/06/1895;False;False;A. Callier;;;False;11;False;;;True;Sudak: Felsen bei der Festung;False;;44.83956032196318 , 34.955019950866706;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178773;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;;;;;22/06/1896 - 22/06/1896;False;False;A. Callier;;;False;36;False;de Halácsy;;False;Abhänge der Festung bei Sudak;False;;44.84022979096535 , 34.96111392974854;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178769;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Armenien;False;;;;Gegharkunik(Գեղարքունիկ);;;;;;;;31/07/1975 - 31/07/1975;False;False;V. Vašák;;;False;;True;;;True;Caucasus, distr. Krasnoselskoie, montes Areguni, in vicinitate pagi Tokludza. Alt. 2000-2300 m s. m.;False;;40.56666666666667 , 45.25;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178778;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;;;;False;Autonomous Republic of Crimea(Автономна Республіка Крим);;;False;;;;;28/05/1908 - 28/05/1908;;;A. Junge;;;;;True;A. Junge;;;Koktebel, prope urb. Theodosia [Feodossija]. In collibus siccis et lapidosis.;;False;45.02064116313934 , 35.34473419189454;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178776;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;;;;;01/06/1900 - 30/06/1900;False;False;A. Callier;;;False;;True;;;True;"Rossia. Tauria. Simferopol. In glareosis prope ""Massanka."" [Mazanka]";False;;45.00899141623566 , 34.24987792968751;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178775;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Frankreich;True;;;False;Ile-de-France;;;False;;;;;01/01/1820 - 31/12/1820;;;;;;True;;True;;;True;E semin[ibus] sub huc nom[inem] ex H[orto] Paris[iensis] missis colui 1820. var. major;;False;48.8432224 , 2.35950895709484;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0432626;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;;;;;20/05/1932 - 20/05/1932;False;False;Grabowsky;;;False;;True;;;True;Taurica merid. Massandra;False;;44.51033996241648 , 34.18936729431153;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178770;3;6384204;Caryophyllaceae;Dianthus;marschallii;;Ukraine;;;;False;Autonomous Republic of Crimea(Автономна Республіка Крим);;;False;;;;;16/05/1983 - 16/05/1983;;;D. Benkert;;;;;True;A. Nersesyan;;;Krim: Jalta, Steilhänge an der Küste.;False;False;44.49667050853985 , 34.17474746354856;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178838;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Jesenice;;;False;;;;;01/08/1928 - 31/08/1928;;;Baschant;;;;;True;;;True;Karawanken. Sonnige Hänge b. Jesenice.;;False;46.43526388888888 , 14.051986111111113;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178837;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Udine;;;;;;;;01/06/1880 - 31/07/1880;False;False;Reßmann;;;False;;True;;;True;Kanalthal;False;;46.442352066959174 , 13.570861816406252;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178835;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Idrija;;;False;;;;;;;True;Freyer;;;;1298;;;;True;Krain, Poresenalpe in Tolmein u. Idria b. Kobila;;False;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178832;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Postojna;;;;;;;;;;True;Borbás;;;False;;True;;;True;Krain Adelsberg;False;;45.7752438 , 14.2117877;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0572130;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;;;30/07/1962 - 30/07/1962;False;False;Berger-Landefeldt;;;False;;True;;;True;Pyrenäen, Dép. Pyrénées-Orientales, nordostwärts Font-Romeu, Forêt Domaniale de Barrès. 1700 m;False;;42.52955531103275 , 2.0507812430150807;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178860;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Lecco;;;False;;;;;01/08/1912 - 01/08/1912;False;False;Herbert Beger;;;False;;True;;;True;Introbio : Hänge der Alt Abbio vs Val Biandica;;False;45.974387631329684 , 9.455710238936456;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178850;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Trieste;;;False;;;;;;;True;Tommasini;;;;;True;;;True;Gehölze bei Triest;;False;45.6766799 , 13.8003058817779;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178848;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Udine;;;;;;;;20/07/1880 - 20/07/1880;False;False;P. Kammerer;;;False;;True;;;True;Flora von Kärnthen Um Malborget [Malborghetto];False;;46.5070351 , 13.4391249;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178847;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trieste;;;;;;;;12/08/1883 - 12/08/1883;False;False;Victor Engelhardt;;;False;;True;;;True;Flora von Küstenland. Wälder um Rojano;False;;45.66672561576021 , 13.771877288818361;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178845;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Bled;;;;;;;;01/08/1887 - 31/08/1887;False;False;V. Crouvé;;;False;;True;;;True;Abhänge bei Veldes;False;;46.3684202 , 14.1100595;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178871;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;30/07/1885 - 30/07/1885;False;False;R. Beyer;;;False;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178866;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Verona;;;;;;;;;;True;;;;True;;True;;;True;Baldo;False;;45.72056695641132 , 10.84281921386719;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178841;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Kroatien;False;;;;Ličko-Senjska;;;;;;;;30/07/1890 - 30/07/1890;False;False;R.  Beyer;;;False;;True;;;True;Velebitgebirge. Am Wege von Brušane nach Oštarja [Baške Oštarije] (Strasse Gospič [Gospić] - Carlopago [Karlobag]).;False;;44.507891594219785 , 15.222415924072267;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178944;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Kobarid;;;False;;;;;19/01/1967 - 19/01/1967;;;Tone Wraber;;;;;True;Tone Wraber;;;Alpes Julicae: In glareosis supra lacum Krnsko jezero. 1500 m.;;False;46.284147894640604 , 13.68420124053955;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178941;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Bohinj;;;False;;;;;08/08/1929 - 08/08/1929;;;O. Fiedler;;;;8959;;;;True;Triglavgebiet: Alpenmatten am Oberen Schwarzsee im Siebenseen-Tale, 2000;;False;46.352422592771504 , 13.797025680541994;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178940;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Belluno;;;;;;;;28/06/1894 - 28/06/1894;False;False;G. Treffer;;;False;;True;;;True;Tirol Wälder b. Cortina Luttach cult;False;;46.54047222222222 , 12.135652777777777;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178876;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Verona;;;False;;;;;23/07/1882 - 23/07/1882;False;False;R. Beyer;;;False;;True;;;True;Altissimo di Baldo, oberhalb Alpe von St. Jacobs.;False;;45.72895322912669 , 10.835610256010485;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0050174;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;;;17/07/1944 - 20/07/1944;False;False;K. H. Rechinger, H. Sleumer;;;False;811;False;;;True;Pyrén. orient.: Superbolquère, in apertis pinitorum, 1700 m, substr. silic.;False;;42.509627313377486 , 2.0714950526598845;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0674091;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;;;17/07/1961 - 17/07/1961;False;False;C. Simon;;;False;;True;;;True;Pyr[énées]. Or[ientales]. Massif du Canigou, ob Prades, Route du Canigou entre Taurinya et Fillols, 770 m.;False;;42.57661884625315 , 2.409195901709609;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0561606;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;;;;False;Midi-Pyrénées;;;False;;;;;03/08/1962 - 03/08/1962;;;U. Berger-Landefeldt;;;;;True;;;True;Pyrenäen, Dép. Haute-Garonne, westlich Luchon, oberes Valée d'Oô, Val d' Astau. 1420 m;;False;42.8020763023091 , 0.5297470092773439;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0472434;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;19/07/1982 - 19/07/1982;False;False;W. Dietrich;;;False;18;False;;;True;Dép. Hautes Pyrénées, Parc National des P., Hangwiesen östl. an der Autostraße von Gavarnie nach Port de G. im Vallée des Especières unterh. des Skihotels be[i] ca. 1890 m, ca. 1.5 km SSW Gavarnie.;False;;42.72987805527139 , -0.026929378509521488;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0572069;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Rhône-Alpes;;;;;;;;01/01/1850 - 31/12/1850;False;False;Grenier;;;False;;True;;;True;Le Reculet (Jura);False;;46.2570066 , 5.9298345;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0572129;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;03/08/1962 - 03/08/1962;False;False;Berger-Landefeldt;;;False;;True;;;True;Pyrenäen, Dép. Haute-Garonne, westlich Luchon, oberes Vallée d'Oô, Val d'Astau. Meereshöhe: 1420 m.;False;;42.75989787181326 , 0.5082035064697267;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178863;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Verona;;;;;;;;05/08/1885 - 05/08/1885;False;False;R. Beyer;;;False;;True;;;True;Monte Baldo, am Wege zur Madonna della Corona.;False;;45.648864617290194 , 10.854924917002792;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178861;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;01/08/1912 - 01/08/1912;False;False;Herbert Beger;;;False;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178856;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Postojna;;;;;;;;23/07/1875 - 23/07/1875;True;False;V. de Borbás;;;False;;True;;;True;Adelsberg: in graminotis montis Szovicsberg;False;;45.77930173692038 , 14.211416244506838;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178853;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;12/08/1893 - 12/08/1893;False;False;Otto Prelinger;;;False;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178849;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Bolzano;;;;;;;;23/09/1985 - 23/09/1985;False;False;Brigitte Zimmer;;;False;02;False;;;True;Weg oberhalb Vellau nach Hochmut, (Texelgruppe), ca. 1200 m.;False;;46.69479722222222 , 11.114933333333333;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178844;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Kranj;;;False;;;;;02/08/1893 - 02/08/1893;;;Prelinger;;;;;True;;;True;Kočna bei Bad Villach;;False;46.358775940085025 , 14.523067474365236;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178842;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;30/07/1890 - 30/07/1890;False;False;R. Beyer;;;False;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178836;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Bolzano;;;False;;;;;;;True;Hofmann;;;;;True;;;True;Brixinone [Brixen];;False;46.7158647 , 11.6568621;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178833;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Rhône-Alpes;;;;;;;;23/07/1876 - 23/07/1876;False;False;H. Romieux;;;False;;True;;;True;In dumetis et pascuis montis Jurassi supra pagum Thoiry, alt. 700-1200 m.;False;;46.246884732388224 , 5.961484907311388;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178889;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Belluno;;;;;;;;01/06/1884 - 30/06/1884;False;False;G. Treffer;;;;;True;;;True;In Wäldern ober Cortena in Ampezzo 13 - 1600 m;False;;46.549418838011576 , 12.146887779235842;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178950;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Rhône-Alpes;;;;;;;;01/06/1856 - 30/06/1856;False;False;Dutoit;;;False;;True;;;True;Mt Reculet (Jura ob Genf.);False;;46.2570066 , 5.9298345;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178951;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Rhône-Alpes;;;;;;;;01/07/1876 - 31/07/1876;False;False;Sandoz;;;False;;True;;;True;Mt. Reculet, au dessus de Thoiry (Genève);False;;46.2570066 , 5.9298345;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178954;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Schweiz;;;;False;Ticino(Tessin);;;False;;;;;01/05/1929 - 31/05/1929;;;L. Thiersch-Patzki;;;;;True;;;True;Tessin am Monte Generoso;;False;45.93136368646437 , 9.019689559936525;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178959;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;;;;;08/08/1886 - 08/08/1886;False;False;Elisée Reverchon;;;False;95;False;;;True;Alpes-Maritimes. - Mont Aution, prairies.;False;;43.9988058780069 , 7.426056862750557;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178947;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Schweiz;False;;;;Ticino(Tessin);;;;;;;;01/07/1951 - 31/07/1951;False;False;J. Mgf. [Markgraf];;;False;;True;;;True;Denti della Vecchia, ca. 1600 m.;False;;46.053378354259195 , 9.020234226294539;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178952;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Schweiz;;;;False;Ticino(Tessin);;;False;;;;;01/07/1881 - 31/07/1881;;;R. Beyer;;;;307;;;;True;Tessin, Monte Generoso, oberhalb des Hôtels.;;False;45.92960629449098 , 9.01928901759675;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178956;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;20/07/1859 - 20/07/1859;False;False;P.-N. Maillard;;;False;;True;;;True;Cauterêts (Hautes-Pyrénées).;False;;42.88905277777778 , -0.11424722222222222;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178884;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Österreich;False;;;;Kärnten;;;;;;;;01/07/1888 - 31/07/1888;False;False;C. E. Correns;;;;;True;;;True;Karawanken, Carinthia. In monte Kosuta, 2000 M.;False;;46.438566683669535 , 14.37767028808594;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178882;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Verona;;;;;;;;01/01/1817 - 31/12/1817;False;False;L. C. Treviranus;;;False;;True;;;True;In Baldi m. majoris summitate.;False;;45.72636111111111 , 10.844061111111111;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0302177;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Trento;;;False;;;;;02/06/1965 - 02/06/1965;;;Damboldt;;;;173;False;;;True;Abstieg nach Limone durch das Val di Signol;;False;45.81829166666667 , 10.780691666666668;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0300403;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Brescia;;;;;;;;21/05/1958 - 21/05/1958;False;False;W. Schultze-Motel;;;False;812;False;;;True;Oberitalien. Gardseegebiet. Zwischen Passo di Rocchetta und Limone;False;;45.82389484349102 , 10.793037414550783;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0300402;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trento;;;;;;;;31/05/1965 - 31/05/1965;False;False;Damboldt;;;False;;True;;;True;Molina di Ledro - Riva;False;;45.87231666666667 , 10.77265;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0572070;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Bolzano;;;;;;;;01/01/1851 - 31/12/1851;False;False;Hofmann;;;False;;True;;;True;Brixinone [Brixen, Bressanone];False;;46.7158647 , 11.6568621;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1008646;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trento;;;;;;;;04/08/1884 - 04/08/1884;False;False;Porta;;;False;;True;;;True;Tirolia austral. Val di Ledro in pascuis alpinis, sol. calcareo, 20-2100 m s. m.;False;;45.890247123837774 , 10.726718906080354;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178934;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Kranj;;;False;;;;;26/06/1895 - 26/06/1895;;;Joh. Šafer;;;;;True;;;True;Kranjskagora auf Wiesen;;False;46.485132 , 13.7843957;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178926;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Bohinj;;;;;;;;02/08/1971 - 02/08/1971;False;False;T. Wraber;;;False;9748/4;False;;;True;Slovenija, Julijske Alpe: In glareosis herbosis jugi Vratca ad occidentem montis Šija. Solo calcareo, 1720 m s. m.;False;;46.239108491221 , 13.821401596069338;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0138362;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Udine;;;False;;;;;10/06/1981 - 10/06/1981;;;T. Wraber;;;;9644/1;;;;True;In glareosis calcareis Rivoli Bianchi dictis prope oppidum Tolmezzo, 290 m s. m.;;False;46.39482030547736 , 13.040885918308051;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0111979;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Österreich;False;;;;Steiermark;;;;;;;;17/08/1941 - 17/08/1941;False;False;Friedrich Morton;;;False;3227;False;;;True;Schutthalde unter der Südwandhütte;False;;47.4597853 , 13.61528495339521;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0559957;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Trieste;;;False;;;;;30/09/1914 - 30/09/1914;;;;;;True;89;False;;;True;Julische Alpen: Geröll eines Gießbachs bei Statione per La Carnia (I);;False;46.365469110635814 , 13.046264648437502;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178918;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Cerknica;;;False;;;;;23/07/1891 - 23/07/1891;False;False;Joh. Šafer;;;;;True;;;True;Kamnagorica bei Žerovnica in Gebüschen;;False;45.7620143714248 , 14.425048828125002;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0750732;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Varese;;;;;;;;15/08/2001 - 15/08/2001;False;False;E. v. Raab-Straube;;;False;2886;False;;;True;Lombardia, Prov. Varese, Agra, Maccagno-Bedoré. Wald mit Castanea sativa, Wegrand, Glimmerschiefer, 600 m.;False;;46.03333333333333 , 8.766666666666667;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178894;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Rhône-Alpes;;;;;;;;22/07/1852 - 22/07/1852;False;False;;;;True;;True;;;True;Paturages du Jura, au dessus de Thoiry (Ain);False;;46.24516336941286 , 5.946693420410157;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178892;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;;;18/07/1861 - 18/07/1861;False;False;Poitrasson;;;False;;True;;;True;Mende, Lozère.;False;;44.51761111111111 , 3.501872222222222;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0597279;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;;;27/07/1962 - 27/07/1962;False;False;Berger-Landefeldt;;;False;;True;;;True;Cevennen, Grenze des Dép. Lozière und des Dép. Gard, Mont Aigoual, Gipfelfläche. Meereshöhe: 1560 m.;False;;44.1213806736317 , 3.5795402544317776;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178862;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Bolzano;;;False;;;;;26/07/1882 - 26/07/1882;;;R.  Beyer;;;;;True;;;True;Bozen, Calvarienberg;;False;46.489521595550364 , 11.348930597305298;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178858;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Verbano-Cusio-Ossola;;;;;;;;;;True;Raap?;;;False;;True;;;True;Passo Variola;False;;46.18034371283091 , 8.228459358215334;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178857;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trento;;;;;;;;01/07/1931 - 31/07/1931;False;False;Baschant;;;False;951;False;;;True;Garda-See. Val di Ledro Monte Tremalz, 1600 m;False;;45.84194100912701 , 10.69892406463623;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178855;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Kroatien;False;;;;Splitsko-Dalmatinska;;;;;;;;01/05/1931 - 31/05/1931;False;False;L. Thiersch-Patzki;;;False;16961;False;Otto Fiedler;;False;Flora von Dalmatien: um Split;False;;43.5116383 , 16.4399659;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178851;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Postojna;;;False;;;;;16/08/1885 - 16/08/1885;False;False;C. Steurer;;;False;;True;;;True;Auf dem Nanos bei Präwald;;False;45.7566637 , 14.0599027;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1008640;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Kroatien;False;;;;Dubrovačko-Neretvanska;;;;;;;;01/07/1881 - 31/07/1881;False;False;Vukotinović;;;False;;True;;;True;In pratis montanis ad Klek;False;;42.9455874 , 17.5633132;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178840;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;False;;;;Gorje;;;;;;;;01/08/1936 - 31/08/1936;False;False;L. Thiersch-Patzki;;;False;16962;False;Otto Fiedler;;False;Um Bled (Veldes);False;;46.369912999227815 , 14.10223960876465;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178962;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;01/06/1883 - 30/06/1883;;;J. Ullepitsch;;;;;True;;;True;Canalthal;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178936;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trieste;;;;;;;;;;True;Hsm. [Hausmann];;;False;5244;False;;;True;Tirolia austr.: Ampezzo.;False;;46.4165 , 12.7887;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178932;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;;;;False;Venezia;;;False;;;;;20/07/1899 - 20/07/1899;;;R. Schulz;;;;;True;;;True;Nahe dem Joch der Tre Croci am Wege nach Cortina d' Ampezzo;;False;46.543808713270046 , 12.356572151184084;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178927;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Slowenien;;;;False;Kranjska Gora;;;False;;;;;22/06/1883 - 22/06/1883;;;;;;True;;True;;;True;Anfang Uratathal;;False;46.446 , 13.918;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178925;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Italien;False;;;;Trento;;;;;;;;01/06/1895 - 30/06/1895;False;False;Treffer;;;False;;True;;;True;Tirol. Wälder bei Cortina;False;;46.301555156895326 , 10.70321559906006;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1178886;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;;False;;;True;;;;True;;;;;01/01/1815 - 31/12/1815;False;False;Rostach;;;False;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1178958;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;;;;False;Midi-Pyrénées;;;False;;;;;01/06/1869 - 30/06/1869;False;False;Bordère;;;False;;True;;;True;Gèdre, HP [Hautes-Pyrénées];;False;42.7879051 , 0.0202936;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1178957;3;6384204;Caryophyllaceae;Dianthus;monspessulanus;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;01/07/1877 - 31/07/1877;False;False;Bordère;;;False;;True;;;True;Gèdre, Htes Pyrénées;False;;42.786402777777774 , 0.01913611111111111;;;;;;;;;;;
