specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 0352592;4;7214750;Zingiberaceae;Renealmia;sp.;;Costa Rica;False;;;;Limón;;;;;;;;08/03/1992 - 08/03/1992;False;False;Jens Bittner;;False;;;;;1472;False;;True;;;True;Cantón de Talamanca. Camp by Kivut, 1300-1400 m;False;;;;;;;9.404166666666667 , -83.08472222222221;;;;False
B;Herbarium Berolinense;B 10 0352591;4;7214750;Zingiberaceae;Renealmia;sp.;;Costa Rica;False;;;;Limón;;;;;;;;08/03/1992 - 08/03/1992;False;False;Jens Bittner;;False;;;;;1472;False;;True;;;True;Cantón de Talamanca Camp by Kivut 1300-1400 m;False;;;;;;;9.404166666666667 , -83.08472222222221;;;;False
B;Herbarium Berolinense;B 10 1023176;4;7214750;Zingiberaceae;Roscoea;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;14/06/1916 - 14/06/1916;False;False;R. E. Cooper;;False;;;;;4986;False;;True;;;True;Punjab.  Naikanda Simla  8000';False;;;;;;;31.255220932769536 , 77.4615526199341;;;;False
B;Herbarium Berolinense;B 10 1023172;4;7214750;Zingiberaceae;Roscoea;auriculata;;Indien;False;;;;West Bengal;;;;;;;;14/05/1981 - 14/05/1981;False;False;Ganesh Rai;;False;;;;;300;False;;True;A. J. C. Grierson;;False;Darjeeling on rocks, ca. 2000 m;False;;;;;;;27.027859329040982 , 88.32273960113527;;;;
B;Herbarium Berolinense;B 10 1023164;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;;;;False;Morobe;;;False;;;;;11/11/1968 - 12/11/1968;;;;;True;;;;;;True;Herbar W. Schwabe;False;Kai Larsen;;;Lae;;False;;;;;;-6.7123 , 147.0097;;;;
B;Herbarium Berolinense;B 10 1023152;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;False;;;;Morobe;;;;;;;;30/10/1937 - 30/10/1937;False;False;Clemens;;False;;;;;7466;False;;True;Kai Larsen;;False;Sattelberg, Sambanga, 6000 Fuß, high forest above village;False;;;;;;;-6.2173 , 146.0014;;;;False
B;Herbarium Berolinense;B 10 1023163;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;False;;;;Morobe;;;;;;;;17/10/1935 - 17/10/1935;False;False;Clemens;;False;;;;;471;False;;True;Kai Larsen;;False;Nordöstliches Neu-Guinea, Sattelberg, 3000 Fuß;False;;;;;;;-6.483333333333333 , 147.76666666666668;;;;False
B;Herbarium Berolinense;B 10 1023194;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Angola;False;;;;Benguela;;;;;;;;01/09/1932 - 30/09/1932;False;False;[Otto] Hundt;;False;;;;;177;False;;True;Kai Larsen;;False;Conjole, überall im lichten Wald, Hochland von Benguella, zwischen Ganda und Caconda, Höhe ü. d. M.: 1600;False;;;;;;;-13.301429981673076 , 14.707946777343752;;;;False
B;Herbarium Berolinense;B 10 1023193;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Sambia;;;;False;Eastern;;;;;;;;13/12/1964 - 13/12/1964;;;E. A. Robinson;;;;;;;6281;;;True;Kai Larsen;;;275 km. W. of Fort Jameson [Chipata]. Woodland;;False;;;;;;-13.846080390642825 , 30.314025878906254;;;;
B;Herbarium Berolinense;B 10 1023190;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Tansania;False;;;;Morogoro;;;False;;;;;27/11/1931 - 27/11/1931;;;H. J. Schlieben;;;;;;;1482;;;True;Kai Larsen;;;Tanganjika Terr., Stromgebiet des oberen Ruhudje, Massagati, Njamefluss, licht bewaldeter Uferhügel, häufig.;;False;;;;;;-9.13333 , 35.7667;;;;
B;Herbarium Berolinense;B 10 1023223;4;7214750;Zingiberaceae;Vanoverberghia;sepulchrei;;Philippinen;;;;False;Rizal;;;False;;;;;01/11/1926 - 30/11/1926;;;Ramos, Edano;;;;;;;48401;;;True;;;True;Luzon, Mt. Irid;;False;;;;;;14.80849965 , 121.33967692763775;;;;
B;Herbarium Berolinense;B 10 1023241;4;7214750;Zingiberaceae;Zingiber;squarrosum;;;False;;;True;;;;True;;;;;;;True;;;True;;;;;;True;;True;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0523751;4;7214750;Zingiberaceae;Indet;(ZINGI);;Peru;False;;;;Junín;;;;;;;;13/11/1960 - 13/11/1960;False;False;G. Kunkel;;False;;;;;4769;False;G. Kunkel;False;J. Lovo;;;San Ramón, Ututriyuca, 1800m, sumpfiger Ort;True;;;;;;;-11.1214018 , -75.3521478;;;;False
B;Herbarium Berolinense;B 10 1021819;4;7214750;Xyridaceae;Xyris;consanguinea;;Brasilien;False;;;;;;;True;;;;;;;True;;;True;;;;;;True;Ex reliquis Sellowianis,Reliquiae anal. Kunthii;False;;;True;Brasilia meridionalis;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022618;4;7214750;Zingiberaceae;Aframomum;sceptrum;;Togo;False;;;;Plateaux;;;;;;;;29/04/1978 - 29/04/1978;False;False;M. Hakki, B. Leuenberger et C. Schiers;;False;;;;;606;False;;True;Zepernick;;False;ca. 7 km N von Badou an der Straße nach Dayes-Konda. Wald mit Kakao-Kulturen.;False;;;;;;;7.6453244528035516 , 0.5982398986816406;;;;False
B;Herbarium Berolinense;B 10 1022615;4;7214750;Zingiberaceae;Aframomum;sceptrum;;Togo;False;;;;Plateaux;;;;;;;;30/04/1978 - 30/04/1978;False;False;M. Hakki, B. Leuenberger et C. Schiers;;False;;;;;634;False;Museum botanicum Berolinense;False;Zepernick;;False;ca. 5 km E von Badou an der Straße nach Atakpamé, bei Totamé, Wald in engem Bachtälchen, lianenreich;False;;;;;;;7.594796865926921 , 0.6502532958984376;;;;False
B;Herbarium Berolinense;B 10 1022611;4;7214750;Zingiberaceae;Aframomum;sceptrum;;Togo;False;;;;Plateaux;;;;;;;;15/02/1978 - 15/02/1978;False;False;H. Ern;;False;;;;;3127;False;;True;Zepernick;;False;Zone IV., Plateau de Danyi. Bachuferwald bei Dzogbégan;False;;;;;;;7.2359 , 0.6791;;;;False
B;Herbarium Berolinense;B 10 1022614;4;7214750;Zingiberaceae;Aframomum;sceptrum;;Togo;False;;;;Plateaux;;;;;;;;11/08/1979 - 11/08/1979;False;False;U. Scholz, P. Koumassi, H. Kühn et H. Peuker;;False;;;;;532;;;True;Zepernick;;False;22 km westl. von Atakpamé, Wald an der Straße nach Badou. 650 m.;False;;;;;;;7.5632262503882215 , 0.8697223663330079;;;;False
B;Herbarium Berolinense;B 10 1022641;4;7214750;Zingiberaceae;Alpinia;galanga var. pyramidata;;Indonesien;False;;;;West Java;;;;;;;;26/08/1842 - 26/08/1842;False;False;[Heinrich] Zollinger;;False;;;;;535;False;E. Drake;False;Kai Larsen;;False;Im hohen Grase, Waldsaum bei Tjikoya [Cikoya];False;;;;;;;-6.337523803673118 , 106.41417503356934;;;;False
B;Herbarium Berolinense;B 10 1022633;4;7214750;Zingiberaceae;Alpinia;allughas;;Indien;True;;;;Uttarakhand;;;;;;;;06/09/1950 - 06/09/1950;False;False;Darshan Mani;;False;;;;;;True;Herbarium of the Forest Research Institute Dehra Dun, India;False;;;True;Botanical Gardens F. R. 9. New Forest, Dehra Dun. Cultivated;False;;;;;;;30.3406046 , 78.0022191;;;;False
B;Herbarium Berolinense;B 10 1022678;4;7214750;Zingiberaceae;Alpinia;zerumbet;;Taiwan;;;;False;Taipei County(台北縣);;;False;;;;;18/05/1933 - 18/05/1933;;;Prof. T. Tanaka and Y. Shimada;;;;;;;13582;;;True;Kai Larsen;;;Tomita-cho, Taihoku-shi;;False;;;;;;24.8394 , 121.288;;;;
B;Herbarium Berolinense;B 10 1022671;4;7214750;Zingiberaceae;Alpinia;racemigera;;Australien;False;;;;Queensland;;;;;;;;12/11/1958 - 12/11/1958;False;False;H. und E. Walter;;False;;;;;2351;False;Herbarium H. u. E. Walter;False;S. T. Blake;;False;Yungaburra, Regenwald;False;;;;;;;-17.2664778017424 , 145.57743072509768;;;;False
B;Herbarium Berolinense;B 10 1022664;4;7214750;Zingiberaceae;Alpinia;oxyphylla;;China;False;;;;Hainan(海南);;;;;;;;01/03/1933 - 31/07/1933;False;False;F. C. How;;False;;;;;70823;False;;True;Kai Larsen;;False;Yaichow [Yai-chou], alt. 800 ft., in thicket.;False;;;;;;;18.371917 , 109.163434;;;;False
B;Herbarium Berolinense;B 10 1022703;4;7214750;Zingiberaceae;Alpinia;sp.;;Indonesien;;;;False;Papua;;;False;;;;;27/02/1976 - 27/02/1976;;;P. Hiepko et W. Schultze-Motel;;;;;;;1209;;;True;R. M. Smith;;;Eipomek-Tal: Bergwald auf der Terrasse zwischen Eipomek und Mumye unterhalb von Malingdam. Höhe ü. d. M.: 1900 m;False;;;;;;;-4.4166 , 140.0166;;;;
B;Herbarium Berolinense;B 10 1022762;4;7214750;Zingiberaceae;Boesenbergia;sp.;;Thailand;;;;False;Chaiyaphum(ชัยภูมิ);;;False;;;;;13/08/1972 - 13/08/1972;;;Kai Larsen, Supee S. Larsen, I. Nielsen & T. Santisuk;;;;;;;31759;;Herbarium Jutlandicum (AAU) Botanisk Institut Aarhus Universitet;;;;True;Eastern: Dat Don near Chaiyaphum. Mixed decidous dipterocarp forest along stream, alt. 300 - 400 m;;False;;;;;;15.95 , 102.0324969;;;;
B;Herbarium Berolinense;B 10 1023070;4;7214750;Zingiberaceae;Renealmia;aromatica;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;23/01/1991 - 23/01/1991;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, D. Gopaul, V. James;;False;;;;;2186;False;;True;P. J. M. Maas;;False;Rupununi District, Eastern Kanuku Mountains, NE of Warimure. Forest. 200-500 m;False;;;;;;;3.0833 , -59.3333;;;;False
B;Herbarium Berolinense;B 10 1023135;4;7214750;Zingiberaceae;Renealmia;racemosa;;Dominica;False;;;;Saint Peter;;;;;;;;11/06/1965 - 11/06/1965;False;False;G. L. Webster;;False;;;;;13330;False;Smithonian Institution From the Untited States National Herbarium;False;;;True;Morne Diablotin, mossy forest on NW ridge, alt. 3500-4000 ft.;False;;;;;;;15.50835593404147 , -61.406106948852546;;;;False
B;Herbarium Berolinense;B 10 1023134;4;7214750;Zingiberaceae;Renealmia;racemosa;;;False;;;True;;;;True;;;;;;;True;;;True;;;;;;True;Herb. Mus. Paris.;False;P. J. M. Maas;;False;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023137;4;7214750;Zingiberaceae;Renealmia;racemosa;;Dominica;False;;;;Saint George;;;;;;;;13/01/1966 - 13/01/1966;False;False;K. L. Chambers;;False;;;;;2560;False;;True;;;True;Near the Fresh Water Lake, on southeast side of Morne Micotrin, elevation 2500 feet, and along old road on  side of the mountain, 1-1/2 miles east of Laudat.;False;;;;;;;15.334311411866334 , -61.317744255065925;;;;False
B;Herbarium Berolinense;B 10 1023119;4;7214750;Zingiberaceae;Renealmia;oligosperma;;Ecuador;False;;;;Chimborazo;;;;;;;;01/12/1933 - 01/12/1933;False;False;H. J. F. Schimpff;;;;;;;572;False;;True;P. J. M. & H. Maas;;False;And.[en]: S. v. Naranjapata. ca. 530 m. ü. M. auf Felsen i. Urwald;;False;;;;;;-2.27885 , -79.08934;;;;
B;Herbarium Berolinense;B 10 1023167;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;False;;;;Morobe;;;;;;;;04/06/1937 - 04/06/1937;False;False;Clemens;;False;;;;;;True;;True;Kai Larsen;;False;Sattelberg, Tobou, via children;False;;;;;;;-6.402645 , 147.4186795;;;;False
B;Herbarium Berolinense;B 10 1023165;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;False;;;;Morobe;;;;;;;;15/02/1937 - 15/02/1937;False;False;J. & M. S. Clemens;;False;;;;;;True;;True;Kai Larsen;;False;Ogeramnang, forest trail, Alt.: 6000 ft.;False;;;;;;;-6.4666 , 147.3666;;;;False
B;Herbarium Berolinense;B 10 1023161;4;7214750;Zingiberaceae;Riedelia;sp.;;Papua-Neuguinea;False;;;;;;;True;;;;;;;True;Schlechter;;False;;;;;;True;;True;Kai Larsen;;False;Papua;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023197;4;7214750;Zingiberaceae;Siphonochilus;brachystemon;;;False;;;True;;;;True;;;;;08/08/1925 - 08/08/1925;False;False;A. Peter;;False;;;;;12647;False;;True;Kai Larsen;;False;Deutsch-Ost-Afrika;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023195;4;7214750;Zingiberaceae;Siphonochilus;brachystemon;;Tansania;False;;;;Morogoro;;;;;;;;31/03/1953 - 31/03/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;;;;;1947;False;Ex Herbario Kewensi;False;Kai Larsen;;False;Lusunguru forest reserve, nr. Mtibwa sawmill, 4 miles N. of Turiani, 500 m.;False;;;;;;;-5.500873 , 38.409491;;;;
B;Herbarium Berolinense;B 10 1023192;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Angola;False;;;;Lunda Norte;;;;;;;;21/10/1946 - 21/10/1946;False;False;;;True;;;;;13735;False;;True;Kai Larsen;;False;Colonia de Angola. Regio, (Sector fitocorológico de Nordeste de Lunda. Circunscrição de Chitato). Formando sociedades nas margens humidas do rio. Loco Dundo. Poximum Flumen, Luachimo. Altitude 700 m.;;False;;;;;;-7.383 , 20.823;;;;False
B;Herbarium Berolinense;B 10 0724796;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Mali;False;;;;Koulikoro;;;;;;;;16/06/1992 - 16/06/1992;False;False;R. Ehrich;;False;;;;;276;False;Regina Ehrich;False;;;True;Touréla (ca 30 km S of Bamako);False;;;;;;;12.353 , -8.091;;;;False
B;Herbarium Berolinense;B 10 1023191;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Tansania;False;;;;Kigoma;;;;;;;;05/02/1926 - 05/02/1926;False;False;A. Peter;;False;;;;;36259;False;;True;Kai Larsen;;False;Ost-Afrika, Uvinsa;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023222;4;7214750;Zingiberaceae;Vanoverberghia;sepulchrei;;Philippinen;;;;False;Benguet;;;False;;;;;01/03/1925 - 31/03/1925;;;Ramos & Edano;;;;;;;;True;;True;;;True;Baguio Benguet Province Luzon;;False;;;;;;16.412007 , 120.5933937;;;;
B;Herbarium Berolinense;B 10 1023282;4;7214750;Zingiberaceae;Indet;(ZINGI);"""Kein Etikett/leeres Etikett""";;False;;;True;;;;True;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1021263;4;7214750;Velloziaceae;Barbacenia;brevifolia;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;01/01/1898 - 31/01/1898;False;False;E. Ule;;False;;;;;6372;False;;True;Chr. Metzger;;False;[Nova] Friburgo, Pedra do Conico [Cônego].;False;;;;;;;-22.318258 , -42.53535;;;;False
B;Herbarium Berolinense;B 10 1021262;4;7214750;Velloziaceae;Barbacenia;brevifolia;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;01/01/1898 - 31/01/1898;False;False;E. Ule;;False;;;;;4616;False;E. Ule. Herbarium Brasiliense.;False;RMS [Renato de Mello-Silva];;False;An Felsengehängen der Pedra do Conico bei Nova-Friburgo. 1400m;False;;;;;;;-22.27893059841188 , -42.55245208740235;;;;False
B;Herbarium Berolinense;B 10 1021259;4;7214750;Velloziaceae;Barbacenia;aurea;;Brasilien;False;;;;Minas Gerais;;;;;;;;24/01/1971 - 24/01/1971;False;False;H. S. Irwin, R. M. Harley, E. Onishi;;False;;;;;29046;False;The New York Botanical Garden,United States National Herbarium;False;;;True;Serra do Espinhaço. Cerrado, sedge meadow (brejo), sandsone outcrops, and gallery forest, ca. 10 km W of Barão de Cocais, gray sandy soil, ca. 1500 m elev.;;False;;;;;;-19.93716498893876 , -43.59679698944092;;;;False
B;Herbarium Berolinense;B 10 1021286;4;7214750;Velloziaceae;Barbacenia;markgrafii;;Brasilien;False;;;;Minas Gerais;;;;;;;;21/02/1969 - 21/02/1969;False;False;H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. da Fonseca;;False;;;;;23673;False;The New York Botanical Garden;False;R. Mello-Silva;;False;Serra do Espinhaço, ca. 18 km west of Grão Mogol. Elev. 950 m. Wet sandy crevices. Sandstone precipices and adjacent cerrado.;False;;;;;;;-16.5594299780522 , -43.075103731825955;;;;False
B;Herbarium Berolinense;B 10 1022585;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Mosambik;;;;False;Zambézia;;;False;;;;;18/02/1905 - 18/02/1905;;;Georges Le Testu;;;;;;;695;;;True;D. J. Harris;;;Nhanjatóbola;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023002;4;7214750;Zingiberaceae;Hedychium;gardnerianum;;Deutschland;True;;;;Sachsen;;;;;;;;01/01/1855 - 31/12/1855;False;False;Poscharsky;;False;;;;;2218;False;J. Ullepitsch;;;;True;H. bot. Dresd., Heimat: Nepal;False;;;;;;;51.0528199583163 , 13.746342658996584;;;;False
B;Herbarium Berolinense;B 10 0385662;4;7214750;Zingiberaceae;Hedychium;gardnerianum;;Vereinigte Staaten von Amerika;False;;;;Hawaii;;;;;;;;01/01/1984 - 31/01/1984;False;False;Otto Degener and Isa Degener;;False;;;;;36,145;False;Degener;False;;;True;Very common weed naturalized in clearings & roadsides. Bird borne seeds germinating in our rainforest garden at 3,800 feet. Volcano.;False;;;;;;;19.424668210405905 , -155.2373313903809;;;;False
B;Herbarium Berolinense;B 10 1022982;4;7214750;Zingiberaceae;Hedychium;coronarium;;Vereinigte Staaten von Amerika;;;;False;Hawaii;;;False;;;;;01/09/1968 - 30/09/1968;;;Otto Degener;;;;;;;31651a;;Otto Degener;;;;True;"Volcano, Hawaii. Naturalized in clearings at 3,800 feet; not widely seed[ed]. distribut[ed]. like H. speciosum.";;False;;;;;;19.465887150424035 , -155.2428817609325;;;;False
B;Herbarium Berolinense;B 10 1022983;4;7214750;Zingiberaceae;Hedychium;coronarium;;Vereinigte Staaten von Amerika;False;;;;Hawaii;;;;;;;;01/09/1968 - 30/09/1968;False;False;Otto Degener;;False;;;;;31651a;False;Otto Degener;False;;;True;Volcano, Hawaii. Naturalized in clearings at 3800 feet;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022979;4;7214750;Zingiberaceae;Hedychium;coronarium;;Vereinigte Staaten von Amerika;False;;;False;Hawaii;;;;;;;;19/08/1972 - 19/08/1972;False;False;T. Herat & B. Hoe;;False;;;;;209;False;;True;;;True;"Oahu, on Hauula mountain range, along foot trail; close to Kahana stream; at 50 ft. elevation. Common.";False;False;;;;;;21.54178286978813 , -157.88024067878726;;;;False
B;Herbarium Berolinense;B 10 1022973;4;7214750;Zingiberaceae;Hedychium;coronarium;;Portugal;;;;False;Açores;;;False;;;;;01/11/1935 - 30/11/1935;;;Baschant;;;;;;;;True;Baschant;;;;True;Furnas, Ponta Delgada;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0650650;4;7214750;Zingiberaceae;Renealmia;alpinia;;Venezuela;False;;;;Sucre;;;;;;;;19/11/2005 - 19/11/2005;False;False;Meier, W. & Mentel, C.;;False;;;;;11837;False;;True;W. Meier;;False;Límite Distritos Bermúdez/Benítez. Península de Paria: al sureste de Carúpano: Cerro La Cerbatana: carretera Maturincito - refugio: montaña al este de Maturincito: remanente de bosque nublade: lado de estación sismica de FUNVISIS. Altitud: 750-800 m s.n.m.;False;;;;;;;10.619737992531531 , -63.18022727966309;;;;False
B;Herbarium Berolinense;B 10 0650654;4;7214750;Zingiberaceae;Renealmia;alpinia;;Venezuela;False;;;;Sucre;;;;;;;;30/09/2005 - 30/09/2005;False;False;Meier, W. & Mentel, C.;;False;;;;;11837;False;;True;W. Meier;;False;Límite Distritos Bermúdez/Benítez. Península de Paria: al sureste de Carúpano: Cerro La Cerbatana: carretera Maturincito - refugio: montaña al este de Maturincito: remanente de bosque nublado: lado estación sismica de FUNVISIS. Altitud: 750-800 m s.n.m.;;False;;;;;;10.617 , -63.183;;;;False
B;Herbarium Berolinense;B 10 1023046;4;7214750;Zingiberaceae;Renealmia;africana;;Togo;False;;;;Plateaux;;;;;;;;01/11/1979 - 30/11/1979;False;False;J. F. Brunel;;False;;;;;6717;False;;True;;;True;Kloto;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023048;4;7214750;Zingiberaceae;Renealmia;africana;;Togo;False;;;;Plateaux;;;;;;;;17/11/1982 - 17/11/1982;False;False;P. A. Schäfer;;;;;;;7695;False;;True;;;True;"Kloto ""campement""; forêt; alt. 620 m";False;;;;;;;6.951774438701621 , 0.5770826339721681;;;;False
B;Herbarium Berolinense;B 10 1023047;4;7214750;Zingiberaceae;Renealmia;africana;;Togo;;;;False;Plateaux;;;False;;;;;01/11/1979 - 30/11/1979;;;Brunel;;;;;;;6717;;;True;;;True;Kloto;;False;;;;;;6.947935 , 0.579546;;;;
B;Herbarium Berolinense;B 10 1023045;4;7214750;Zingiberaceae;Renealmia;africana;;Äquatorialguinea;False;;;;Bioko Sur;;;;;;;;01/11/1911 - 07/11/1911;False;False;J. Mildbraed;;False;;;;;7062;False;;True;F. N. Hepper;;False;Fernando Poo [Bioko]: Musola oberhalb San Carlos (Westküste). Niedriger Wald zwischen M. u. d. Grasland von Moka im Südosten, 6-1200 m.;False;;;;;;;3.4397948 , 8.6207667;;;;False
B;Herbarium Berolinense;B 10 1023044;4;7214750;Zingiberaceae;Renealmia;africana;;Demokratische Republik Kongo;False;;;;;;;True;;;;;01/11/1956 - 30/11/1956;False;False;;;True;;;;;;True;W. Schwabe;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023092;4;7214750;Zingiberaceae;Renealmia;concinna;;Kolumbien;False;;;;Cauca;;;;;;;;08/02/1990 - 08/02/1990;False;False;Thomas B. Croat & Jonathan Watt;;False;;;;;70359;False;;True;P. J. M. Maas;;False;Bajo Calima Region: along the road between Buenaventura-Málaga at km 51.3, deep gorge in virgin forest. Elev. less than 100 m.;False;;;;;;;4.15 , -77.18333333333334;;;;False
B;Herbarium Berolinense;B 10 1023107;4;7214750;Zingiberaceae;Renealmia;jamaicensis;;Dominikanische Republik;False;;;;San José de Ocoa;;;False;;;;;10/07/1998 - 10/07/1998;False;False;J. Gonzáles, D. Taylor & P. Salazar;;False;;;;;1398;False;;True;A. Veloz;;False;"Cordillera Central, límete de las provincias Monseñor Nouel-Peravia, en el firme llamado ""El Diez y Seis"" por la carretera Piedra Blanca-Rancho-Arriba de San José de Ocoa, en un potrero llamado ""Los Helechos"" a.8 km. al sur de carretera y al lado un manaclar, vegetación compuesta de arbusto de Myrsine coriaria, Miconia, helechos, sustrado arcilloso. elev. 1300-1500 m.";;False;;;;;;18.733333333333334 , -70.36666666666666;;;;
B;Herbarium Berolinense;B 10 1023140;4;7214750;Zingiberaceae;Renealmia;stellulata;;Peru;False;;;;Lambayeque;;;;;;;;18/03/1934 - 18/03/1934;False;False;A. Weberbauer;;False;;;;;8035;False;A. Weberbauer;False;P. J. M. Maas;;False;Westhänge der Anden über Cayaltí: Monte seco (Departamento: Lambayeque. Provinz: Chiclayo). Gebüsch, bestehend aus Bäumen und Sträuchern, teils immergrün, teils regengrün. 1100 - 1200 m;False;;;;;;;-6.773460543987 , -79.38308715820314;;;;False
B;Herbarium Berolinense;B 10 1023126;4;7214750;Zingiberaceae;Renealmia;petasites;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;24/09/1920 - 24/09/1920;False;False;W. Patschke;;False;;;;;97;False;;True;P. J. M. & H. Maas;;False;Rio, Tijuca im feuchten Walde, selten, 600 m. ü. M.;False;;;;;;;-22.948988195283505 , -43.236093521118164;;;;False
B;Herbarium Berolinense;B 10 1023182;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Mali;False;;;;Koulikoro;;;;;;;;16/06/1992 - 16/06/1992;False;False;;;True;;;;;276;False;;True;Kai Larsen;;False;Touarella;False;;;;;;;12.397682695006017 , -7.938308715820313;;;;
B;Herbarium Berolinense;B 10 1022705;4;7214750;Zingiberaceae;Alpinia;sp.;;Indonesien;False;;;;Papua;;;;;;;;04/07/1975 - 04/07/1975;False;False;W. Schiefenhövel;;False;;;;;358;False;;True;;;True;Eipomek-Tal: Primärwald unterhalb Flugfeld, ca. 1800 m.;False;;;;;;;-4.4166 , 140.0166;;;;False
B;Herbarium Berolinense;B 10 0140120;4;7214750;Zingiberaceae;Alpinia;sp.;;Papua-Neuguinea;False;;;;Sandaun;;;;;;;;06/09/1994 - 06/09/1994;False;False;Regalado & Katik;;False;;;;;1315;False;;True;;;True;Mt. Stolle, along ridge on the west side of the mountain. Upper montane mossy forest. 2500 m.;False;;;;;;;-4.7833 , 141.6666;;;;False
B;Herbarium Berolinense;B 10 0140101;4;7214750;Zingiberaceae;Amomum;ochreum;;Malaysia;False;;;;Selangor;;;;;;;;06/03/1973 - 06/03/1973;False;False;B. C. Stone;;False;;;;;11088;False;;True;;;True;Selangor (Pahang border) Genting Sempah ridge trail E of main road. Ridge forest. Altitude: 2600 ft.;False;;;;;;;3.3374398508392247 , 101.79420948028564;;;;False
B;Herbarium Berolinense;B 10 1022738;4;7214750;Zingiberaceae;Amomum;sp.;;Thailand;False;;;;Phang Nga(พังงา);;;;;;;;29/04/1974 - 29/04/1974;False;False;Kai Larsen & Supee S. Larsen;;False;;;;;33477;False;;True;;;True;Khao Paw Ta Luang Keo. Evergreen hillside forest 1000 - 1300 m.;False;;;;;;;9.27288888888889 , 98.4925;;;;False
B;Herbarium Berolinense;B 10 1023080;4;7214750;Zingiberaceae;Renealmia;asplundii;;Peru;False;;;;Loreto;;;;;;;;22/10/1924 - 22/10/1924;False;False;G. Tessmann;;False;;;;;4366;False;;True;P. J. M. & H. Maas;;False;Regenwald v. Ostperu, Oberer Marañón, Mündung d. Santiago, 160 m. Flutfreier Hochwald;False;;;;;;;-4.434300726377429 , -77.62733459472658;;;;False
B;Herbarium Berolinense;B 10 1023074;4;7214750;Zingiberaceae;Renealmia;aromatica;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;18/01/1994 - 18/01/1994;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, A. Chanderbali, U. Raghoenandan, V. James;;False;;;;;3264;False;;True;P. J. M. Maas;;False;Rupununi Distr., N of Shea, Camp 1. Savanna, along creek. 190 m;False;;;;;;;2.95 , -59.15;;;;False
