specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;apocynaceae_scientific_name - scientific_name;apocynaceae_scientific_name - species_name_not_in_list;apocynaceae_scientific_name - genus_name_not_in_list;apocynaceae_scientific_name - not_sure;apocynaceae_scientific_name - no_info
B;Herbarium Berolinense;B101127025;10;8501351;Apocynaceae;indet.;sp.;;Swasiland;False;;;;Hhohho;;;;20/02/1999 - 20/02/1999;False;False;D. A. McCallum;;False;773;False;D. A. McCallum;;False;North west of Mbabane, Malolotja Game Reserve. Off serpentine. Climbing up tree at edge of riverine forest.;False;;;True;-26.090481 , 31.112405;;;;False;Riocreuxia torulosa (E.Mey.) Decne.;;;;
B;Herbarium Berolinense;B101127026;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Limpopo;;;;11/02/1964 - 11/02/1964;False;False;J. J. Bos;;False;1296;False;J. J. Bos;;False;Westfalia Estate, near Duiwelskloof, N. Transvaal, ruderal scrubforest edge past McDonalds house. Occasional.;False;;;True;-23.736129 , 30.113222;;;;False;Riocreuxia torulosa (E.Mey.) Decne.;;;;
B;Herbarium Berolinense;B101127027;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;16/01/1937 - 16/01/1937;False;False;D. M. Gemmel [Gemmell];;False;5055;False;;;True;Cape. Ruytersbosch [Ruiterbos], dist. Mossel Bay. Altitude ca 850'. Growing under shade of trees near stream.;False;;;True;-33.945298 , 22.037235;;;;False;Riocreuxia torulosa (E.Mey.) Decne.;;;;
B;Herbarium Berolinense;B101127028;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;;;True;Sim;;;;True;;;True;Kaffraria: King Williamstown;False;;R. Schlechter;False;-32.88731 , 27.417969;;;;False;Riocreuxia torulosa (E.Mey.) Decne.;;;;
B;Herbarium Berolinense;B101127024;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;False;10/03/1912 - 10/03/1912;False;False;H. J. Schlieben;;False;1863;False;;;True;Südl. Ostafrika (Tanganjika). Bez. Mahenge: 900-1000 m. Savanne mit Felsen. Schlinger im Gras.;False;False;;True;;;;;True;Riocreuxia profusa N.E.Br.;;;;
B;Herbarium Berolinense;B101127023;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;10/03/1932 - 10/03/1932;False;False;H. J. Schlieben;;False;1863;False;Anonymous (Mus. Bot. Berol);;False;Südliches Ostafrika. (Tanganjika Terr.). Bezirk Mahenge: Umgebung der Station Mahenge, 900-1000 m ü. M. Savanne mit Felsen. Schlinger im Gras.;False;;;True;-8.6823 , 36.718445;;;;False;Riocreuxia profusa N.E.Br.;;;;
B;Herbarium Berolinense;B101127020;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Gauteng;;;;22/02/1963 - 22/02/1963;False;False;H. J. Schlieben;;False;9591;False;;;True;Transvaal. Near Rietvleidam.;False;;;True;-25.880114 , 28.277472;;;;False;Riocreuxia polyantha Schltr.;;;;
B;Herbarium Berolinense;B101127019;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Gauteng;;;;08/02/1999 - 08/02/1999;False;False;D. A. McCallum;;False;719;False;D. A. McCallum;;False;The Witwatersrand, Krugersdorp District, Swartkop. Ramada Rhino Resort. Alt.: 1700 m. Near Stream. Climbing into bushes.;;False;;True;-26.09 , 27.8;;;;False;Riocreuxia burchellii K.Schum.;;;;
B;Herbarium Berolinense;B101127050;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;18/05/1915 - 18/05/1915;False;False;A. Peter;;False;56996;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Sigital unter Amani, Urwald. c. 550 m ü. M. V.2 Z.1;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.102526 , 38.63285;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127049;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;05/03/1918 - 05/03/1918;False;False;A. Peter;;False;57031;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Sangarawe. V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.1 , 38.583333333333336;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127048;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;24/01/1915 - 24/01/1915;False;False;A. Peter;;False;56992;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, Handeï: Urwald am Sigifluss bei Longuza. c. 450 m ü. M., V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.116182 , 38.691873;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127047;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;05/03/1918 - 05/03/1918;False;False;A. Peter;;False;57031;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: bei Sangerawe. c. 1050 m ü. M., V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.13 , 38.62;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127046;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Pwani;;;False;26/10/1925 - 26/10/1925;;;A. Peter;;;31392;;A. J. M. Leeuwenberg;;;Deutsch-Ost Afrika [sic!], Usaramo: Tal der Pugu-Berge unweit Pugu;;False;A. Peter, Reisen in Afrika 1925/26;;-6.898098 , 39.10504;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127045;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;06/01/1915 - 06/01/1915;False;False;A. Peter;;False;56991;False;A. J. M. Leeuwenberg;;False;D. Ost-Afrika, O Usambara: Urwald am Kwamkujobach bei Amani. c. 700 m ü. M.;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.093633 , 38.641298;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127044;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;06/01/1915 - 06/01/1915;False;False;A. Peter;;False;56991;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: im Kwamkujo-Tal bei Amani. C. 700 m ü. M.;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.105355 , 38.629691;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127042;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;09/12/1916 - 09/12/1916;False;False;A. Peter;;False;57007;False;A. J. M. Leeuwenberg;;False;D. Ost-Afrika, O. Usambara: Gebirgshang zum Luengera-Tal. c. 450 m ü. M., V.- Z.2;False;;A. Peter, Reisen in Afrika;False;-4.910274304851066 , 38.570358753204346;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127043;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;09/12/1916 - 09/12/1916;False;False;A. Peter;;False;57007;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Pori am Gebirgsabhang → das Luengeratal, Landschaft Lussanga. c. 450 m ü. M., Z.2;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.15109 , 38.842827;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127041;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;False;Kilimanjaro;;;;19/02/1914 - 19/02/1914;False;False;A. Peter;;False;56979;False;A. J. M. Leeuwenberg;;False;"D Ost Afrika, Maissteppe beim Fluss Kikuletwa: an der ""Gottesbrücke"" (= alanga langop).";;False;A. Peter, Reisen in Afrika 1913-1919;False;-3.4437485 , 37.1938275;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127040;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;02/04/1914 - 02/04/1914;False;False;A. Peter;;False;56981;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Sägemühle Mnyussi [Mnyusi].;False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.22431682294234 , 38.58074426651002;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127039;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;21/06/1914 - 21/06/1914;False;False;A. Peter;;False;56990;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Berg Kulumuzi über Sigi. 700 m. ü. M.;False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.099626240245079 , 38.64264965057374;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127037;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;03/05/1914 - 03/05/1914;False;False;A. Peter;;False;55509;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, Usambara, Urwald Amani → Derema. c. 700 m ü. M.;False;;A. Peter, Reisen in Afrika;False;-5.094524146556044 , 38.64090085029603;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127038;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;03/05/1914 - 03/05/1914;False;False;A. Peter;;False;55509;False;A. J. M. Leeuwenberg;;False;Deutsch-Ost Afrika, Usambara: Urwald Amani - Derema. c. 700 m ü. M.;;False;A. Peter, Reisen in Afrika;False;-5.091006107681136 , 38.64108324050904;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127036;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;17/11/1917 - 17/11/1917;False;False;A. Peter;;False;57025;False;A. J. M. Leeuwenberg;;False;D Ost Afrika, O Usambara: Sigi → Pandeni. c. 450 m ü. M., V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.043237751373696 , 38.68303298950196;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127034;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;;;;True;23/11/1925 - 23/11/1925;False;False;A. Peter;;False;32416;False;A. J. M. Leeuwenberg;;False;Deutsch-Ost Afrika [sic!], Mkata: Uferwald des Mkata Flusses, am Wasser. c. 430 m ü. M.;False;;A. Peter, Reisen in Afrika;False;;;;;True;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127035;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;23/11/1925 - 23/11/1925;False;False;A. Peter;;False;32416;False;A. J. M. Leeuwenberg;;False;Deutsch-Ost Afrika [sic!], Mkata: Uferwald des Mkata Flusses, am Wasser. c. 430 m ü. M.;False;;A. Peter, Reisen in Afrika 1925/26;False;-6.95181 , 37.20706;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127081;10;8501351;Apocynaceae;indet.;sp.;;Guinea;False;;;;Kankan;;;;;;True;M. G. Paroisse;;False;19;False;F. J. H. van Dilst;;False;Bords du Niger, près Kouroussa;False;;;True;10.650083 , -9.883705;;;;False;Saba senegalensis (A.DC.) Pichon;;;;
B;Herbarium Berolinense;B100048086;10;8501351;Apocynaceae;indet.;sp.;;Senegal;False;;;;Ziguinchor;;;;17/07/1991 - 17/07/1991;False;False;C. Vanden Berghen;;False;9440;False;;;True;Basse-Casamance. Enampor. Alt.: 3m. Boqueteau;False;;;True;12.518255 , -16.44667;;;;False;Saba senegalensis (A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101127082;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;;;;False;Bazèga;;;False;25/01/1980 - 25/01/1980;;;L. Aké Assi;;;15104;False;;;True;Haute Volta. Kombissiri;;False;;True;12.069907 , -1.339254;;;;;Saba senegalensis (A. DC.) Pichon;;;;
B;Herbarium Berolinense;B101127083;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;False;Zanzan;;;;29/01/1964 - 29/01/1964;;False;R. A. A. Oldeman;;False;926;False;G. J. H. Amshoff;;False;Bouna National Park [Comoé], aerodrome of Ouango-Fitini.;;False;;True;9.28168 , -3.01023;;;;False;Saba senegalensis (A. DC.) Pichon;;;;
B;Herbarium Berolinense;B101127084;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;;Zanzan;;;;27/02/1962 - 27/02/1962;False;False;J. J. F. E. de Wilde and A. J. M. Leeuwenberg;;False;3471;False;G. J. H. Amshoff;;False;West Africa. Bouna Wildlife Reserve, northwestern corner. Touristic-camp near Ouangofétini. Burned orchard savannah.;False;;;True;9.565685 , -4.049459;;;;False;Saba senegalensis (A. DC.) Pichon;;;;
B;Herbarium Berolinense;B101127085;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;;;;False;Yatenga;;;False;07/06/1962 - 07/06/1962;;;A. J. M. Leeuwenberg;;;4384;False;G. J. H. Amshoff;;;Upper Volta. Ziga, 20 Km S. of Ouahigouya. Alt.: 350 m. Very open woodland. 80 % bare soil.;;False;;True;13.417706 , -2.307816;;;;;Saba senegalensis var. glabriflora (Hua) Pichon;;;;
B;Herbarium Berolinense;B100013132;10;8501351;Apocynaceae;indet.;sp.;;Mali;;;;False;Sikasso;;;False;05/01/1994 - 05/01/1994;;;R. Ehrich;;;571;;R. Ehrich;;;Galeriewald bei Farako;;False;;True;11.36073 , -6.581032;;;;;Saba florida (Benth.) Bullock;;;;
B;Herbarium Berolinense;B100013133;10;8501351;Apocynaceae;indet.;sp.;;Mali;False;;;;Ségou;;;;05/01/1994 - 05/01/1994;False;False;R. Ehrich;;False;571;False;R. Ehrich;;False;Galeriewald bei Farako;False;;;True;13.4101042 , -6.3885491;;;;False;Saba florida (Benth.) Bullock;;;;
B;Herbarium Berolinense;B100684507;10;8501351;Apocynaceae;indet.;sp.;;Mali;False;;;;Ségou;;;;05/01/1994 - 05/01/1994;False;False;R. Ehrich;;False;571;False;;;True;Galeriewald bei Farako;False;False;Regina Ehrich;False;13.4333333 , -6.35;;;;False;Saba florida (Benth.) Bullock;;;;
B;Herbarium Berolinense;B101127080;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Bas-Congo;;;False;01/02/1949 - 28/02/1949;False;False;L. Toussaint;;False;814;False;;;True;Leopoldville, Gimbi, route de Seke Banza, lisière savane et forêt remaniée;False;False;;True;-5.549444444444444 , 13.406666666666666;;;;;Saba comorensis var. florida (Benth.) Pichon;;;;
B;Herbarium Berolinense;B101127079;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Tshopo;;;;23/02/1939 - 23/02/1939;;;J. Louis;;;13793;;;;True;Congo belgica: Yangambi. Alt. ± c/170 m;;False;;True;0.7658281 , 24.4733629;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127078;10;8501351;Apocynaceae;indet.;sp.;;Kamerun;False;;;;Centre;;;;08/12/1963 - 08/12/1963;False;False;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;1411;False;A. J. M. Leeuwenberg;;False;"Ca. 4 KM. NW. of N'Kolbisson, ca. 12 KM. W. of Yaoundé. Alt.: ca. 750 m. Extended granitic rock formation, dry and very sunny; margins growed with shrubs and rather xerophytic herbs. Crevices with reddish loam soil.";False;;;True;3.810699 , 11.363198;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127077;10;8501351;Apocynaceae;indet.;sp.;;Ghana;False;;;;Central;;;;06/10/1978 - 06/10/1978;False;False;A. A. Enti;;False;FE-1857;False;A. A. Enti;;False;Awutu-Cape Coast Road. In scrub forest.;False;;;True;;;;;True;Saba florida (Benth.) Bullock;;;;
B;Herbarium Berolinense;B101127076;10;8501351;Apocynaceae;indet.;sp.;;Komoren;False;;;;Mohéli;;;;13/11/1970 - 13/11/1970;False;False;H. Jacquemin;;False;864-J;False;Markgraf;;False;Ile de Moheli. Forêt au bord du lac de cratère Dziani Boundouni;False;;;True;-12.379016 , 43.848036;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B100349305;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Kilimanjaro;;;;02/07/2009 - 02/07/2009;False;False;A. Hemp;;False;5068;False;A. Hemp;;False;Namvi river valley, South Kilimanjaro, Hai district, T2. Altitude (m) 1050. Riverine forest rel 1541;False;;;True;-3.307695 , 37.227192;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127075;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;;Lagos;;;;01/01/1893 - 31/12/1893;False;False;Rowland;;False;;True;F. J. H. van Dilst;;False;Interior, Western Lagos;False;;;True;6.557379 , 3.283774;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127074;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;False;Équateur;;;;01/01/1930 - 31/12/1930;False;False;Lebrun;;False;846;False;F. J. H. van Dilst;;False;Eala (Congo belge);False;;;True;0.055257 , 18.30932;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127073;10;8501351;Apocynaceae;indet.;sp.;;Guinea;False;;;False;;;;True;01/01/1937 - 31/12/1937;False;False;H. Scaëtta;;False;3347;False;F. J. H. van Dilst;;False;Guinée;;False;;True;;;;;True;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127072;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Équateur;;;False;01/09/1946 - 30/09/1946;False;False;J. Léonard;;False;682;False;F. J. H. van Dilst;;False;lac Tumba, île Elua. Bord de l'île;False;;;True;-0.8 , 18.0;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127071;10;8501351;Apocynaceae;indet.;sp.;;Benin;False;;;;;;;True;10/03/1901 - 10/03/1901;True;;Eugène Poisson;;False;;True;F. J. H. van Dilst;;False;Dahomey;;False;;True;;;;;True;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127070;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;False;Kwara;;;False;01/12/1949 - 01/12/1949;;;R. D. Meikle;;False;673;False;F. J. H. van Dilst;;False;Ilorin Division: By Oshin R. on Ilorin - Jebba road. Climbing over Diospyros in riverine scrub. A characteristic member of riparian communities in the Guinea zone.;;False;;True;9.04268 , 4.80713;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B100480173;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;;Bauchi;;;;22/11/1970 - 22/11/1970;False;False;C. Geerling;;False;3357;False;F. J. H. van Dilst;;False;Yankari Game Reserve, Gaji river, 3 miles S of Wikki. Fringing forest.;False;;;True;9.7166667 , 10.533333333333333;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127069;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Kara;;;;16/10/1977 - 16/10/1977;False;False;H. Ern, B. Leuenberger, H. Scholz, U. Scholz et W. Schwarz;;False;1868;False;A. J. M. Leeuwenberg;;False;(West-Afrika) Région Centrale. Faille d'Aledjo, Waldrand;False;;;True;9.2833333 , 1.2166666666666668;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127068;10;8501351;Apocynaceae;indet.;sp.;;Togo;;;;False;Kara;;;False;16/10/1977 - 16/10/1977;False;;H. Ern, B. Leuenberger, H. Scholz, U. Scholz et W. Schwarz;;;1868;False;A. J. M. Leeuwenberg;;False;(West-Afrika) Région Centrale. Faille d'Aledjo, Waldrand;;False;;True;9.2833333 , 1.2166666666666668;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127067;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Plateaux;;;;29/11/1977 - 29/11/1977;False;False;H. Ern;;False;2550;False;A. J. M. Leeuwenberg;;False;Zone III. 2 km westl. Avété (südl. Atakpamé). Brachen und Sekundärgebüsch in mehr oder weniger feuchter Senke mit Ölpalmen-Kulturen;;False;;True;7.472942670118671 , 1.1492704015630342;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127066;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Région Maritime;;;;01/12/1978 - 31/12/1978;False;False;Brunel + Heitz;;False;5958;False;A. J. M. Leeuwenberg;;False;Kovie de Tchanba;True;;;True;6.337295 , 1.108501;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127056;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;False;10/05/1906 - 10/05/1906;;;Zimmermann;;;;True;F. J. H. van Dilst;;False;D Ost Afrika, O Usambara: Sigital.;;False;A. Peter, Reisen in Afrika 1913/19;;-5.115667 , 38.691698;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127065;10;8501351;Apocynaceae;indet.;sp.;;Mosambik;False;;;;Sofala;;;;27/09/1925 - 27/09/1925;False;False;A. Peter;;False;31114;False;F. J. H. van Dilst;;False;Beira, in Manga auf Sandboden.;False;;A. Peter, Reisen in Afrika 1925/26;False;-19.828707 , 34.841782;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127063;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;18/08/1915 - 18/08/1915;;;A. Peter;;False;56997;False;F. J. H. van Dilst;;False;D Ost Afrika, O Usambara: Waldreste am Lutindi → Mwembamba. C. 800 m ü. M. V.1 Z.2;;False;A. Peter, Reisen in Afrika 1913-1915;;-5.075726402218909 , 38.350353240966804;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127064;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;False;Tanga;;;;18/08/1915 - 18/08/1915;False;False;A. Peter;;False;56997;False;F. J. H. van Dilst;;False;D Ost Afrika, O Usambara. Waldreste am Lutindi → Mwembamba. c. 800  m ü. M., V.1 Z.2;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.077661 , 38.373221;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127062;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Kilimanjaro;;;;01/11/1915 - 01/11/1915;False;False;A. Peter;;False;57000;False;F. J. H. van Dilst;;False;D Ost Afrika, Nord Paregebirge: Njata → Usangi. c. 850 m ü. M., V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913-1915;False;-3.758833 , 37.691146;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127060;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;12/12/1916 - 12/12/1916;False;False;A. Peter;;False;57008;False;F. J. H. van Dilst;;False;D Ost Afrika, O Usambara: Magunga → Kwagunda im Luengeratal. c. 400 m ü. M., V.2 Z.1;;False;A. Peter, Reisen in Afrika 1913/16;;-5.138809 , 38.484821;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127059;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;12/12/1916 - 12/12/1916;;;A. Peter;;;57008;;F. J. H. van Dilst;;False;D-Ost Afrika, O. Usambara: Magunga - Kwagunda im Lucogeratal. c. 400 m ü. M.;;False;A. Peter, Reisen in Afrika;;-5.160581 , 38.506783;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127061;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;;;True;A. Peter;;;57008;;F. J. H. van Dilst;;;D Ost-Afrika, O Usambara. Magunga → Kwa;;False;A. Peter, Reisen in Afrika;;-5.150272941848986 , 38.56527328491212;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127057;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;01/01/1903 - 31/01/1903;;;Zimmermann;;;254;;F. J. H. van Dilst;;False;D. O. Africa, Amani, Urwald, überall, c. 900 m.;;False;;True;-5.101806 , 38.63428;;;;False;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127058;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;26/02/1932 - 26/02/1932;False;False;H. J. Schlieben;;False;1835;False;F. J. H. van Dilst;;False;Tanganjika Terr., Bezirk Mahenge: Plateau ca. 900 m. Parklandschaft m. Felsgruppen, Liane über Felsen;False;;;True;;;;;True;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127055;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Mwanza;;;False;11/07/1953 - 11/07/1953;;;R. Tanner;;;1585;;F. J. H. van Dilst;;False;Tanganyika: Nyamizege, Mzinze. Lake Prov. Alt. 3800 ft.;;False;;True;-2.6021598 , 32.5964358;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127054;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;12/07/1953 - 12/07/1953;;;R. B. Drummond and J. H. Hemsley;;;3256;;F. J. H. van Dilst;;;Tanganyika: Kigombe beach, 7 miles N.E. of Pangani. Coastal forest.;;False;;True;-5.298773 , 39.060071;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127053;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;;;;;13/08/1950 - 13/08/1950;False;False;A. A. Bullock;;False;3152;False;F. J. H. van Dilst;;False;Tanganyika. Labilo mshito. Alt. 4600 ft. Among trees along dry watercourse.;False;;;True;;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B101127052;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Pwani;;;False;29/09/1966 - 29/09/1966;False;False;B. J. Harris;;False;409;False;A. J. M. Leeuwenberg;;False;90 miles S. of DSM. on Kilwa road. Altitude. 800 ft.;False;;;True;-7.7573257252939865 , 38.956149618845764;;;;;Saba comorensis (Bojer) Pichon;;;;
B;Herbarium Berolinense;B100013130;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;03/11/1984 - 03/11/1984;False;False;I. Friis, M. G. Gilbert & K. Vollesen;;False;3730;False;;;True;Bale A. Region: 25 km south of Dolo Menna (Masslo), at the River Welmel (Wemen). 1150 m a.s.l. Riverine vegetation with Adina microcephala, Tamarix indica, and Ficus sycomorus ssp. sycomorus.;False;;;True;6.2333333 , 39.766666666666666;;;;False;Saba comorensis (Bojer) Pichon;;;;
