specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;aizoaceae_scientific_name - scientific_name;aizoaceae_scientific_name - species_name_not_in_list;aizoaceae_scientific_name - genus_name_not_in_list;aizoaceae_scientific_name - no_info;aizoaceae_scientific_name - not_sure
B;Herbarium Berolinense;B101071768;9;8501354;Aizoaceae;indet.;sp.;;;;;;True;;;;True;;;True;Eckl. [Ecklon];;;;True;M. Gerbaulet;;False;;;True;R. Schlechter;False;;;;;True;Aridaria noctiflora subsp. defoliata (Haw.) Gerbaulet;;;;
B;Herbarium Berolinense;B101071767;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Berlin;;;;15/09/1911 - 15/09/1911;False;False;H. Strauß;;False;;True;M. Gerbaulet;;False;h. Dahlem [Wildherkunft Kapland];False;;;True;;;;;True;Aridaria noctiflora subsp. defoliata (Haw.) Gerbaulet;;;;
B;Herbarium Berolinense;B101071765;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;21/10/1922 - 21/10/1922;False;False;Dinter;;False;3639;False;M. Gerbaulet;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071766;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;20/08/1922 - 31/08/1922;;;Dinter;;;3639;False;H. -Chr. Friedrich;;False;Drachenberg;False;;;True;-27.086734187277134 , 15.417079925537111;;;;;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071764;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;21/10/1922 - 21/10/1922;False;False;Dinter;;False;3639;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071762;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;10/01/1910 - 10/01/1910;False;False;Dinter;;False;1049;False;M. Gerbaulet;;False;Aus Höhe ü. d. M.: 1400 m.;False;;;True;-26.664342 , 16.259429;;;;False;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071763;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;01/07/1818 - 31/07/1818;False;False;;;True;;True;;;True;Colonia Ehb.;False;;Sehlmeyer;;;;;;True;Mesembryanthemum noctiflorum L.;;;;
B;Herbarium Berolinense;B101071761;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;11/10/1989 - 11/10/1989;False;False;W. Greuter;;False;21643;False;;;True;Namaqualand: 25 km E. of Springbok along the road to Pofadder, alt. 980 m. Sandy gravelly granitic slopes along the road.;False;;;True;-29.585128 , 18.106495;;;;False;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071760;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Hardap;;;;30/09/1937 - 30/09/1937;False;False;H. u. E. Walter;;False;138;False;Klak;;False;S.W.A. Voigtsgrund, Tsulrivier, Kalktuffterrasse;False;;H. u. E. Walter;False;-24.8242722 , 17.162576425391514;;;;False;Aridaria noctiflora (L.) Schwantes;;;;
B;Herbarium Berolinense;B101071783;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Berlin;;;;14/07/1911 - 14/07/1911;False;False;H. Strauß;;False;;True;A. P. Dold;;False;[Wildherkunft Kapland. (La Mortola)] h.Dahlem;False;;;True;;;;;True;Bergeranthus vespertinus (Berger) Schwantes;;;;
B;Herbarium Berolinense;B101071781;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;01/08/1908 - 31/08/1908;False;False;Misses M. Daly + E. Cherry;;False;997;False;A. P. Dold;;False;Hill at back of Botanic Gardens Grahamstown;False;;;True;-33.31739 , 26.521358;;;;False;Bergeranthus scapiger (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101071782;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;13/07/1911 - 13/07/1911;;;H. Strauß;;False;;True;A. P. Dold;;False;h. Dahlem [Wildherkunft Kapland];False;;;True;;;;;True;Bergeranthus scapiger (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101071780;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;Eckl. & Zeyh. [Ecklon & Zeyher];;False;1980;False;A. P. Dold;;False;;;True;R. Schlechter;False;;;;;True;Bergeranthus multiceps (Salm-Dyck) Schwantes;;;;
B;Herbarium Berolinense;B101071779;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Z. [Zeyher];;False;2577;False;A. P. Dold;;False;;;True;;True;;;;;True;Bergeranthus multiceps (Salm-Dyck) Schwantes;;;;
B;Herbarium Berolinense;B101071778;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Ecklon und Zeyher;;False;85;False;;;True;Kapland;False;;Treviranus;False;;;;;True;;;;;
B;Herbarium Berolinense;B101071777;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;01/07/1912 - 31/07/1912;;;R [Range];;;1585;False;H. Ch. Friedrich;;False;Deutsch Südwest-Afrika. Hohenfels am Wege [...?], Höhe ü. d. M.: 50 m;;False;;True;-28.519403594567574 , 16.60892486572266;;;;;Astridia speciosa L.Bolus;;;;
B;Herbarium Berolinense;B101071776;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;;;True;E. Rusch;;False;8394;False;H.-Chr. Friedrich;;False;Kahano Mine;True;;;True;-22.51667 , 14.98333;;;;False;Astridia speciosa L.Bolus;;;;
B;Herbarium Berolinense;B101071775;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;06/12/1934 - 06/12/1934;False;False;Dinter;;False;8186;False;H.-Chr. Friedrich;;False;Kahanstal;False;;;True;-28.052 , 16.871;;;;;Astridia hallii L.Bolus;;;;
B;Herbarium Berolinense;B100277058;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;16/09/1922 - 16/09/1922;False;False;Dinter;;False;3792;False;H. F. Glen;;;Klingh[ardt]-Gebirge;;False;;True;;;;;True;Lampranthus hoerleinianus (Dinter) Friedrich;;;;
B;Herbarium Berolinense;B101071774;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;;;True;Dinter;;False;8395;False;H.-Chr. Friedrich;;False;Kahanstal;False;;;True;-28.061526682556526 , 16.87088012695313;;;;False;Astridia alba (L.Bo I.) L.Bolus;;;;
B;Herbarium Berolinense;B101071159;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;28/11/1958 - 28/11/1958;False;False;R. Seydel;;False;1678;False;S. M. Pierce;;False;Südwest-Afrika. Äußere Namib-Nebelwüste (Walter) bis in Strandnähe in gr. Beständen. Bei Jakalspütz.;False;;R. Seydel;False;-22.191139 , 14.312543;;;;False;Brownanthus kuntzei (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071160;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;28/11/1958 - 28/11/1958;False;False;R. Seydel;;False;1678;False;V. Bittrich;;False;Äußere Namib, Nebelwüste (Walter) bis in Strandnähe in gr. Beständen. Bei Jakalspütz [Jakkalsputz];False;;R. Seydel;False;-22.1908873 , 14.3090124;;;;False;Brownanthus kuntzei (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071158;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Kunene;;;;04/03/1909 - 04/03/1909;False;False;H. H. W. Pearson;;False;3365;False;S. M. Pierce;;False;Damaraland. Common in narrow ravines of the Khan River valley near Welwitsch;;False;;True;-20.374471 , 14.961126;;;;False;Brownanthus kuntzei (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071157;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;09/11/1983 - 09/11/1983;False;False;B. Leuenberger, Th. Raus et Ch. Schiers;;False;3332;False;;;True;Bezirk Swakomund, 13 km S Hentiesbaai. Sandige Küstenebene.;False;;;True;-22.212516913414497 , 14.332867632711524;;;;False;Psilocaulon kuntzei (Schinz) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101071156;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;29/10/1983 - 29/10/1983;;;B. Leuenberger, Th. Raus et Ch. Schiers;;;3212;;S. M. Pierce;;;Bezirk Lüderitz, 35 km N von Rosh Pinah (an der Strasse nach Aus) , 2-4 km westlich der Strasse. Sandige Ebene mit Pentzia sp.;;False;;True;-27.2873 , 16.4975;;;;;Brownanthus kuntzei (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071152;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;15/09/1923 - 15/09/1923;False;False;Dinter;;False;4938;False;S. M. Pierce;;False;Kl.-Karas;False;;;True;-27.571431 , 18.098923;;;;False;Brownanthus ciliatus subsp. schenckii (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071153;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;15/09/1923 - 15/09/1923;;;Dinter;;;4938;;H.-Chr. Friedrich;;;Klein-Karas;;False;;True;-27.570656 , 18.1107;;;;;Psilocaulon ciliatum (Aiton) Friedrich;;;;
B;Herbarium Berolinense;B101071151;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1989 - 10/10/1989;False;False;W. Greuter;;False;21619;False;S. M. Pierce;;False;4 km NE of Pofadder along the road to Onseepkans, alt 900 m. Sandy to gravelly colluvions at the road margin.;False;;;True;-29.10357673477438 , 19.411811828613285;;;;False;Brownanthus ciliatus (Aiton) Schwantes;;;;
B;Herbarium Berolinense;B101071150;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;31/03/1953 - 31/03/1953;;;H. u. E. Walter;;;2359;;S. M. Pierce;;;Südwestafrika. Vor Karasburg, Bezirk Warmbad, auf Sandfläche;False;;H. u. E. Walter;;-28.442637 , 18.734581;;;;;Brownanthus ciliatus subsp. schenckii (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071149;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;20/10/1922 - 29/10/1922;;;Dinter;;False;3642;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Psilocaulon ciliatum (Aiton) Friedrich;;;;
B;Herbarium Berolinense;B101071148;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;21/10/1922 - 21/10/1922;False;False;Dinter;;False;3642;False;S. M. Pierce;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Brownanthus ciliatus subsp. schenckii (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071147;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;09/01/1910 - 09/01/1910;False;False;Dinter;;False;1048;False;S. M. Pierce;;False;Garub;False;;;True;-26.5915829 , 15.9178404;;;;False;Brownanthus ciliatus subsp. schenckii (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071146;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;02/12/1908 - 02/12/1908;False;False;H. H. W. Pearson;;False;3687;False;S. M. Pierce;;False;Karroo. Sand between Gansfontein + Pappekuil. 1000 ft.;False;;;True;-33.81666666666667 , 20.683333333333334;;;;False;Brownanthus ciliatus (Aiton) Schwantes;;;;
B;Herbarium Berolinense;B101071143;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;;;;True;10/05/1913 - 10/05/1913;True;False;Range;;False;1736;False;S. M. Pierce;;False;;;True;;True;;;;;True;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071144;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;07/05/1913 - 07/05/1913;False;False;A. Engler;;False;6793;;S. M. Pierce;;False;Namabezirk: Tschirub-Granitsand, um 1300 m ü. M.;;False;;True;-26.726007 , 16.014502;;;;False;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071142;9;8501354;Aizoaceae;indet.;sp.;;Namibia;True;;;;Khomas;;;;;;True;[Dinter];;False;;True;S. M. Pierce;;False;cult. Lichtenstein;False;;;True;;;;;True;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071141;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;08/05/1913 - 10/05/1913;False;False;A. Engler;;False;6828;False;S. M. Pierce;;False;Deutsch-Südwestafrika. Namabezirk: Lüderitzbucht - Granitklippen. 50 - 10 m ü. M. mit Zygophythum;False;;;True;-26.639316 , 15.152664;;;;False;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071140;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/03/1907 - 31/03/1907;False;False;Range;;False;216;False;S. M. Pierce;;False;Kububer Fläche. Sandboden der Fläche. Höhe ü. d. M.: 1500 m;False;;;True;-26.733333333333334 , 16.283333333333335;;;;False;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071136;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;23/07/1929 - 23/07/1929;False;False;Dinter;;False;6545;False;S. M. Pierce;;False;Fläche n-ö. d. Buchuberge;False;;;True;-27.895882 , 15.931748;;;;False;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071137;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;23/07/1929 - 23/07/1929;False;False;Dinter;;False;6545;False;H.-Chr. Friedrich;;False;Sandiglehmige Fläche östl. der Buchuberge;False;;;True;-27.897578 , 15.936081;;;;False;Psilocaulon schlichtianum (Sond.) Schwantes;;;;
B;Herbarium Berolinense;B101071138;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;10/09/1922 - 10/09/1922;False;False;Dinter;;False;3648;False;S. M. Pierce;;False;Brackiger Dünensand, Buntfeldschuh;;False;;True;-27.51345 , 15.54136;;;;;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071134;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;06/06/1929 - 06/06/1929;;;Dinter;;;6423;;S. M. Pierce;;;Pomona;;False;;True;-27.195354 , 15.282377;;;;;Brownanthus arenosus (Schinz) Ihlenf. & Bittrich;;;;
B;Herbarium Berolinense;B101071135;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;06/06/1929 - 06/06/1929;False;False;Dinter;;False;6423;False;H.-Chr. Friedrich;;False;Pomona;False;;;True;-27.193871 , 15.282873;;;;False;Psilocaulon schlichtianum (Sond.) Schwantes;;;;
B;Herbarium Berolinense;B101071178;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;;;;True;;;True;Dinter;;False;6485;False;H.-Chr. Friedrich;;;;;True;;True;;;;;True;Psilocaulon pillansii (L.Bolus) Friedrich;;;;
B;Herbarium Berolinense;B101071171;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6420;False;S. M. Pierce;;False;Pomona;False;;;True;-27.200879 , 15.27986;;;;False;Brownanthus namibensis (Marloth) Bullock;;;;
B;Herbarium Berolinense;B101071172;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6420;False;S. M. Pierce;;False;Pomona;False;;;True;-27.201291 , 15.284193;;;;False;Brownanthus marlothii (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101071173;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6420;False;H.-Chr. Friedrich;;False;Pomona;False;;;True;-27.200965 , 15.280634;;;;False;Psilocaulon namibense (Marloth) Friedrich;;;;
B;Herbarium Berolinense;B101071170;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/01/1929 - 31/01/1929;False;False;Dinter;;False;6002;False;S. M. Pierce;;False;L'b [Lüderitzbucht] am Nautilus;False;;;True;-26.638732 , 15.152485;;;;False;Brownanthus namibensis (Marloth) Bullock;;;;
B;Herbarium Berolinense;B101071169;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/01/1929 - 31/01/1929;False;False;K. Dinter;;False;6002;False;H.-Chr. Friedrich;;False;Lüderitzbucht;False;;;True;-26.637666 , 15.151484;;;;False;Psilocaulon namibense (Marloth) Friedrich;;;;
B;Herbarium Berolinense;B101071168;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6419;False;S. M. Pierce;;False;Pomona;False;;;True;-27.201942 , 15.28487;;;;False;Brownanthus marlothii (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101071167;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6419;False;H.-Chr. Friedrich;;False;Pomona;False;;;True;-27.20213 , 15.285231;;;;False;Psilocaulon marlothii (Pax) Friedrich;;;;
B;Herbarium Berolinense;B101071166;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;17/06/1929 - 17/06/1929;False;False;Dinter;;False;6419;False;H.-Chr. Friedrich;;False;Pomona;False;;;True;-27.201541 , 15.285246;;;;False;Psilocaulon marlothii (Pax) Friedrich;;;;
B;Herbarium Berolinense;B101071165;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;12/10/1922 - 12/10/1922;;;Dinter;;;4080;;S. M. Pierce;;;Lüderitzbucht;;False;;True;-26.66508852924967 , 15.155296325683596;;;;;Brownanthus marlothii (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101071164;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;01/01/1907 - 31/01/1907;;;Range;;;191;;H.-Chr. Friedrich;;;Lbucht [Lüderitzbucht], Felsflora, Höhe ü. d. M.: 0-100 m;;False;;True;-26.673245261987127 , 15.150318145751953;;;;;Psilocaulon marlothii (Pax) Friedrich;;;;
B;Herbarium Berolinense;B101071163;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;;;True;Dinter;;False;;True;S. M. Pierce;;False;Lüderitzbucht;False;;;True;-26.638237 , 15.152712;;;;False;Brownanthus marlothii (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101071162;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;04/11/1983 - 04/11/1983;False;False;B. Leuenberger, Th. Raus et Ch. Schiers;;False;3317;False;S. M. Pierce;;False;Bezirk Lüderitz, Lüderitzbucht, Hügel an den zur Großen Bucht und zur Kartoffelbucht. Quarzreiche Gesteinsfluren mit Sukkulenten. Strassen;False;;;True;-26.638344 , 15.152496;;;;False;Brownanthus marlothii (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101071211;9;8501354;Aizoaceae;indet.;sp.;;Australien;False;;;;South Australia;;;;27/01/1969 - 27/01/1969;False;False;J. Z. Weber;;False;1553;False;;;True;Fleurieu Peninsula. Victor Harbour, mouth of River Inman, on beach sand.;False;False;;True;-35.561684 , 138.6129;;;;False;Carpobrotus rossii (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B100345045;9;8501354;Aizoaceae;indet.;sp.;;Australien;False;;;;New South Wales;;;;08/03/2006 - 08/03/2006;False;False;Weber;;False;;True;B. Leuenberger;;False;Strand Pazifikküste Iluka, Woody Head;False;;;True;-29.3636 , 153.3642;;;;False;Carpobrotus glaucescens (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101071208;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;01/05/1818 - 31/05/1818;False;False;;;True;;True;;;True;Colonia. E h b. [Aus dem botanischen Garten Köln];False;;Sehlmeyer;False;;;;;True;Mesembryanthemum edule L.;;;;
B;Herbarium Berolinense;B101071210;9;8501354;Aizoaceae;indet.;sp.;;Australien;False;;;;South Australia;;;;28/11/1971 - 28/11/1971;False;False;Hj. Eichler;;False;21439;False;;;True;St. Vincent Gulf. Hallett Cove (19 km SSW of Adelaide G. P. O.) At the coast, in sand.;False;;Hansjoerg Eichler;False;-35.074350217449606 , 138.4954118728638;;;;False;Carpobrotus edulis (L.) L.Bolus, 1927;;;;
B;Herbarium Berolinense;B101071207;9;8501354;Aizoaceae;indet.;sp.;;Australien;False;;;;South Australia;;;;27/04/1951 - 27/04/1951;False;False;Kaspiew;;False;1118;False;;;True;Adelaide;False;;;True;-34.9281805 , 138.5999312;;;;False;Carpobrotus N.E.Br.;;;;
B;Herbarium Berolinense;B101071206;9;8501354;Aizoaceae;indet.;sp.;;Tunesien;False;;;;Sousse;;;;01/03/1981 - 30/04/1981;False;False;M. Meyer;;False;;True;B. Leuenberger;;False;Sousse, Sandstrand;False;;;True;35.826575 , 10.615053;;;;False;Carpobrotus edulis (L.) N.E.Br.;;;;
B;Herbarium Berolinense;B101071205;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;;;;True;;;True;Eckl. & Zeyh. [Ecklon & Zeyher];;False;;True;;;True;;;True;R. Schlechter;False;;;;;True;Mesembryanthemum edule L.;;;;
B;Herbarium Berolinense;B101071204;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;False;Eastern Cape;;;;01/07/1908 - 31/07/1908;False;False;Misses M. Daly + E. Cherry;;False;1029;False;;;True;Goodwin's Kloof near Grahamstown [Makhanda];False;;;True;-33.309738 , 26.494737;;;;False;Mesembryanthemum edule L.;;;;
B;Herbarium Berolinense;B101071203;9;8501354;Aizoaceae;indet.;sp.;;Israel;False;;;;מחוז ירושלים(Jerusalem);;;;15/05/1912 - 15/05/1912;False;False;Fred. S. Meyers et J. E. Dinsmore;;False;7524;False;H. F. Glen;;False;Palestina. Jerusalem, Alt. 800 m.;False;;J. Bornmüller;False;31.767828 , 35.21301;;;;False;Carpobrotus edulis (L.) L.Bolus, 1927;;;;
B;Herbarium Berolinense;B101071209;9;8501354;Aizoaceae;indet.;sp.;;Portugal;False;;;;Leiria;;;;15/05/1965 - 15/05/1965;False;False;;;True;;True;;;True;Porto San Martinho [São Martinho do Porto];False;;Kurt Faber;False;39.51946175 , -9.119705861229583;;;;False;Mesembryanthemum edule L.;;;;
B;Herbarium Berolinense;B101071202;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;04/05/1888 - 04/05/1888;True;False;F. Bachmann;;False;499;False;H. F. Glen;;False;Steinige Stellen am Strande b. Pt. Grosv[enor];False;;;True;-31.375 , 29.9075;;;;False;Carpobrotus dimidiatus (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101071201;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;KwaZulu-Natal;;;;09/11/1911 - 09/11/1911;False;False;H. Rudatis;;False;1493;;H. F. Glen;;;Winkle Spruit, Durban City, Primäre Dünen, Höhe ü. d. M.: ca. 5 m;;False;;True;-30.093656788974783 , 30.8617115020752;;;;;Carpobrotus dimidiatus (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101071200;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;17/08/1925 - 17/08/1925;False;False;A. Peter;;False;30226;False;H. F. Glen;;False;Kapland. Port Elizabeth: Strandsaum bei Humewood, Algoa Bai.;False;;A. Peter, Reisen in Afrika 1925/26;False;-33.976782 , 25.650178;;;;False;Carpobrotus dimidiatus (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101071199;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;01/09/1930 - 30/09/1930;;;(Miss) B. Carter;;False;;True;;;True;Kayser's Beach, nr. King Williams town;False;;;True;-33.2072222 , 27.6102778;;;;False;Carpobrotus deliciosus (L.Bolus) L.Bolus;;;;
B;Herbarium Berolinense;B101071198;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;01/09/1930 - 30/09/1930;False;False;(Miss) B. Carter;;False;;True;;;True;Kayser's Beach, near King William's Town;False;;;True;-33.2072222 , 27.6102778;;;;False;Carpobrotus deliciosus (L.Bolus) L.Bolus;;;;
B;Herbarium Berolinense;B101071197;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;False;01/01/1934 - 31/12/1934;;;N. J. B. v. d. Merwe;;;20;False;;;True;Bonnievale;False;False;;True;-33.933333 , 20.066667;;;;;Carpobrotus fourcadei L.Bolus;;;;
B;Herbarium Berolinense;B101071194;9;8501354;Aizoaceae;indet.;sp.;;Chile;;;;False;Los Ríos;;;;;;True;R. A. Philippi;;;;True;;;True;Corral.;;False;L. C. Treviranus;;-39.8879272 , -73.4318995;;;;;Mesembryanthemum chilense Molina;;;;
B;Herbarium Berolinense;B101071196;9;8501354;Aizoaceae;indet.;sp.;;Chile;False;;;;Los Ríos;;;False;;;True;Philippi;;False;;True;N. Vivrette;;False;Prov. Valdivia;;False;;True;;;;;True;Mesembryanthemum chilense Molina;;;;
B;Herbarium Berolinense;B101071195;9;8501354;Aizoaceae;indet.;sp.;;Chile;False;;;;Los Ríos;;;;;;True;Philippi;;False;;True;;;True;prov. Valdivia;False;;Treviranus;False;-39.8141262 , -73.2459859;;;;False;Mesembryanthemum chilense Molina;;;;
B;Herbarium Berolinense;B101071193;9;8501354;Aizoaceae;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;California;;;False;01/04/1936 - 30/04/1936;;;Henry M. Pollard;;;;True;H. F. Glen;;;Bolinas sandspit, Marin County.;False;;;True;37.90685876856855 , -122.68110752105714;;;;;Carpobrotus chilensis (Molina) N.E.Br.;;;;
B;Herbarium Berolinense;B101072000;9;8501354;Aizoaceae;indet.;sp.;;Australien;False;;;;Western Australia;;;;05/12/1958 - 05/12/1958;False;False;Kaspiew;;False;2468;False;N. Vivrette;;False;Merridin  W A;False;;;True;-31.48 , 118.3;;;;False;Mesembryanthemum nodiflorum L.;;;;
