specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info
BGBM;B;B 30 0316256;1;14;; ;Tortula intermedia;;Niederlande;;False;False;False;Groningen;False;False;False;07/03/1996 - 07/03/1996;False;False;B. O. van Zanten + werkgroep Groningen;;False;False;B. O. van Zanten + werkgroep Groningen;False;False;"C. 1 km west van Hornhuizen, huisnr. 18; dak van boerderij, zuid exp., op leisteen";False;False;53.3865 , 6.3439;;False;False
BGBM;B;B 30 0316257;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;09/04/1991 - 09/04/1991;False;False;Frahm;;False;False;;;True;"Frankreich. Dépt. Haute-Saône, Vesoul, Camp Romain, ca. 250 msm, Karte 3421A; in Orchideentrockenrasen an Kalkfelsen der Falaise.";False;False;47.6288 , 6.12138;;False;False
BGBM;B;B 30 0316258;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Rhône-Alpes;False;False;False;24/05/1964 - 24/05/1964;False;False;Fr. ;;False;False;Fr. ;False;False;Dep Alpes  feuchte Alluvien am Col de Croite-Haute;False;False;44.7249 , 5.6775;;False;False
BGBM;B;B 30 0316259;1;14;; ;Tortula intermedia;;Italien;;False;False;False;Foggia;False;False;False;25/03/1973 - 25/03/1973;False;False;J.-P. Frahm;;False;False;J.-P. Frahm;False;False;Apulien, Foce di Capoiale w Lago di Varano (Mte. Gargano), verwilderter Olivenhain, E-exponiert,  50-150 msm;False;False;41.9016 , 15.6693;;False;False
BGBM;B;B 30 0316260;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Centre;False;False;False;01/01/2048 - 31/12/2048;False;False;Maire;;False;False;;;True;Flora Europaea. Gallia. Meung-sur-Loire.;False;False;47.827 , 1.69743;;False;False
BGBM;B;B 30 0316261;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;09/04/1991 - 09/04/1991;False;False;Frahm;;False;False;;;True;"Frankreich. Dépt. Haute-Saône, Calmoutier E Vesoul, ca 250 msm; Kalktrockenrasen an der Strasse.";False;False;47.645 , 6.27925;;False;False
BGBM;B;B 30 0316262;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;23/03/1992 - 23/03/1992;False;False;Frahm & Siegel;;False;False;;;True;Dept. Haute-Saone, Luxeuil, Fluss SW des Ortes an der RN 57 ca. 260 msn, (3420c);False;False;47.7725 , 6.35624;;False;False
BGBM;B;B 30 0316263;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;17/09/1987 - 17/09/1987;False;False;Frahm;;False;False;;;True;Dép. Haute-Saône, zwischen Faucogney und Esmoulieres ca. 500 m, auf einer Zementmauer;False;False;47.8483 , 6.58689;;False;False
BGBM;B;B 30 0316264;1;14;; ;Tortula intermedia;;Italien;;False;False;False;Cuneo;False;False;False;21/03/2000 - 21/03/2000;False;False;Frahm;;False;False;;;True;Appenin, an der Str. 28 zwischen Ormea und Ceva 650 m, Castanea-Haine mit Buxus-Unterwuchs über Silikatfelsen.;False;False;44.199 , 7.96605;;False;False
BGBM;B;B 30 0316265;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;30/04/1993 - 30/04/1993;False;False;J.-P. Frahm;;False;False;;;True;Dép. Haute-Saône, Vesoul, Camp Romain, Kalktrockenrasen und Kalkfelsen ca. 300 m alt.;False;False;47.6244 , 6.09153;;False;False
BGBM;B;B 30 0316266;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Alsace;False;False;False;29/03/1988 - 29/03/1988;False;False;Frahm;;False;False;;;True;Frankreich. Dépt. Haut-Rhin, Lützelberg bei Westhalten, auf senkrechten Kalkfelsen (S-expon.) im Steinbruch.;False;False;47.9628 , 7.2576;;False;False
BGBM;B;B 30 0316267;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;30/04/1993 - 30/04/1993;False;False;J.-P. Frahm;;False;False;;;True;Dép. Haute-Saône, Vesoul, Camp Romain, Kalktrockenrasen und Kalkfelsen ca. 300 m alt.;False;False;47.6278 , 6.12072;;False;False
BGBM;B;B 30 0316268;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;30/04/1993 - 30/04/1993;False;False;J.-P. Frahm;;False;False;;;True;Frankreich Dép. Haute-Saône, Vesoul, Camp Romain, Kalktrockenrasen und Kalkfelsen ca. 300 m alt.;False;False;47.6222 , 6.12304;;False;False
BGBM;B;B 30 0316269;1;14;; ;Tortula intermedia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;13/06/1981 - 13/06/1981;False;False;J.-P. Frahm;;False;False;;;True;Kreis Cochem, Moseltal nw Neef, trockene Felswände in Weinbergen ca. 250 msm MTB 5808;False;False;50.0975 , 7.118;;False;False
BGBM;B;B 30 0316270;1;14;; ;Tortula intermedia;;Irland;;False;False;False;Roscommon;False;False;False;08/06/1971 - 08/06/1971;False;False;Stud. biol. Rheno-Trai;;False;False;A. v. Haperen;False;False;Rindown Castle;False;False;53.5493 , -7.97094;;False;False
BGBM;B;B 30 0316271;1;14;; ;Tortula intermedia;;Niederlande;;False;False;False;Gelderland;False;False;False;13/03/1995 - 13/03/1995;False;False;Ph. Sollman;;False;False;Ph.Sollman;False;False;Gem. Zevenaar, village Ooij, on eroded concrete strip in garden.;False;False;51.8546 , 5.93915;;False;False
BGBM;B;B 30 0316272;1;14;; ;Tortula intermedia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;28/10/1995 - 28/10/1995;False;False;Frahm;;False;False;;;True;Kreis Ahrweiler, Ahrtal unterhalb Mayschoß an Schieferfelsen;False;False;50.522 , 7.01613;;False;False
BGBM;B;B 30 0316273;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Lorraine;False;False;False;19/03/1994 - 19/03/1994;False;False;J.-P. Frahm;;False;False;;;True;"Dépt. Vosges; St. Narbord nördlich Remiremont, Rand eines Wasserkanals, auf Beton, ca. 450 msm";False;False;48.0423 , 6.5773;;False;False
BGBM;B;B 30 0316274;1;14;; ;Tortula intermedia;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;30/10/1994 - 30/10/1994;False;False;J.-P. Frahm;;False;False;;;True;Kr. Bonn, Bad Godesberg, Godesburg, Basaltfelsen an und unterhalb der Burg, MTB 5308 B;False;False;50.6853 , 7.15056;;False;False
BGBM;B;B 30 0316275;1;14;; ;Tortula intermedia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;18/05/1996 - 18/05/1996;False;False;Frahm;;False;False;;;True;Kr. Ahrweiler, Ahrtal, Weinbergsmauern oberhalb Heimerzhoven;False;False;50.5211 , 7.00508;;False;False
BGBM;B;B 30 0316276;1;14;; ;Tortula intermedia;;Frankreich;;False;False;False;Alsace;False;False;False;10/09/1995 - 10/09/1995;False;False;J.-P. Frahm;;False;False;;;True;Frankreich. Dépt. Haut-Rhin, Hochvogesen, Lauch oberhalb Lac de Lauch E Markstein, blockreiches Bachbett (Granit), Staudamm-Mauer, 980 m.;False;False;47.9354 , 7.04558;;False;False
BGBM;B;B 30 0316277;1;14;; ;Tortula intermedia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;23/10/1994 - 23/10/1994;False;False;Jan-Peter Frahm;;False;False;;;True;Deutschland. Rheinland-Pfalz, Kr. Ahrweiler, Landskrone, Basaltkuppe NE Bad Neuenahr, ca. 250 m alt., MTB 5409A;False;False;50.5511 , 7.17222;;False;False
BGBM;B;B 30 0316278;1;14;; ;Tortula intermedia;;Kroatien;;False;False;False;Splitsko-Dalmatinska;False;False;False;25/05/1960 - 25/05/1960;False;False;Stud. biol. Rheno-Trai;;False;False;F. Sollmann;False;False;Altiplanum montium prope castellum Klis, in dir. orient. ab urbe Spoletum [Split];False;False;43.5611 , 16.5189;;False;False
BGBM;B;B 30 0316279;1;14;; ;Tortula intermedia;;Niederlande;;False;False;False;Friesland;False;False;False;01/04/1980 - 30/04/1980;False;False;F.Sollman;;False;False;F.S. conf. A. Touw;False;False;N. part or Friesland, vilage St. Jacobi Parochi, N of Leeuwarden, on churcgyard, on dusty old stones along grave.  sunny and chalkrich.;False;False;53.273 , 5.60682;;False;False
BGBM;B;B 30 0316280;1;14;; ;Tortula intermedia;;Kroatien;;False;False;False;Dubrovačko-Neretvanska;False;False;False;15/04/1974 - 15/04/1974;False;False;J[ean Louis De] S[loover];;False;False;J[ean Louis De] S[loover];False;False;"Dalmatien, Srebreno; sur blocs calcaires d´un lapiaz, dans un garrigue.";False;False;42.6232 , 18.1972;;False;False
BGBM;B;B 30 0316281;1;14;; ;Tortula laevipila;;Italien;;False;False;False;Ogliastra;False;False;False;13/05/2008 - 13/05/2008;False;False;Frahm;;False;False;;;True;Sardinien, Monti del Genargentu. Weg vom F. Flumendosa zur Punta la Marmora, Höhe: 960 m;False;False;39.952 , 9.36414;;False;False
BGBM;B;B 30 0316282;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;16/11/2003 - 16/11/2003;False;False;F. Schaumann;;False;False;;;True;S Oppenheim, Eich auf Pappel;False;False;49.7483 , 8.40167;;False;False
BGBM;B;B 30 0316283;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Corse;False;False;False;20/05/1976 - 20/05/1976;False;False;A. v. Hübschmann;;False;False;;;True;Flora von Korsika. Porto Vachio. epiphytisch an Laubholzstämmen mit Zygodon, Leptodon und Frullanien;False;False;41.5919 , 9.279;;False;False
BGBM;B;B 30 0316284;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Franche-Comté;False;False;False;07/09/1983 - 07/09/1983;False;False;Frahm/Hakelier/Huerlimann;;False;False;;;True;"Dépt. Haute-Saône, Faucogney; Mauern und Baumstämme im Ortskern, ca. 400 m und Porphyrfelsklippen östlich des Ortes, ca. 450 m";False;False;47.8428 , 6.56269;;False;False
BGBM;B;B 30 0316285;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;27/09/1997 - 27/09/1997;False;False;Frahm;;False;False;;;True;Deutschland, Nordrhein-Westfalen, Rhein-Sieg-Kreis, Mondorf/Rhein, Siegmündung, an Pappel;False;False;50.7682 , 7.07763;;False;False
BGBM;B;B 30 0316286;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Lorraine;False;False;False;01/04/1995 - 01/04/1995;False;False;J. Heinrichs;;False;False;;;True;Lothringen, Dpt. Moselle, Manderen, Manderener Bachtal S des Ortes, Streuobstwiesenrelikte, 250-260 msm, TK Perl 6504 /41;False;False;49.449 , 6.451;;False;False
BGBM;B;B 30 0316287;1;14;; ;Tortula laevipila;;Polen;;False;False;False;Warmińsko-Mazurskie;False;False;False;19/07/1990 - 19/07/1990;False;False;H. Bednarek-Ochyra & R. Ochyra;;False;False;H. Bednarek-Ochyra & R. Ochyra;False;False;Masurian Lakeland, Elk Lake District: in the village of Sajzy, 12 km N of Elk, elev. ca. 140 m (UTM grid EE3, ATPOL grid Bf34). On exposed roots of Fraxinus excelsior by roadside.;False;False;53.933 , 22.2878;;False;False
BGBM;B;B 30 0316288;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Midi-Pyrénées;False;False;False;07/09/2002 - 07/09/2002;False;False;Frahm;;False;False;;;True;dépt. Corèze. Flußufer der Dordogne SE Carennac, Flußufer 120 m.;False;False;44.9145 , 1.74016;;False;False
BGBM;B;B 30 0316289;1;14;; ;Tortula laevipila;;Spanien;;False;False;False;Islas Baleares;False;False;False;14/03/2010 - 14/03/2010;False;False;Jan-Peter Frahm;;False;False;;;True;Mallorca, Nordhang des Coll de Soller;False;False;39.7516 , 2.70146;;False;False
BGBM;B;B 30 0316290;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;12/05/2010 - 12/05/2010;False;False;Frahm;;False;False;;;True;"Kr. Ahrweiler oberhalb Bandorf (Oberwinter); epiphytisch; Länge 7,1860 Breite 50,6136; MTB: 5309; Höhe (m): 135; No.: 12065";False;False;50.6136 , 7.186;;False;False
BGBM;B;B 30 0316291;1;14;; ;Tortula laevipila;;Zypern;;False;False;False;Pafos(Πάφος);False;False;False;20/02/2009 - 20/02/2009;False;False;Frahm;;False;False;;;True;"Zypern. Westliches Troodos Gebirge, Umgebung Stavros Forestry Station; Kiefernwald, Lok. 11, Höhe: 1180 m, No. 2009716";False;False;35.025 , 32.6303;;False;False
BGBM;B;B 30 0316292;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Lorraine;False;False;False;26/08/1992 - 26/08/1992;False;False;J.-P. Frahm;;False;False;;;True;Dept. Meurthe et Moselle, 10 km S Flavigny an der RN 57, epiphytisch an Eschen am Canal d'Est [Canal de l'Est].;False;False;48.5247 , 6.23497;;False;False
BGBM;B;B 30 0316293;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;28/08/1994 - 28/08/1994;False;False;U. W. Abts;;False;False;;;True;Waxhtendonk, Moorenstr. 1, Schule Wachtendonk, Unterstand, Eternitdach, MTB Kerken 4504/33;False;False;51.4077 , 6.3387;;False;False
BGBM;B;B 30 0316294;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;;;True;H. Andres;;False;False;L. Loeske;False;False;Eidel. Voreifel: Sivenicher Hof bei Trier, an den Pappeln längs der Bitnurger-Straße, 280 - 330 m. s. m (M. Bl. 3475/76).;False;False;49.7955 , 6.67965;;False;False
BGBM;B;B 30 0316295;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;22/07/1994 - 22/07/1994;False;False;U. W. Abts;;False;False;;;True;Nordfriesland, Seebüll, Nolde-Museum, Garten von Emil Nolde;False;False;54.8837 , 8.77329;;False;False
BGBM;B;B 30 0316296;1;14;; ;Tortula laevipila;;Spanien;;False;False;False;Islas Baleares;False;False;False;24/03/1994 - 24/03/1994;False;False;M.W. Abts;;False;False;;;True;"Mallorca, Sierra del Norte, Sollier; Schluchtwald unterhalb Puig de sa Communa C711, km 40.1-3; epiphytisch an Populus; sehr wenig";False;False;39.7413 , 2.75419;;False;False
BGBM;B;B 30 0316297;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Aquitaine;False;False;False;15/03/1970 - 15/03/1970;False;False;Frahm;;False;False;;;True;Dep. Landes, an Populus;False;False;43.5882 , -1.41446;;False;False
BGBM;B;B 30 0316298;1;14;; ;Tortula laevipila;;Italien;;False;False;False;Trapani;False;False;False;24/03/1972 - 24/03/1972;False;False;Frahm;;False;False;;;True;"Monte Erice bei Trapani, 700 m NN; an Acer negundo; m. Cryphaea, Zygodon vulgaris";False;False;38.0088 , 12.8714;;False;False
BGBM;B;B 30 0316299;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;13/05/1968 - 13/05/1968;False;False;Frahm;;False;False;;;True;Schleswig-Holstein. Dänischenhagen, an freistehender Fraxinus m. Frullania, Orthotr. aff., Metzgeria.;False;False;54.4302 , 10.1323;;False;False
BGBM;B;B 30 0316300;1;14;; ;Tortula laevipila;;Vereinigtes Königreich;;False;False;False;Perth and Kinross;False;False;False;28/07/1977 - 28/07/1977;False;False;C. C. Townsend;;False;False;;;True;Scotland: Common on bark of large trees of Acer pseudo-platanus in the grounds of Kindrogan Field Centre, Enochdhu, between Pitlochry and Rattray, Perthshire.;False;False;56.7486 , -3.54752;;False;False
BGBM;B;B 30 0316301;1;14;; ;Tortula laevipila;;Kroatien;;False;False;False;Primorsko-Goranska;False;False;False;28/03/1975 - 28/03/1975;False;False;Frahm;;False;False;;;True;Krk, zwischen Puntar und Baska Draga;False;False;45.0447 , 14.6451;;False;False
BGBM;B;B 30 0316302;1;14;; ;Tortula laevipila;;Italien;;False;False;False;Roma;False;False;False;07/03/1965 - 07/03/1965;False;False;Fr. ;;False;False;Fr. ;False;False;Italien. Prov. Latium, an der Stammbasis von Olivenbäumen im Gelände der Villa Adriana zw. Tivoli und Rom.;False;False;41.957 , 12.7718;;False;False
BGBM;B;B 30 0316303;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Alsace;False;False;False;29/03/1990 - 29/03/1990;False;False;J.-P. Frahm & B.J. O'Shea;;False;False;;;True;Frankreich. Dépt. Haut-Rhin, Rhein an der Rheinbrücke bei Ottmarsheim ca. 210 msm, TK 3720s, Ile du Rhin, auf Steinblöcken am Rheinufer mit Cinclidotus danubisus, C. nigricans und C. fontinaloides.;False;False;47.7738 , 7.52701;;False;False
BGBM;B;B 30 0316304;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Franche-Comté;False;False;False;24/03/1992 - 24/03/1992;False;False;Frahm & Siegel;;False;False;;;True;Dépt. Haute-Saône, Etang de la Marcelle zwischen Faucogney und Melsisey ca 450 msm (3520c) an Apfelbaum;False;False;47.7727 , 6.55626;;False;False
BGBM;B;B 30 0316305;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Franche-Comté;False;False;False;23/03/1992 - 23/03/1992;False;False;Frahm & Siegel;;False;False;;;True;Dépt. Haute Saône, Luxeuil, Fluss SW des Ortes an der RN 57 ca. 260 msm, (3420c), Moose an Pappeln und Brückenbeton;False;False;47.8015 , 6.38517;;False;False
BGBM;B;B 30 0316306;1;14;; ;Tortula laevipila;;Kroatien;;False;False;False;Primorsko-Goranska;False;False;False;30/03/1975 - 30/03/1975;False;False;J.-P. Frahm;;False;False;;;True;Jugoslawien: Insel Rab, Cap Fronte, ca. 30 msm;False;False;44.7569 , 14.76;;False;False
BGBM;B;B 30 0316307;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;20/03/2017 - 20/03/2017;False;False;W. Freiberg;;False;False;;;True;Rheinprovinz: Trier, an Pyramidenpappeln der Bitburger Landstrasse über Pallien, um 200 m s.m.;False;False;49.7668 , 6.62789;;False;False
BGBM;B;B 30 0316308;1;14;; ;Tortula laevipila;;Frankreich;;False;False;False;Bretagne;False;False;False;02/10/2003 - 02/10/2003;False;False;J.-P. Frahm;;False;False;;;True;Frankreich. Dépt. Finistère, Landerneau, epiphytisch an Rosskastanien am Quai.;False;False;48.4481 , -4.25772;;False;False
BGBM;B;B 30 0316309;1;14;; ;Tortula laevipila;;Italien;;False;False;False;Verona;False;False;False;04/04/1973 - 04/04/1973;False;False;J.-P. Frahm;;False;False;J.-P. Frahm;False;False;Venetien Prov. Verona. san Vigilio n Garda (Gardasee), südexponierter Olivenhain;False;False;45.5791 , 10.683;;False;False
BGBM;B;B 30 0316310;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;19/07/1967 - 19/07/1967;False;False;Frahm;;False;False;Frahm;False;False;Kr. Eckernförde, auf Rinde einer freistehenden Pappel an der Ostseeküste bei Noer.;False;False;54.4683 , 9.99563;;False;False
BGBM;B;B 30 0316311;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;04/04/1965 - 04/04/1965;False;False;Fr. ;;False;False;Fr. ;False;False;Kreis Lübeck, auf Weidenrinde an der Straße von Dummerdorf zum Stülper Huk und Dummersdorfer Traveufer, Eichenbasis;False;False;53.9149 , 10.8506;;False;False
BGBM;B;B 30 0316312;1;14;; ;Tortula laevipila;;Italien;;False;False;False;Roma;False;False;False;28/02/1965 - 28/02/1965;False;False;Frahm;;False;False;Frahm;False;False;Auf Rinde in Olivenhainen unterhalb Tivoli;False;False;41.9574 , 12.7991;;False;False
BGBM;B;B 30 0316313;1;14;; ;Tortula laevipila;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;04/02/1971 - 04/02/1971;False;False;Frahm;;False;False;;;True;Falkenstein bei Kiel am Stand der Förde;False;False;;;;True
BGBM;B;B 30 0316314;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;06/01/2007 - 06/01/2007;False;False;Frahm;;False;False;;;True;"Moosflora von Deutschland. Nordrhein-Westfalen, Kr. Bonn, Mehlem; Rheinufer; MTB: 5309, Höhe: 50 m, No.: 9361";False;False;50.6608 , 7.19775;;False;False
BGBM;B;B 30 0316315;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;16/11/2003 - 16/11/2003;False;False;F. Schaumann;;False;False;;;True;"Rheinland-Pfalz, Kr. Rheinhessen, S Oppenheim, Eich; auf Pappel, MTB 6216/2, Höhe: 80 m";False;False;49.7474 , 8.40176;;False;False
BGBM;B;B 30 0316316;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;25/11/2000 - 25/11/2000;False;False;Frahm;;False;False;;;True;NSG Gabelstein/Hölloch, Lahnufer an Erle, MTB 5613D Höhe: 100 m;False;False;50.3352 , 7.95035;;False;False
BGBM;B;B 30 0316317;1;14;; ;Tortula latifolia;;Frankreich;;False;False;False;Alsace;False;False;False;29/03/1990 - 29/03/1990;False;False;J.-P. Frahm & B.J. O Shea;;False;False;;;True;Dep. Haut Rhin, Rheinbruecke bei Chalampe ca. 210 msm, TK 3720b, auf Steinblöcken am Rheinufer mit Cinclidotus nigricans, C. fontinaloides, Leptodictyum etc.;False;False;47.8168 , 7.54145;;False;False
BGBM;B;B 30 0316318;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;21/10/2004 - 21/10/2004;False;False;Frahm;;False;False;;;True;Kr. Mayen-Koblenz, Namedyer Werth, epipytisch an Salix am Rheinufer;False;False;50.4496 , 7.37454;;False;False
BGBM;B;B 30 0316319;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;25/01/1998 - 25/01/1998;False;False;Frahm;;False;False;;;True;Moseltal bei Cochem;False;False;50.1514 , 7.16701;;False;False
BGBM;B;B 30 0316320;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;06/11/1994 - 06/11/1994;False;False;U. W. Abts;;False;False;U. W. Abts;False;False;"Ndrh. Bucht; Düsseldorf-Urdenbach; Rhein b. km 718.5; MTB Hilden 4807/31";False;False;51.1473 , 6.85628;;False;False
BGBM;B;B 30 0316321;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;13/04/2003 - 13/04/2003;False;False;Frahm;;False;False;;;True;Namedyer Werth, epiphytisch, MTB: 5510A;False;False;50.4492 , 7.3742;;False;False
BGBM;B;B 30 0316322;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;25/01/2003 - 25/01/2003;False;False;Frahm;;False;False;;;True;"Moosflora von Deutschland. Nordrhein-Westfalen, Rhein-Sieg-Kreis, Rommersdorf; Mauern, MTB: 5309A, No.: 6341";False;False;50.653 , 7.22823;;False;False
BGBM;B;B 30 0316323;1;14;; ;Tortula latifolia;;Polen;;False;False;False;Śląskie;False;False;False;24/07/1993 - 24/07/1993;False;False;Adam Stebel;;False;False;;;True;"Silesian Lowland, Raciborz Basin, Raciborz. Atmos grid: Fc 67. On wet, shaded concrete wall near palace; abundantly; with propagules.";False;False;50.0936 , 18.2205;;False;False
BGBM;B;B 30 0316324;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;25/01/1998 - 25/01/1998;False;False;Frahm;;False;False;;;True;Deutschland: Rheinland-Pfalz, Moselufer gegenüber Cochem;False;False;50.1469 , 7.16667;;False;False
BGBM;B;B 30 0316325;1;14;; ;Tortula latifolia;;Frankreich;;False;False;False;Auvergne;False;False;False;07/04/2002 - 07/04/2002;False;False;Frahm;;False;False;;;True;Dépt. Haute Loire, Lavoute-Chilhac, Ufer der Allier 450 m, an Salix.;False;False;45.1474 , 3.40167;;False;False
BGBM;B;B 30 0316326;1;14;; ;Tortula latifolia;;Niederlande;;False;False;False;Gelderland;False;False;False;02/07/1994 - 02/07/1994;False;False;Abts;;False;False;;;True;"Waal b. Ooij-Erlecom, Waal - km 876; MTB 4101/23";False;False;51.8553 , 5.95585;;False;False
BGBM;B;B 30 0316327;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Brandenburg;False;False;False;01/03/2010 - 31/03/2010;False;False;Otto Jaap;;False;False;;;True;Brandenburg: Triglitz in der Proegnitz, am Grunde alter Pappeln und an Brückengemäuer.;False;False;53.2105 , 12.1029;;False;False
BGBM;B;B 30 0316328;1;14;; ;Tortula latifolia;;Frankreich;;False;False;False;Franche-Comté;False;False;False;23/03/1992 - 23/03/1992;False;False;Frahm & Siegel;;False;False;;;True;Frankreich Dept. Haute-Saone, Luxeuil, Fluss SW des ortes an der RN 57 ca. 260 msm, (3420C) Moose an Pappeln und Brueckenbeton;False;False;47.7755 , 6.36444;;False;False
BGBM;B;B 30 0316329;1;14;; ;Tortula latifolia;;Luxemburg;;False;False;False;Grevenmacher(Gréiwemaacher);False;False;False;13/10/1989 - 13/10/1989;False;False;T. Arts;;False;False;T. Arts;False;False;Grand Duchy of Luxemburg, Gutland, Moersdorf, valley of the river Sûre, on willow along the river bank, alt. 180 m.;False;False;49.7421 , 6.50099;;False;False
BGBM;B;B 30 0316330;1;14;; ;Tortula latifolia;;Schweden;;False;False;False;Skåne län;False;False;False;01/10/1976 - 31/10/1976;False;False;Axel Tullberg;;False;False;;;True;Schweden: Skåne, Lund.;False;False;55.7047 , 13.191;;False;False
BGBM;B;B 30 0316331;1;14;; ;Tortula latifolia;;Vereinigtes Königreich;;False;False;False;Surrey;False;False;False;16/03/1985 - 16/03/1985;False;False;Frahm/Wallace/O'Shea;;False;False;;;True;"The Stepping Stones near Dorking; Surrey; v. c. 17; 30 km SSW of London.";False;False;51.2529 , -0.324513;;False;False
BGBM;B;B 30 0316332;1;14;; ;Tortula latifolia;;Belgien;;False;False;False;Hainaut(Henegouwen);False;False;False;31/01/1981 - 31/01/1981;False;False;Ph. De Zuttere;;False;False;Ph. De Zuttere;False;False;Harmegnies. Troncsabattus de Populus au bord d'un chemin près de la carrière du Caufour.;False;False;50.4185 , 4.01234;;False;False
BGBM;B;B 30 0316333;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;06/12/1964 - 06/12/1964;False;False;Fr. ;;False;False;Fr. ;False;False;"Kreis Pinneberg; an Kopfweidenrinde in der Wedeler Marsch bei Fährmannssand";False;False;53.5847 , 9.65686;;False;False
BGBM;B;B 30 0316334;1;14;; ;Tortula latifolia;;Deutschland;;False;False;False;Rheinland-Pfalz;False;False;False;12/06/1981 - 12/06/1981;False;False;J.-P. Frahm;;False;False;;;True;Kr. Cochem, Moseltal bei Zell, MTB: 5908, an der Basis von Salix in der Flussaue ca. 250 msm;False;False;50.0301 , 7.18515;;False;False
BGBM;B;B 30 0316335;1;14;; ;Tortula latifolia;;Niederlande;;False;False;False;Gelderland;False;False;False;01/07/1978 - 31/07/1978;False;False;F. Sollman;;False;False;F. Sollman;False;False;"20 km E of town Arnhem, nature reserve ""Rijnstrangen"" on old wall along rivulet, near river Rhine, near village Zevenaar";False;False;51.914 , 6.0485;;False;False
