specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;scientific_name - scientific_name;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1175363;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;;;True;1015;False;R. Wight,A. Engler;False;J. D. Hooker;;False;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1175362;7;7895457;Balsaminaceae;Impatiens;sp.;;Malaysia;;;;False;Perak;;;;;;;;03/02/1973 - 03/02/1973;;;Mohd. Shah & Mohd. Ali;;;MS.2901;False;;True;;;True;;Gunong Brong, via Kampong Perak, Bertam, Ulu Kelantan  Alt. 1000-1200 ft.  On limestone rock.;;False;4.937206147561815 , 100.83724021911623;;;;False
B;Herbarium Berolinense;B 10 1175357;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Sikkim;;;False;;;;;01/10/1903 - 31/10/1903;;;Prain's Collector;;;70 I;;;True;;;True;;Sikkim Himalaya, alt. 9000;True;;;;;;True
B;Herbarium Berolinense;B 10 1175355;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Jammu and Kashmir;;;False;;;;;19/08/1901 - 19/08/1901;;;Ináyat;;False;25136;;;True;;;True;;Aichnar nala, Liddar Valley, Kashmir;False;;33.95 , 75.3;;;;
B;Herbarium Berolinense;B 10 1175354;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Jammu and Kashmir;;;False;;;;;13/09/1901 - 13/09/1901;;;Ináyat;;False;25121;;;True;J. D. Hooker;;False;;Barwan, Gurais Valley;False;;34.3873 , 73.8817;;;;False
B;Herbarium Berolinense;B 10 1175353;7;7895457;Balsaminaceae;Impatiens;sp.;;Südafrika;False;;;;Eastern Cape;;;;;;;;01/01/1887 - 31/12/1889;False;False;C. Beyrich;;False;75;False;;True;E. Pilz;;False;;Pondoland, Höhe 30-200 m. Urwald;False;;;;;;True
B;Herbarium Berolinense;B 10 1175352;7;7895457;Balsaminaceae;Impatiens;sp.;;Südafrika;;;;False;Eastern Cape;;;False;;;;;01/12/1896 - 31/12/1896;;;E. E. Galpin;;False;3407;;Galpin;;;;True;;Damp ravines, Forest, West Banks Port St. John, Alt. 20/50';False;;-31.62652709851731 , 29.546420574188232;;;;
B;Herbarium Berolinense;B 10 1175351;7;7895457;Balsaminaceae;Impatiens;sp.;;Südafrika;;;;False;KwaZulu-Natal;;;False;;;;;18/12/1910 - 18/12/1910;;;H. Rudatis;;;1277;;;True;;;True;;Natal, Friedenau, Umgayeflat (Alexandra City), Emsdale. Wasserfälle steinig, feucht, schattige Orte. Höhe ü. d. M.: ca. 550 m;;False;-30.384426414118742 , 30.48388481140137;;;;
B;Herbarium Berolinense;B 10 1175350;7;7895457;Balsaminaceae;Impatiens;sp.;;Südafrika;;;;False;KwaZulu-Natal;;;False;;;;;20/02/1910 - 20/02/1910;;;H. Rudatis;;;842;;;True;;;True;;Natal. Friedenau, Umgayeflat (Alexandra Cty. [County]. Emsdale. Wasserfälle, humusreiche, schatt.[ige], feuchte Orte. Höhe ü.d. M. ca 600 m;;False;-30.397308863195057 , 30.481824874877933;;;;
B;Herbarium Berolinense;B 10 1175348;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Ruvuma;;;False;;;;;01/03/1956 - 01/03/1956;;;E. Milne-Redhead and P. Taylor;;;8938;;;True;;;True;;Tanganyika: Songea District, Matengo Hills, Litembo Hill in secondary bushland by mountain stream: 1710 m.;False;;-10.802344832031421 , 34.92122411727906;;;;
B;Herbarium Berolinense;B 10 1175349;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1175346;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Mbeya;;;False;;;;;;;True;A. Stolz;;;2445;;;True;;;True;;Kyimbila District (North of Lake Nyasa).;False;;-9.28 , 33.64;;;;
B;Herbarium Berolinense;B 10 1175345;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Mbeya;;;False;;;;;21/01/1914 - 21/01/1914;;;A. Stolz;;;2445;;;True;;;True;;Nyassa Hochland - Station Kyimbila. Rungwe Bambuswald. Krautartig. Seehöhe 2500 Meter;;False;-9.11216064888287 , 33.67296695709229;;;;
B;Herbarium Berolinense;B 10 1175347;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Mbeya;;;False;;;;;;;True;A. Stolz;;False;2445;False;;True;;;True;;Kyimbila District (North of Lake Nyasa);False;;-9.284692666056875 , 33.65056514739991;;;;
B;Herbarium Berolinense;B 10 1175344;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Mbeya;;;False;;;;;;;True;W. Goetze;;;1147;;;True;;;True;;Rungwe;;False;-9.122097157796187 , 33.65249633789063;;;;
B;Herbarium Berolinense;B 10 1175343;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;True;;;;Kandy;;;False;;;;;13/07/1904 - 13/07/1904;False;False;C. C. Hosseus;;False;22;False;;True;;;True;;Peradeniya, Bot. Garten;False;;7.272567858407591 , 80.59578895568849;;;;False
B;Herbarium Berolinense;B 10 1175342;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;;;;False;;;;True;;;;;;;True;Thwaites;;;2791;;;True;J. D. Hooker;;;;Ceylon;;False;;;;;True
B;Herbarium Berolinense;B 10 1175341;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;;;;False;;;;True;;;;;;;True;Thwaites;;;2791;False;;True;J. D. Hooker;;False;;Peraden[iya], Alt. - 3000'.;True;False;7.2642107 , 80.5930652;;;;
B;Herbarium Berolinense;B 10 1175340;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Kandy;;;;;;;;01/05/1893 - 10/05/1893;False;False;Ehrenreich;;False;;True;;True;J. D. Hooker;;False;;Kandy Ceylon;False;;7.2930922 , 80.6350768;;;;False
B;Herbarium Berolinense;B 10 1175339;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;;;;True;;;;;;;True;;;True;333;;Wight;;J. D. Hooker;;;;Peninsula Indiae Orientalis;;False;;;;;True
B;Herbarium Berolinense;B 10 1175338;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Kandy;;;;;;;;01/03/1905 - 31/03/1905;False;False;A. Meebold;;False;2473;False;;True;;;True;;Ceylon, Kandy, 600 m, Ufer, feuchte [?];False;;7.29333205171732 , 80.64342498779298;;;;False
B;Herbarium Berolinense;B 10 1175337;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Kandy;;;;;;;;01/03/1905 - 31/03/1905;False;False;A. Meebold;;False;;True;;True;;;True;;Ceylon. Kandy am Wasser;False;;7.297428950820969 , 80.65406827114123;;;;False
B;Herbarium Berolinense;B 10 1175336;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Tamil Nadu;;;False;;;;;01/09/1884 - 30/09/1884;;;J. S. Gamble;;;14712;;;True;;;True;;Flora of Madras, Trichoor;;False;10.532383208446317 , 76.20941369588694;;;;False
B;Herbarium Berolinense;B 10 1175403;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Niedersachsen;;;False;;;;;02/10/1980 - 02/10/1980;;;C. Prem & R. Vogt;;;;True;;True;;;True;;Göttingen, Bachufer bei Scheden;;False;51.45483591636665 , 9.715218544006348;;;;
B;Herbarium Berolinense;B 10 1001083;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Nordrhein-Westfalen;;;False;;;;;09/09/1956 - 09/09/1956;;;H. Hupke;;;;True;H. Hupke,Ludwig;;;;True;;Ldkr. Köln, Zündorf, am Rheinufer;;False;50.868242721607466 , 7.0321083068847665;;;;
B;Herbarium Berolinense;B 10 0304832;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Hessen;;;;;;;;19/08/1986 - 19/08/1986;False;False;G. Darmer;;False;12819;False;;True;;;True;;Berkatal b. Albungen, Bachufer unterh. Bilstein, Auelehm, 180 m NN;;False;51.22496611598069 , 9.965543746948244;;;;False
B;Herbarium Berolinense;B 10 0741664;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Hessen;;;False;;;;;18/08/2016 - 18/08/2016;;;A.-M. Barniske;;;AMB-GBOL2-86;;Anna-Maria Barniske;;A.-M. Barniske;;;;Kassel-Kirchditmold/Habichtswald - Ecke Rasenalle[e]/Schanzenstraße, frisch-feuchter Waldrand (Buchenwald), alt.: 324 m;;False;51.3269781146464 , 9.412257671356203;;;;
B;Herbarium Berolinense;B 10 1175401;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;;;;;19/08/1999 - 19/08/1999;False;False;R. Eisenblätter & E. Willing;;False;10.611 D;False;Willing;False;;;True;;LK Ravensburg, NW Friesenhofen. Krautfluren, Ruderalfluren, Weidewiese, 700 m;False;;47.7672 , 10.0519;;;;False
B;Herbarium Berolinense;B 10 1175402;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Baden-Württemberg;;;False;;;;;19/08/1999 - 19/08/1999;;;R. Eisenblätter & E. Willing;;;10.669 D;;Willing;;;;True;;LK Ravensburg, SO Winterstetten, Ruderalfluren, Waldrand, Weidewiese, 750 m;;False;47.74638888888889 , 10.114444444444445;;;;
B;Herbarium Berolinense;B 10 0210599;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Baden-Württemberg;;;False;;;;;05/09/1971 - 05/09/1971;;;G. Frahm;;;;True;J. P. Frahm;;;;True;;Eichstätten [Eichstetten] bei Freiburg, Oberrheintal, feuchter Grabenrand, Herkunft: O-Indien, mit subozean. Ausbreitungstendenz;;False;48.09428389425633 , 7.726006507873536;;;;
B;Herbarium Berolinense;B 10 0183678;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Baden-Württemberg;;;False;;;;;26/07/2001 - 26/07/2001;;;Peter Hein;;;8480;;;True;;;True;;"Donaudurchbruch der Westalb, bei der Versickerungsstellen ""am Brühl"" östlich von Immendingen, ca. 800 m E des Zeltplatzes an der Brücke. Sehr dichte, bis 3 m hohe Hochstaudenvegetation mit dominierender Impatiens (auch Urticaria dioica), zwischen Donauufer und Maisacker.";;False;47.93716190402182 , 8.746533393859865;;;;
B;Herbarium Berolinense;B 10 0848099;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;;;;;26/07/2001 - 26/07/2001;False;False;Peter Hein;;False;8480;False;;True;;;True;;"Donaudurchbruch der Westalb, bei der Versickerungsstellen ""am Brühl"" östlich von Immendingen, ca. 800 m E des Zeltplatzes an der Brücke. Sehr dichte, bis 3 m hohe Hochstaudenvegetation mit dominierender Impatiens (auch Urtica dioica), zwischen Donauufer und Maisacker.";;False;47.93833333333333 , 8.767222222222223;;;;False
B;Herbarium Berolinense;B 10 0053661;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;03/08/2001 - 03/08/2001;False;False;Rita & Eckhard Willing;;False;15211 D;False;Willing;False;;;True;;Lkr. Weilheim-Schongau, Lechbruck, Ruderalfluren in Neubaugebiet, 720 m;False;;47.698698 , 10.796624;;;;False
B;Herbarium Berolinense;B 10 1175398;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;05/08/1999 - 05/08/1999;;;R. Eisenblätter & E.Willing;;;8.742 D;;Willing;;;;True;;LK Oberallgäu, NW Buchenberg. Krautfluren, Wassergraben, Fichtenwald, 890 m;;False;47.70135761296897 , 10.22904396057129;;;;
B;Herbarium Berolinense;B 10 1175399;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;04/08/1999 - 04/08/1999;;;R. Eisenblätter & E. Willing;;;8,533 D;;Willing;;;;True;;LK Oberallgäu, SW Ebratshofen, Mähwiesen an Bachlauf, 730 m;;False;47.615833333333335 , 10.030277777777778;;;;
B;Herbarium Berolinense;B 10 1175400;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;01/08/1999 - 01/08/1999;False;False;R. Eisenblätter & E. Willing;;False;8.167 D;False;Willing;False;;;True;;LK Oberallgäu, W Wiederhofen, Bergweiden, Laubwald, Bach, 970 m;False;;47.59388888888889 , 10.090277777777779;;;;False
B;Herbarium Berolinense;B 10 1175396;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;18/08/1999 - 18/08/1999;False;False;R. Eisenblätter & E. Willing;;False;10.426 D;False;Willing;False;;;True;;LK Lindau, SW Maria Thann, Ruderalfluren, Weidewiese, Wassergraben, 600 m;False;;47.6475 , 9.864444444444445;;;;False
B;Herbarium Berolinense;B 10 1175397;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;16/08/1999 - 16/08/1999;;;R. Eisenblätter & E. Willing;;;10198 D;;Willing;;;;True;;LK Oberallgäu, SW Wertach, Sumpfiger Fichtenwald, 1010 m;;False;47.589133956694845 , 10.389678456861128;;;;
B;Herbarium Berolinense;B 10 0053662;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;21/07/2000 - 21/07/2000;;;Rita & Eckhard Willing;;;12.937 D;False;Willing;False;;;True;;Lkr. Garmisch-Partenkirchen, O Bad Kohlgrub, Holzlagerplatz, Bachlauf, Erlen und Weiden. 758 m;False;;47.66444444444444 , 11.068888888888889;;;;
B;Herbarium Berolinense;B 10 0053658;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;05/08/2001 - 05/08/2001;False;False;Rita & Eckhard Willing;;False;15.490 D;False;Willing;False;;;True;;Lkr. Garmisch-Partenkirchen, SW Krün. Mähwiesen, Krautfluren in Laub-Fichtenwald, 882 m;False;;47.498 , 11.2625;;;;False
B;Herbarium Berolinense;B 10 1175391;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;07/08/1995 - 07/08/1995;;;E. Willing & R. Eisenblätter;;;2128 D;;Willing;False;;;True;;LK Straubing-Bogen, SO Ortseingang Baumgarten, Krautige Mähwiesen, Bachrand, Rohboden 520 m;False;;49.083 , 12.75;;;;
B;Herbarium Berolinense;B 10 1175392;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;06/08/1995 - 06/08/1995;;;E. Willing & R. Eisenblätter;;;D 2126;;Willing;;;;True;;LK Passau, 1,5 km SO Thurmansbang. Ackerrand, Straßenrand, 500 m.;;False;48.75833333333333 , 13.325;;;;
B;Herbarium Berolinense;B 10 1175393;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;09/08/1995 - 09/08/1995;;;R. Eisenblätter & E. Willing;;False;2.399 D;False;Willing;False;;;True;;LK Regen, 0,6 km N Wiesing. Mähwiesen am Haselbach, 650 m;False;;49.11615828079313 , 12.933676242828371;;;;False
B;Herbarium Berolinense;B 10 1175394;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;08/08/1999 - 08/08/1999;;;R. Eisenblätter & E. Willing;;;9000 D;;Willing;;;;True;;Lk Oberallgäu, N Seltmans, Krautfluren an Bach, Fichtenwald, 750 m;;False;47.64861111111111 , 10.084444444444445;;;;
B;Herbarium Berolinense;B 10 1175395;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;10/08/1999 - 10/08/1999;False;False;R. Eisenblätter & E. Willing;;False;9264 D;False;Willing;False;;;True;;LK Oberallgäu, N Oberstaufen, Bahndamm, Weidewiese, Sumpfwiese, 820 m;;False;47.58083333333334 , 10.018611111111111;;;;False
B;Herbarium Berolinense;B 10 0053659;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;25/07/2001 - 25/07/2001;;;Rita & Eckhard Willing;;;13.593 D;;Willing;;;;True;;Lkr. Weilheim-Schongau, W Rottenbuch, Sumpfwiese, Fichtenwald, 802 m;;False;47.73166666666667 , 10.939166666666667;;;;
B;Herbarium Berolinense;B 10 0053660;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;04/08/2001 - 04/08/2001;;;Rita & Eckhard Willing;;;15.340 D;;Willing;;;;True;;Lkr. Garmisch-Partenkirchen, N Mittenwald (Bay 165). Ruderalfluren auf Kiesplatz, 847 m.;;False;47.473888888888894 , 11.277500000000002;;;;
B;Herbarium Berolinense;B 10 0053664;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;08/08/2001 - 08/08/2001;False;False;Rita & Eckhard Willing;;False;16.152 D;False;Willing;False;;;True;;Lkr. Weilheim-Schongau, W Oberhausen. Schuttfluren, Mähwiesen, 588 m;False;;47.7758 , 11.1113;;;;False
B;Herbarium Berolinense;B 10 0053657;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;;;True;Rita & Eckhard Willing;;;13.381 D;;Willing;False;;;True;;Lkr. Weilheim-Schongau, S Prem (Bay 113). Krautfluren an Bachlauf, 677 m.;;False;47.67444444444444 , 10.796666666666667;;;;
B;Herbarium Berolinense;B 10 0600218;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;02/08/2012 - 02/08/2012;;;B. Zimmer;;;2959;;;True;B. Zimmer;;;;Regen: Nördl. Kottinghammer, Nördlich vom Mooshof, Weg in Richtung Hochfall, an feuchten Stellen, ca. 670 m.;;False;49.0775 , 13.078888888888889;;;;
B;Herbarium Berolinense;B 10 0573478;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;02/08/2012 - 02/08/2012;;;B. Zimmer;;;2959;;;True;B. Zimmer;;;;Regen: Nördl. Kottinghammer, Nördlich vom Mooshof, Weg in Richtung Hochfall, an feuchten Stellen, ca. 670 m.;;False;49.0775 , 13.078889;;;;
B;Herbarium Berolinense;B 10 1175404;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;18/08/1935 - 18/08/1935;;;;;True;;True;Kurt Faber;;;;True;;Oberammergau. Verwildert aus einem Garten;;False;47.59742409193654 , 11.058833599090578;;;;
B;Herbarium Berolinense;B 10 0053663;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Brandenburg;;;;;;;;23/08/2001 - 23/08/2001;False;False;R. Eisenblätter & E. Willing;;False;16.463 D;False;Willing;False;;;True;;Lkr. Havelland, W Nauen, Kraut- und Ruderalfluren an Ackerrand, 36 m;False;;52.612500000000004 , 12.844444444444445;;;;False
B;Herbarium Berolinense;B 10 0340573;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Brandenburg;;;;;;;;16/09/2008 - 16/09/2008;False;False;M. Ristow;;False;1173/08;False;;True;;;True;;Sacrow N Potsdam, westlicher Ortsrand, Straßenrand;False;;52.429457782529056 , 13.086476325988771;;;;False
B;Herbarium Berolinense;B 10 1175388;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Brandenburg;;;;;;;;23/08/1984 - 23/08/1984;False;False;E. Koch;;False;;True;E. Koch;False;;;True;;b/ Strausberg;False;;52.58378480723484 , 13.88053894042969;;;;False
B;Herbarium Berolinense;B 10 1175389;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Brandenburg;;;False;;;;;10/09/1967 - 20/09/1967;;;Erwin Koch;;;;True;;True;;;True;;b/ Leuenberg;;False;52.70348807962774 , 13.884143481874252;;;;
B;Herbarium Berolinense;B 10 1175387;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Berlin;;;False;;;;;09/08/1999 - 09/08/1999;;;Royl;;;6628;;;True;Th. Raus;;;;Berlin-Reinickendorf, Tegeler Fließ.;;False;52.59504517637688 , 13.280432224273683;;;;
B;Herbarium Berolinense;B 10 1175385;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Shaanxi(陕西);;;;;;;;01/09/1899 - 30/09/1899;False;False;G. Giraldi;;False;2290;False;;True;J. D. Hooker;;False;;Shensi septentr. Ngo san;False;;;;;;True
B;Herbarium Berolinense;B 10 1175386;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Shaanxi(陕西);;;False;;;;;01/09/1899 - 30/09/1899;;;G. Giraldi;;;2289;;;True;J. D. Hooker;;;;Shensi septentr., Ki fon san;;False;;;;;True
B;Herbarium Berolinense;B 10 1175384;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Shaanxi(陕西);;;;;;;;01/10/1896 - 31/10/1896;False;False;Guiseppe Giraldi;;False;1451;False;Biondi;False;J. D. Hooker;;False;;Tui-Kio-San, Shen-Si Settentrionale (Cina);False;;33.952 , 107.762;;;;False
B;Herbarium Berolinense;B 10 1175383;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Shaanxi(陕西);;;False;;;;;01/10/1898 - 31/10/1898;False;False;G. Giraldi;;False;2287;False;;True;J. D. Hooker;;False;;Shensi septentr. Ki fon san;False;;;;;;True
B;Herbarium Berolinense;B 10 1175382;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Shanxi(山西);;;False;;;;;03/09/1893 - 03/09/1893;;;Gius. Giraldi;;;47;;Biondi;False;J. D. Hooker;;;;Alla metà del Monte Tui-Kio-San a Sud di Si-ngan-fu, Chen-si settentrion. (Cina).;;False;33.952 , 107.762;;;;False
B;Herbarium Berolinense;B 10 1175381;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Uttarakhand;;;False;;;;;17/01/1900 - 17/01/1900;;;Inayat;;;23990;;;True;J. D. Hooker;;False;;Western Himalaya, District Kuman. Sosa forest, Kali Valley;;False;29.98081 , 80.637932;;;;
B;Herbarium Berolinense;B 10 1175377;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;Sud-Kivu;;;False;;;;;01/02/1929 - 31/03/1929;;;H. Humbert;;;7754;;;True;;;True;;Montagnes à l'ouest du lac Kivu (Congo Belge) Altitude: 2000 m;;False;-1.9826255454072437 , 28.891294162901385;;;;
B;Herbarium Berolinense;B 10 1175378;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;;;;True;;;;;01/02/1929 - 31/03/1929;;;H. Humbert;;;7754;;;True;;;True;;Montagne à l'Ouest du Lac Kivu (Congo belge), Forêt, Altitude: 2000-2400 m;;False;;;;;True
B;Herbarium Berolinense;B 10 1175379;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Sud-Kivu;;;;;;;;01/02/1929 - 31/03/1929;False;False;H. Humbert;;False;7754;False;;True;G. M. Schulze;;False;;Montagnes a l'Ouest du Lac Kivu (Congo Belge), Forêt, Altitude: 2000-2400 m.;False;;;;;;True
B;Herbarium Berolinense;B 10 1175380;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Sud-Kivu;;;False;;;;;01/02/1929 - 31/03/1929;False;False;H. Humbert;;False;7754;False;;True;G. M. Schulze;;False;;Montagnes a l'Ouest du Lac Kivu (Congo Belge) Forêt. Altitude: 2000-2400 m.;;False;;;;;True
B;Herbarium Berolinense;B 10 1175376;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;;;;True;;;;;01/04/1932 - 30/04/1932;;;Jean Lebrun;;;5368;;;True;;;True;;Entre Walikale et Kalehe (Kivu) versant E de la dorsale. Altitude: 2110 m. Forêt de montagne;False;;-2.1992145004422894 , 28.675775527954105;;;;
B;Herbarium Berolinense;B 10 1175375;7;7895457;Balsaminaceae;Impatiens;sp.;;Burundi;;;;False;Muramvya;;;False;;;;;01/03/1935 - 31/03/1935;;;A. Becquet;;;903;;;True;;;True;;Lieu de récolte: Muramvya-forêt  2000 Sous bois de forêt dégradeé;;False;-3.2635550998710956 , 29.635405540466312;;;;
B;Herbarium Berolinense;B 10 1175374;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;Sud-Kivu;;;False;;;;;03/11/1958 - 03/11/1958;;;A. Leonard;;;1442;;;True;;;True;;Prov.:  Kivu.  Territ.: Kabare. Route Bukava - Walikale  Alt.: 2200 m  Statio: Bambous;;False;;;;;True
B;Herbarium Berolinense;B 10 1175373;7;7895457;Balsaminaceae;Impatiens;sp.;;Thailand;False;;;;;;;True;;;;;01/07/1922 - 31/07/1922;False;False;A. F. G. Kerr;;False;6284;False;;True;;;True;;Siam;False;;;;;;True
B;Herbarium Berolinense;B 10 1175372;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1175371;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1175370;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1175427;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;Haut-Katanga;;;False;;;;;01/04/1944 - 30/04/1944;;;L. Dubois;;;1198;;;True;;;True;;Marungu, 2000 m, Savane. Plante commune dans les endroits humides.;False;;-7.333333 , 29.666668;;;;
B;Herbarium Berolinense;B 10 1175428;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Tanganyika;;;;;;;;01/04/1944 - 30/04/1944;False;False;L. Dubois;;False;1198;False;;True;;;True;;Marungu;False;;-7.3333333 , 29.6666668;;;;False
B;Herbarium Berolinense;B 10 1175429;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;01/04/1944 - 30/04/1944;False;False;L. Dubois;;False;1198;False;L. Dubois;False;;;True;;Marungu, Altitude 2000, Form. végét: Savane;False;;;;;;True
B;Herbarium Berolinense;B 10 1175435;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;;;;True;;;;;30/05/1908 - 30/05/1908;False;False;Kassner;;;2921;False;;True;G. M. Schulze;;False;;Mt. Senga, Congo, mt. slope;False;;-5.42975 , 28.14437;;;;
B;Herbarium Berolinense;B 10 1175434;7;7895457;Balsaminaceae;Impatiens;sp.;;Sambia;False;;;;Northern;;;;;;;;01/03/1934 - 31/03/1934;;False;A. H. Gamwell;;False;192;False;;True;G. M. Schulze;;;;Nord-Rhodesien, Abercorn District, Altitude: 5800'. Heavily shaded banks of dongas;False;;-8.808022123534286 , 31.424589157104496;;;;
